"Scenario","Year","Mean_Sea_Level_m","Portland_Annual_Temp","Belfast_Annual_Temp","Moosehead_Annual_Temp","Gardiner_Annual_Temp","Augusta_Annual_Temp","Annual_NAO","Civilian_Population_Millions","State_Population","species","Total_Weight_kg","Total_Value","Avg_Market_Price","County","Lobster_Pounds","Lobster_Value","ENSO_Phase","Portland_Annual_Precip","Belfast_Annual_Precip","Moosehead_Annual_Precip","Gardiner_Annual_Precip","Augusta_Annual_Precip","GDP..Billions.of.US...","Per.Capita..US...","Annual...Change","Civilian.Population..Millions.","Fresh.And.Frozen..Pounds.","Canned..Pounds.","Cured..Pounds.","Total..Pounds.","Fishery_Exports","Predicted_Landings","Predicted_Consumption","Predicted_Exports","Predicted_Market_Value","Predicted_Blue_Economy_Value"
"Baseline",2030,2.16086368497004,48.1559916446702,52.8482267183181,49.9689833436378,46.5404380368867,46.5404380368867,0.0313561721220026,359.547757485799,1461975.85008758,"Yellow Eel",14327355.27775,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14327355.27775,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2031,2.16289238383521,48.2051630112797,52.9639626989426,50.4432209145388,46.5639839042393,46.5639839042393,0.0333890307015698,362.186163270134,1468904.82840331,"Yellow Eel",14337947.52575,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14337947.52575,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2032,2.16492108270038,48.2543343778892,53.0796986795671,50.9174584854399,46.5875297715919,46.5875297715919,0.0354218892811371,364.824569054469,1475833.80671905,"Yellow Eel",14319764.96675,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14319764.96675,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2033,2.16694978156555,48.3035057444986,53.1954346601916,51.3916960563408,46.6110756389446,46.6110756389446,0.0374547478607044,367.462974838805,1482762.78503479,"Yellow Eel",14341060.26975,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14341060.26975,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2034,2.16897848043072,48.3526771111081,53.311170640816,51.8659336272419,46.6346215062972,46.6346215062972,0.0394876064402716,370.10138062314,1489691.76335052,"Yellow Eel",14312060.98875,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14312060.98875,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2035,2.17100717929589,48.4018484777176,53.4269066214405,52.3401711981429,46.6581673736498,46.6581673736498,0.0415204650198389,372.739786407476,1496620.74166626,"Yellow Eel",14312060.98875,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14312060.98875,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2036,2.17303587816106,48.4510198443271,53.542642602065,52.8144087690439,46.6817132410024,46.6817132410024,0.0435533235994052,375.378192191812,1503549.719982,"Yellow Eel",14271505.58975,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14271505.58975,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2037,2.17506457702622,48.5001912109365,53.6583785826895,53.288646339945,46.705259108355,46.705259108355,0.0455861821789725,378.016597976147,1510478.69829773,"Yellow Eel",14161513.78415,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14161513.78415,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2038,2.17709327589139,48.549362577546,53.774114563314,53.762883910846,46.7288049757077,46.7288049757077,0.0476190407585397,380.655003760482,1517407.67661347,"Yellow Eel",14161513.78415,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14161513.78415,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2039,2.17912197475656,48.5985339441555,53.8898505439385,54.237121481747,46.7523508430603,46.7523508430603,0.049651899338107,383.293409544818,1524336.65492921,"Yellow Eel",14208467.61665,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14208467.61665,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Baseline",2040,2.18115067362173,48.647705310765,54.005586524563,54.711359052648,46.7758967104129,46.7758967104129,0.0516847579176742,385.931815329153,1531265.63324494,"Yellow Eel",14208467.61665,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14208467.61665,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2020,2.14057669631836,47.6642779785755,51.6908669120731,45.2266076346275,46.3049793633605,46.3049793633605,0.0110275863263301,333.163699642443,1392686.06693021,"Yellow Eel",14832834.7007167,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14832834.7007167,19.1532570462631,5099595.43833333,0.277460179374254,3680125.79156667
"Low_Climate",2021,2.14288039518353,47.735949345185,51.8291028926976,45.7233452055285,46.3510252307131,46.3510252307131,0.0130604449058973,335.802105426778,1399615.04524595,"Yellow Eel",14385066.7599833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14385066.7599833,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Low_Climate",2022,2.1457340940487,47.8076207117944,51.9673388733221,46.2200827764296,46.3970710980657,46.3970710980657,0.0150933034854646,338.440511211114,1406544.02356168,"Yellow Eel",14932072.2601833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14932072.2601833,19.1532570462631,5099595.43833333,0.277460179374254,3680125.79156667
"Low_Climate",2023,2.14913779291387,47.8792920784039,52.1055748539466,46.7168203473306,46.4431169654184,46.4431169654184,0.0171261620650318,341.07891699545,1413473.00187742,"Yellow Eel",14121830.7217333,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14121830.7217333,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2024,2.15309149177903,47.9509634450134,52.2438108345711,47.2135579182317,46.489162832771,46.489162832771,0.0191590206445991,343.717322779785,1420401.98019315,"Yellow Eel",14200859.7456167,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14200859.7456167,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2025,2.1575951906442,48.0226348116229,52.3820468151956,47.7102954891326,46.5352087001236,46.5352087001236,0.0211918792241663,346.355728564121,1427330.95850889,"Yellow Eel",14389802.39685,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14389802.39685,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Low_Climate",2026,2.16264888950937,48.0943061782323,52.5202827958201,48.2070330600336,46.5812545674762,46.5812545674762,0.0232247378037336,348.994134348456,1434259.93682463,"Yellow Eel",14395975.05085,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14395975.05085,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Low_Climate",2027,2.16825258837454,48.1659775448418,52.6585187764446,48.7037706309347,46.6273004348288,46.6273004348288,0.0252575963833008,351.632540132792,1441188.91514037,"Yellow Eel",14416104.83285,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14416104.83285,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Low_Climate",2028,2.17440628723971,48.2376489114513,52.7967547570691,49.2005082018357,46.6733463021815,46.6733463021815,0.0272904549628681,354.270945917127,1448117.8934561,"Yellow Eel",14362021.62675,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14362021.62675,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Low_Climate",2029,2.18110998610488,48.3093202780607,52.9349907376936,49.6972457727368,46.7193921695341,46.7193921695341,0.0293233135424353,356.909351701463,1455046.87177184,"Yellow Eel",14363187.14775,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14363187.14775,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Low_Climate",2030,2.18836368497004,48.3809916446702,53.0732267183181,50.1939833436378,46.7654380368867,46.7654380368867,0.0313561721220026,359.547757485799,1461975.85008758,"Yellow Eel",14363187.14775,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14363187.14775,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Low_Climate",2031,2.19616738383521,48.4526630112797,53.2114626989426,50.6907209145388,46.8114839042393,46.8114839042393,0.0333890307015698,362.186163270134,1468904.82840331,"Yellow Eel",14325119.74875,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14325119.74875,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2032,2.20452108270038,48.5243343778892,53.3496986795671,51.1874584854399,46.8575297715919,46.8575297715919,0.0354218892811371,364.824569054469,1475833.80671905,"Yellow Eel",14330791.26875,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14330791.26875,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2033,2.21342478156555,48.5960057444986,53.4879346601915,51.6841960563408,46.9035756389446,46.9035756389446,0.0374547478607044,367.462974838805,1482762.78503479,"Yellow Eel",14228209.25075,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14228209.25075,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2034,2.22287848043072,48.6676771111081,53.626170640816,52.1809336272419,46.9496215062972,46.9496215062972,0.0394876064402716,370.10138062314,1489691.76335052,"Yellow Eel",14196156.10875,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14196156.10875,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2035,2.23288217929589,48.7393484777176,53.7644066214405,52.6776711981429,46.9956673736498,46.9956673736498,0.0415204650198389,372.739786407476,1496620.74166626,"Yellow Eel",14196156.10875,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14196156.10875,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2036,2.24343587816105,48.8110198443271,53.902642602065,53.1744087690439,47.0417132410024,47.0417132410024,0.0435533235994052,375.378192191812,1503549.719982,"Yellow Eel",14088204.45715,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14088204.45715,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2037,2.25453957702622,48.8826912109365,54.0408785826895,53.671146339945,47.087759108355,47.087759108355,0.0455861821789725,378.016597976147,1510478.69829773,"Yellow Eel",14083687.15415,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14083687.15415,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2038,2.26619327589139,48.954362577546,54.179114563314,54.167883910846,47.1338049757077,47.1338049757077,0.0476190407585397,380.655003760482,1517407.67661347,"Yellow Eel",14083687.15415,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14083687.15415,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2039,2.27839697475656,49.0260339441555,54.3173505439385,54.664621481747,47.1798508430603,47.1798508430603,0.049651899338107,383.293409544818,1524336.65492921,"Yellow Eel",14005661.2483833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14005661.2483833,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Low_Climate",2040,2.29115067362173,49.097705310765,54.455586524563,55.1613590526481,47.2258967104129,47.2258967104129,0.0516847579176742,385.931815329153,1531265.63324494,"Yellow Eel",13993535.3243833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,13993535.3243833,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2020,2.14057669631836,47.6642779785755,51.6908669120731,45.2266076346275,46.3049793633605,46.3049793633605,0.0110275863263301,333.163699642443,1392686.06693021,"Yellow Eel",14832834.7007167,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14832834.7007167,19.1532570462631,5099595.43833333,0.277460179374254,3680125.79156667
"Moderate_Climate",2021,2.1432720618502,47.747199345185,51.8516028926976,45.7345952055285,46.3622752307131,46.3622752307131,0.0130604449058973,335.802105426778,1399615.04524595,"Yellow Eel",14385066.7599833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14385066.7599833,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Moderate_Climate",2022,2.14730076071536,47.8301207117944,52.0123388733221,46.2425827764296,46.4195710980657,46.4195710980657,0.0150933034854646,338.440511211114,1406544.02356168,"Yellow Eel",14045377.4704833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14045377.4704833,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2023,2.15266279291387,47.9130420784039,52.1730748539466,46.7505703473306,46.4768669654184,46.4768669654184,0.0171261620650318,341.07891699545,1413473.00187742,"Yellow Eel",14201073.4226167,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14201073.4226167,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2024,2.1593581584457,47.9959634450134,52.3338108345711,47.2585579182317,46.534162832771,46.534162832771,0.0191590206445991,343.717322779785,1420401.98019315,"Yellow Eel",14433528.6694167,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14433528.6694167,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Moderate_Climate",2025,2.16738685731087,48.0788848116229,52.4945468151956,47.7665454891326,46.5914587001236,46.5914587001236,0.0211918792241663,346.355728564121,1427330.95850889,"Yellow Eel",14395975.05085,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14395975.05085,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Moderate_Climate",2026,2.17674888950937,48.1618061782323,52.6552827958201,48.2745330600336,46.6487545674762,46.6487545674762,0.0232247378037336,348.994134348456,1434259.93682463,"Yellow Eel",14416104.83285,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14416104.83285,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Moderate_Climate",2027,2.18744425504121,48.2447275448418,52.8160187764446,48.7825206309347,46.7060504348288,46.7060504348288,0.0252575963833008,351.632540132792,1441188.91514037,"Yellow Eel",14362021.62675,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14362021.62675,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Moderate_Climate",2028,2.19947295390638,48.3276489114513,52.9767547570691,49.2905082018357,46.7633463021815,46.7633463021815,0.0272904549628681,354.270945917127,1448117.8934561,"Yellow Eel",14363187.14775,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14363187.14775,19.1985999999998,5337078.9898,0.278736022633408,3824977.2822
"Moderate_Climate",2029,2.21283498610488,48.4105702780607,53.1374907376936,49.7984957727368,46.8206421695341,46.8206421695341,0.0293233135424353,356.909351701463,1455046.87177184,"Yellow Eel",14329116.94475,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14329116.94475,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2030,2.22753035163671,48.4934916446702,53.2982267183181,50.3064833436378,46.8779380368867,46.8779380368867,0.0313561721220026,359.547757485799,1461975.85008758,"Yellow Eel",14334735.58775,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14334735.58775,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2031,2.24355905050188,48.5764130112797,53.4589626989426,50.8144709145388,46.9352339042393,46.9352339042393,0.0333890307015698,362.186163270134,1468904.82840331,"Yellow Eel",14249770.26775,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14249770.26775,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2032,2.26092108270038,48.6593343778892,53.6196986795671,51.3224584854399,46.9925297715919,46.9925297715919,0.0354218892811371,364.824569054469,1475833.80671905,"Yellow Eel",14209214.86875,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14209214.86875,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2033,2.27961644823222,48.7422557444986,53.7804346601916,51.8304460563408,47.0498256389446,47.0498256389446,0.0374547478607044,367.462974838805,1482762.78503479,"Yellow Eel",14207174.71475,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14207174.71475,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2034,2.29964514709738,48.8251771111081,53.941170640816,52.3384336272419,47.1071215062972,47.1071215062972,0.0394876064402716,370.10138062314,1489691.76335052,"Yellow Eel",14198196.26275,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,14198196.26275,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2035,2.32100717929589,48.9080984777176,54.1019066214405,52.8464211981429,47.1644173736498,47.1644173736498,0.0415204650198389,372.739786407476,1496620.74166626,"Yellow Eel",13960747.5698833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,13960747.5698833,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2036,2.34370254482772,48.9910198443271,54.262642602065,53.3544087690439,47.2217132410024,47.2217132410024,0.0435533235994052,375.378192191812,1503549.719982,"Yellow Eel",13960747.5698833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,13960747.5698833,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
"Moderate_Climate",2037,2.36773124369289,49.0739412109365,54.4233785826895,53.862396339945,47.279009108355,47.279009108355,0.0455861821789725,378.016597976147,1510478.69829773,"Yellow Eel",13960747.5698833,8214,3.19984417608103,"YORK",3747664,19546973,1,52.4,53.53,50.15,43.04,43.04,1345770,0.42,0.09,327.1,15.1,3.8,0.3,19.3,5030274,13960747.5698833,19.1710232368163,5196084.99573333,0.278173871234908,3679134.4667
