"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test"
"Blue Economy Model",29431.1299723086,33580.333041135,0.981728029091843,0.977047932014183
"Landings Model",184655.975009215,322644.380793106,0.903943053775888,0.548222482873812
"Consumption Model",0.171466319780228,0.0904580177869429,0.996894221056433,0.999072547009194
"Exports Model",75825.8845274514,89307.2919184398,0.997962687499952,0.997143674791104
"Market Value Model",0.0188875590445545,0.0365823409083495,0.999087178418581,0.996618392974411
"Blue Economy Model",27918.1848792358,24914.2510732738,0.98085864348725,0.986694596553558
"Landings Model",184655.975009215,322644.380793106,0.903943053775888,0.548222482873812
"Consumption Model",0.171466319780228,0.0904580177869429,0.996894221056433,0.999072547009194
"Exports Model",75825.8845274514,89307.2919184398,0.997962687499952,0.997143674791104
"Market Value Model",0.0346946591169701,0.0621834256910514,0.997374915689592,0.991662962267368
"Blue Economy Model",30144.1060809601,18602.557073748,0.980540088186379,0.988709385163084
"Landings Model",184655.975009215,322644.380793106,0.903943053775888,0.548222482873812
"Consumption Model",0.171466319780228,0.0904580177869429,0.996894221056433,0.999072547009194
"Exports Model",75825.8845274514,89307.2919184398,0.997962687499952,0.997143674791104
"Market Value Model",0.016316599601913,0.0317681491591525,0.999325634261152,0.997458107182997
"Blue Economy Model",31878.5676037565,24895.0184667732,0.983729616732407,0.965345270180299
"Landings Model",184655.975009215,322644.380793106,0.903943053775888,0.548222482873812
"Consumption Model",0.171466319780228,0.0904580177869429,0.996894221056433,0.999072547009194
"Exports Model",75825.8845274514,89307.2919184398,0.997962687499952,0.997143674791104
"Market Value Model",0.016316599601913,0.0317681491591525,0.999325634261152,0.997458107182997
"Blue Economy Model",40414.4807300174,27129.0874008525,0.980766761865857,0.965315528864347
"Landings Model",184655.975009215,322644.380793106,0.903943053775888,0.548222482873812
"Consumption Model",0.171466319780228,0.0904580177869429,0.996894221056433,0.999072547009194
"Exports Model",75825.8845274514,89307.2919184398,0.997962687499952,0.997143674791104
"Market Value Model",0.016316599601913,0.0317681491591525,0.999325634261152,0.997458107182997
"Blue Economy Model",30147.1851587678,25377.359081517,0.987464731861725,0.95860445694101
"Landings Model",184655.975009215,322644.380793106,0.903943053775888,0.548222482873812
"Consumption Model",0.171466319780228,0.0904580177869429,0.996894221056433,0.999072547009194
"Exports Model",75825.8845274514,89307.2919184398,0.997962687499952,0.997143674791104
"Market Value Model",0.0174196041786817,0.03177213479484,0.999247577987194,0.997483122507578
"Blue Economy Model",34373.475798441,34447.9361274345,0.974809950285794,0.96475226254237
"Landings Model",184655.975009215,322644.380793106,0.903943053775888,0.548222482873812
"Consumption Model",0.171466319780228,0.0904580177869429,0.996894221056433,0.999072547009194
"Exports Model",75825.8845274514,89307.2919184398,0.997962687499952,0.997143674791104
"Market Value Model",0.0174196041786817,0.03177213479484,0.999247577987194,0.997483122507578
"Blue Economy Model",34373.475798441,34447.9361274345,0.974809950285794,0.96475226254237
"Landings Model",184655.975009215,322644.380793106,0.903943053775888,0.548222482873812
"Consumption Model",0.171466319780228,0.0904580177869429,0.996894221056433,0.999072547009194
"Exports Model",75825.8845274514,89307.2919184398,0.997962687499952,0.997143674791104
"Market Value Model",0.0174196041786817,0.03177213479484,0.999247577987194,0.997483122507578
"Blue Economy Model",40806.1599662675,39064.8032920763,0.967598300503821,0.952082377711464
