"Year","Scenario","County","Pred_Lobster_Pounds","Pred_Lobster_Value"
2082,"Baseline","york",3658357.35630294,19014041.9994302
2083,"Baseline","york",3653256.47929051,18997036.6252707
2084,"Baseline","york",3648155.60227807,18980031.2511113
2085,"Baseline","york",3643054.72526563,18963025.8769518
2086,"Baseline","york",3637953.8482532,18946020.5027923
2087,"Baseline","york",3632852.97124076,18929015.1286328
2088,"Baseline","york",3627752.09422833,18912009.7544733
2089,"Baseline","york",3622651.21721589,18895004.3803138
2090,"Baseline","york",3617550.34020346,18877999.0061544
2091,"Baseline","york",3612449.46319103,18860993.6319949
2092,"Baseline","york",3607348.58617859,18843988.2578354
2093,"Baseline","york",3602247.70916616,18826982.8836759
2094,"Baseline","york",3597146.83215372,18809977.5095164
2095,"Baseline","york",3592045.95514129,18792972.1353569
2096,"Baseline","york",3586945.07812885,18775966.7611974
2097,"Baseline","york",3581844.20111642,18758961.387038
2098,"Baseline","york",3576743.32410398,18741956.0128785
2099,"Baseline","york",3571642.44709155,18724950.638719
2100,"Baseline","york",3566541.57007911,18707945.2645595
2020,"SLR_Low","york",3963831.72250828,20040716.1792192
2021,"SLR_Low","york",3962611.64857947,20033668.0515754
2022,"SLR_Low","york",3960529.1739654,20024407.2024836
2023,"SLR_Low","york",3957584.29866609,20012933.631944
2024,"SLR_Low","york",3953777.02268153,19999247.3399564
2025,"SLR_Low","york",3949107.34601172,19983348.3265209
2026,"SLR_Low","york",3943575.26865666,19965236.5916374
2027,"SLR_Low","york",3937180.79061635,19944912.135306
2028,"SLR_Low","york",3929923.91189079,19922374.9575267
2029,"SLR_Low","york",3921804.63247999,19897625.0582995
2030,"SLR_Low","york",3912822.95238394,19870662.4376244
2031,"SLR_Low","york",3902978.87160263,19841487.0955013
2032,"SLR_Low","york",3892272.39013608,19810099.0319303
2033,"SLR_Low","york",3880703.50798428,19776498.2469114
2034,"SLR_Low","york",3868272.22514723,19740684.7404445
2035,"SLR_Low","york",3854978.54162493,19702658.5125297
2036,"SLR_Low","york",3840822.45741738,19662419.563167
2037,"SLR_Low","york",3825803.97252459,19619967.8923564
2038,"SLR_Low","york",3809923.08694655,19575303.5000978
2039,"SLR_Low","york",3793179.80068325,19528426.3863913
2040,"SLR_Low","york",3775574.11373471,19479336.5512369
2041,"SLR_Low","york",3757106.02610092,19428033.9946346
2042,"SLR_Low","york",3737775.53778188,19374518.7165844
2043,"SLR_Low","york",3717582.64877759,19318790.7170862
2044,"SLR_Low","york",3696527.35908805,19260849.99614
2045,"SLR_Low","york",3674609.66871327,19200696.553746
2046,"SLR_Low","york",3651829.57765324,19138330.3899041
2047,"SLR_Low","york",3628187.08590795,19073751.5046142
2048,"SLR_Low","york",3603682.19347742,19006959.8978764
2049,"SLR_Low","york",3578314.90036164,18937955.5696906
