"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test"
"Market Value Model",0.0721627903389467,0.0879606301254478,0.988749222448397,0.993208707681143
"Blue Economy Model",37641.7448166962,48462.2351094209,0.99976507699767,0.999653750007076
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619
"Market Value Model",0.0828865552877586,0.0280825249562627,0.987265667551201,0.998889220836335
"Blue Economy Model",42014.2672366662,47573.4153264538,0.99970669725382,0.999590451955217
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619
"Market Value Model",0.0792135834264021,0.0161146149121608,0.987547411653676,0.999371160327561
"Blue Economy Model",31627.0144236961,34257.6652027074,0.999825629467351,0.999818944150108
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619
"Market Value Model",0.0792135834264021,0.0161146149121608,0.987547411653676,0.999371160327561
"Blue Economy Model",44635.24932201,53522.471426086,0.9996634071758,0.999571057667689
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619
"Market Value Model",0.0792135834264021,0.0161146149121608,0.987547411653676,0.999371160327561
"Blue Economy Model",32641.6749375475,31095.9794866968,0.999822613557727,0.999861077162086
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619
"Market Value Model",0.0787301907854176,0.0173503461353408,0.987841174617977,0.999284140309874
"Blue Economy Model",33145.5677262247,40276.806698243,0.999824485586636,0.999678055551546
