"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test","Species"
"Landings Model",266277.479081094,683581.616900043,0.993717868519583,0.965191363696787,"Monkfish"
"Consumption Model",0.0914221500173294,0.0782344237305556,0.987065846538981,0.992090190688812,"Monkfish"
"Exports Model",65187.934162712,9071.29967412471,0.994871150066646,0.999902779873943,"Monkfish"
"Market Value Model",0.0203725076040256,0.00712888108613889,0.988291539724464,0.998634059506461,"Monkfish"
"Landings Model",266277.479081094,683581.616900043,0.993717868519583,0.965191363696787,"Monkfish"
"Consumption Model",0.0914221500173294,0.0782344237305556,0.987065846538981,0.992090190688812,"Monkfish"
"Exports Model",65187.934162712,9071.29967412471,0.994871150066646,0.999902779873943,"Monkfish"
"Market Value Model",0.0203725076040256,0.00712888108613889,0.988291539724464,0.998634059506461,"Monkfish"
"Landings Model",266277.479081094,683581.616900043,0.993717868519583,0.965191363696787,"Monkfish"
"Consumption Model",0.0914221500173294,0.0782344237305556,0.987065846538981,0.992090190688812,"Monkfish"
"Exports Model",65187.934162712,9071.29967412471,0.994871150066646,0.999902779873943,"Monkfish"
"Market Value Model",0.0203725076040256,0.00712888108613889,0.988291539724464,0.998634059506461,"Monkfish"
"Blue Economy Model",147269.001113674,86807.7666444635,0.995980851886038,0.998685555947838,"Monkfish"
"Landings Model",265135.595433698,815677.483785923,0.993837302504972,0.952568790323727,"Monkfish"
"Consumption Model",0.0901920743703533,0.0801623300313168,0.98856607124948,0.989733398231183,"Monkfish"
"Exports Model",61559.6823390293,46697.7779643101,0.995302699135534,0.997152951881666,"Monkfish"
"Market Value Model",0.0158528858945735,0.0283835378876676,0.991368967856,0.987744111428393,"Monkfish"
"Blue Economy Model",153157.232522504,144275.264392118,0.995977557087544,0.995671277868178,"Monkfish"
"Landings Model",265135.595433698,815677.483785923,0.993837302504972,0.952568790323727,"Monkfish"
"Consumption Model",0.0901920743703533,0.0801623300313168,0.98856607124948,0.989733398231183,"Monkfish"
"Exports Model",61559.6823390293,46697.7779643101,0.995302699135534,0.997152951881666,"Monkfish"
"Market Value Model",0.0158528858945735,0.0283835378876676,0.991368967856,0.987744111428393,"Monkfish"
"Blue Economy Model",127037.255725002,153413.941041129,0.99724344278735,0.995294172182702,"Monkfish"
"Landings Model",265135.595433698,815677.483785923,0.993837302504972,0.952568790323727,"Monkfish"
"Consumption Model",0.0901920743703533,0.0801623300313168,0.98856607124948,0.989733398231183,"Monkfish"
"Exports Model",45742.1220479254,40873.1525003209,0.99698012950286,0.998377889676044,"Monkfish"
"Market Value Model",0.0183749582111305,0.00794015220007672,0.99086516224752,0.998048883552698,"Monkfish"
"Blue Economy Model",145465.470448455,58452.3597261535,0.996144716503332,0.99918014606166,"Monkfish"
"Landings Model",265135.595433698,815677.483785923,0.993837302504972,0.952568790323727,"Monkfish"
"Consumption Model",0.0901920743703533,0.0801623300313168,0.98856607124948,0.989733398231183,"Monkfish"
"Exports Model",45742.1220479254,40873.1525003209,0.99698012950286,0.998377889676044,"Monkfish"
"Market Value Model",0.0200497283641545,0.00899367303214848,0.989193037266016,0.997544441809113,"Monkfish"
"Blue Economy Model",132362.307810865,129502.662538235,0.996746917059776,0.996148291614033,"Monkfish"
"Landings Model",265135.595433698,815677.483785923,0.993837302504972,0.952568790323727,"Monkfish"
"Consumption Model",0.0901920743703533,0.0801623300313168,0.98856607124948,0.989733398231183,"Monkfish"
"Exports Model",45742.1220479254,40873.1525003209,0.99698012950286,0.998377889676044,"Monkfish"
"Market Value Model",0.0169373329238206,0.00695857210527368,0.992265838051497,0.998478260731584,"Monkfish"
"Blue Economy Model",146786.709627627,1214.08283345614,0.995869051623347,0.999999850791551,"Monkfish"
"Landings Model",265135.595433698,815677.483785923,0.993837302504972,0.952568790323727,"Monkfish"
"Consumption Model",0.0901920743703533,0.0801623300313168,0.98856607124948,0.989733398231183,"Monkfish"
"Exports Model",45742.1220479254,40873.1525003209,0.99698012950286,0.998377889676044,"Monkfish"
"Market Value Model",0.0219808750331378,0.0115936731730164,0.987345365794834,0.995773374965607,"Monkfish"
"Blue Economy Model",160275.299200546,118766.386929078,0.994817786658509,0.998231090130604,"Monkfish"
"Landings Model",281175.636308665,666587.258080175,0.992677787343018,0.96749371819018,"Monkfish"
"Consumption Model",0.0974929469820852,0.0665963981724424,0.986209728932193,0.993898772716623,"Monkfish"
"Exports Model",51270.9110855297,35883.9801018519,0.996387928922196,0.998556784110377,"Monkfish"
"Market Value Model",0.0133516802104601,0.031522220557217,0.995735259947778,0.970522615532067,"Monkfish"
"Blue Economy Model",235674.308796969,71756.2164081326,0.990885346453264,0.998726062917394,"Monkfish"
"Landings Model",281175.636308665,666587.258080175,0.992677787343018,0.96749371819018,"Monkfish"
"Consumption Model",0.0974929469820852,0.0665963981724424,0.986209728932193,0.993898772716623,"Monkfish"
"Exports Model",51270.9110855297,35883.9801018519,0.996387928922196,0.998556784110377,"Monkfish"
"Market Value Model",0.00849929254851703,0.0264996574239184,0.998142716478297,0.979114356150907,"Monkfish"
"Blue Economy Model",123317.742727193,315378.008185473,0.99689222715413,0.983341219074081,"Monkfish"
"Landings Model",281175.636308665,666587.258080175,0.992677787343018,0.96749371819018,"Monkfish"
"Consumption Model",0.0974929469820852,0.0665963981724424,0.986209728932193,0.993898772716623,"Monkfish"
"Exports Model",51270.9110855297,35883.9801018519,0.996387928922196,0.998556784110377,"Monkfish"
"Market Value Model",0.00849929254851703,0.0264996574239184,0.998142716478297,0.979114356150907,"Monkfish"
"Blue Economy Model",118581.331787816,238694.773907535,0.997037782559971,0.991514656729824,"Monkfish"
"Landings Model",281175.636308665,666587.258080175,0.992677787343018,0.96749371819018,"Monkfish"
"Consumption Model",0.0974929469820852,0.0665963981724424,0.986209728932193,0.993898772716623,"Monkfish"
"Exports Model",51270.9110855297,35883.9801018519,0.996387928922196,0.998556784110377,"Monkfish"
"Market Value Model",0.00849929254851703,0.0264996574239184,0.998142716478297,0.979114356150907,"Monkfish"
"Blue Economy Model",126205.938515026,222456.097889815,0.996644913570774,0.992453875687303,"Monkfish"
"Landings Model",281175.636308665,666587.258080175,0.992677787343018,0.96749371819018,"Monkfish"
"Consumption Model",0.0974929469820852,0.0665963981724424,0.986209728932193,0.993898772716623,"Monkfish"
"Exports Model",51270.9110855297,35883.9801018519,0.996387928922196,0.998556784110377,"Monkfish"
"Market Value Model",0.0101514496714005,0.0238913121017085,0.997326450690976,0.983084887589769,"Monkfish"
"Blue Economy Model",219536.421263854,71759.736590934,0.991270431008849,0.998984422223415,"Monkfish"
"Landings Model",281175.636308665,666587.258080175,0.992677787343018,0.96749371819018,"Monkfish"
"Consumption Model",0.0974929469820852,0.0665963981724424,0.986209728932193,0.993898772716623,"Monkfish"
"Exports Model",51270.9110855297,35883.9801018519,0.996387928922196,0.998556784110377,"Monkfish"
"Market Value Model",0.0101514496714005,0.0238913121017085,0.997326450690976,0.983084887589769,"Monkfish"
"Blue Economy Model",197478.285718187,81436.9073280734,0.992878729549862,0.998692822466124,"Monkfish"
"Landings Model",1204810.26580111,1717042.23735389,0.981430049905038,0.936335090423959,"Mussel_Blue_Sea"
"Consumption Model",0.0841061836998368,0.0799195409292793,0.999059545043267,0.998912187297854,"Mussel_Blue_Sea"
"Exports Model",102334.104724244,98819.815088591,0.997272256940489,0.996661455113725,"Mussel_Blue_Sea"
"Landings Model",1204810.26580111,1717042.23735389,0.981430049905038,0.936335090423959,"Mussel_Blue_Sea"
"Consumption Model",0.0841061836998368,0.0799195409292793,0.999059545043267,0.998912187297854,"Mussel_Blue_Sea"
"Exports Model",102334.104724244,98819.815088591,0.997272256940489,0.996661455113725,"Mussel_Blue_Sea"
"Market Value Model",0.00373542703147873,0.0010827842042527,0.997968489820374,0.999828714809089,"Mussel_Blue_Sea"
"Landings Model",1204810.26580111,1717042.23735389,0.981430049905038,0.936335090423959,"Mussel_Blue_Sea"
"Consumption Model",0.0841061836998368,0.0799195409292793,0.999059545043267,0.998912187297854,"Mussel_Blue_Sea"
"Exports Model",102334.104724244,98819.815088591,0.997272256940489,0.996661455113725,"Mussel_Blue_Sea"
"Market Value Model",0.00373542703147873,0.0010827842042527,0.997968489820374,0.999828714809089,"Mussel_Blue_Sea"
"Landings Model",1204810.26580111,1717042.23735389,0.981430049905038,0.936335090423959,"Mussel_Blue_Sea"
"Consumption Model",0.0841061836998368,0.0799195409292793,0.999059545043267,0.998912187297854,"Mussel_Blue_Sea"
"Exports Model",102334.104724244,98819.815088591,0.997272256940489,0.996661455113725,"Mussel_Blue_Sea"
"Market Value Model",0.00373542703147873,0.0010827842042527,0.997968489820374,0.999828714809089,"Mussel_Blue_Sea"
"Blue Economy Model",80906.6907462856,79154.392425243,0.993362454408679,0.994015841874276,"Mussel_Blue_Sea"
"Landings Model",1204810.26580111,1717042.23735389,0.981430049905038,0.936335090423959,"Mussel_Blue_Sea"
"Consumption Model",0.0841061836998368,0.0799195409292793,0.999059545043267,0.998912187297854,"Mussel_Blue_Sea"
"Exports Model",102334.104724244,98819.815088591,0.997272256940489,0.996661455113725,"Mussel_Blue_Sea"
"Market Value Model",0.00373542703147873,0.0010827842042527,0.997968489820374,0.999828714809089,"Mussel_Blue_Sea"
"Blue Economy Model",77280.6847477816,91784.5444790577,0.993963505092242,0.991895358431646,"Mussel_Blue_Sea"
"Landings Model",1276866.0694348,1902283.11734613,0.979038705437743,0.922095091851057,"Mussel_Blue_Sea"
"Consumption Model",0.0890834462247573,0.0640573121527193,0.998889208196504,0.999440286182638,"Mussel_Blue_Sea"
"Exports Model",91274.2589894359,134279.724568826,0.997726303358089,0.994366840184846,"Mussel_Blue_Sea"
"Market Value Model",0.0025755244146335,0.00567387109485413,0.99902413982698,0.994943285051557,"Mussel_Blue_Sea"
"Blue Economy Model",78601.5158007331,88220.9279549843,0.993780166026273,0.992573440359558,"Mussel_Blue_Sea"
"Landings Model",1276866.0694348,1902283.11734613,0.979038705437743,0.922095091851057,"Mussel_Blue_Sea"
"Consumption Model",0.0890834462247573,0.0640573121527193,0.998889208196504,0.999440286182638,"Mussel_Blue_Sea"
"Exports Model",91274.2589894359,134279.724568826,0.997726303358089,0.994366840184846,"Mussel_Blue_Sea"
"Market Value Model",0.0025755244146335,0.00567387109485413,0.99902413982698,0.994943285051557,"Mussel_Blue_Sea"
"Blue Economy Model",100199.591426491,62660.4530518899,0.990106097909389,0.996344315384946,"Mussel_Blue_Sea"
"Landings Model",1276866.0694348,1902283.11734613,0.979038705437743,0.922095091851057,"Mussel_Blue_Sea"
"Consumption Model",0.0890834462247573,0.0640573121527193,0.998889208196504,0.999440286182638,"Mussel_Blue_Sea"
"Exports Model",45034.5890783166,84434.5227459895,0.99940943537368,0.998175248993348,"Mussel_Blue_Sea"
"Market Value Model",0.00287939579230579,0.00391108642441718,0.998800682982393,0.997263426104056,"Mussel_Blue_Sea"
"Blue Economy Model",47658.0885542908,151910.744784805,0.997653260499917,0.980005345836478,"Mussel_Blue_Sea"
"Landings Model",1276866.0694348,1902283.11734613,0.979038705437743,0.922095091851057,"Mussel_Blue_Sea"
"Consumption Model",0.0890834462247573,0.0640573121527193,0.998889208196504,0.999440286182638,"Mussel_Blue_Sea"
"Exports Model",45034.5890783166,84434.5227459895,0.99940943537368,0.998175248993348,"Mussel_Blue_Sea"
"Market Value Model",0.00299672043162188,0.00455082834764591,0.998714064562189,0.996295759970373,"Mussel_Blue_Sea"
"Blue Economy Model",79844.2297797693,61948.5603620457,0.993598412967209,0.996161538940643,"Mussel_Blue_Sea"
"Landings Model",1276866.0694348,1902283.11734613,0.979038705437743,0.922095091851057,"Mussel_Blue_Sea"
"Consumption Model",0.0890834462247573,0.0640573121527193,0.998889208196504,0.999440286182638,"Mussel_Blue_Sea"
"Exports Model",45034.5890783166,84434.5227459895,0.99940943537368,0.998175248993348,"Mussel_Blue_Sea"
"Market Value Model",0.00293843364587577,0.00458799778183814,0.998752511040079,0.996239876317316,"Mussel_Blue_Sea"
"Blue Economy Model",83839.7543012406,13884.6315043808,0.993001417024366,0.999800427029732,"Mussel_Blue_Sea"
"Landings Model",1276866.0694348,1902283.11734613,0.979038705437743,0.922095091851057,"Mussel_Blue_Sea"
"Consumption Model",0.0890834462247573,0.0640573121527193,0.998889208196504,0.999440286182638,"Mussel_Blue_Sea"
"Exports Model",45034.5890783166,84434.5227459895,0.99940943537368,0.998175248993348,"Mussel_Blue_Sea"
"Market Value Model",0.00418168128482197,0.00293383706864776,0.997603441525375,0.998470814539296,"Mussel_Blue_Sea"
"Blue Economy Model",92648.6263449614,71078.2814223472,0.991812675397303,0.994223023910826,"Mussel_Blue_Sea"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527,"Mussel_Blue_Sea"
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476,"Mussel_Blue_Sea"
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657,"Mussel_Blue_Sea"
"Market Value Model",0.00377468918520131,0.00284993602704824,0.997968099405507,0.998639874070855,"Mussel_Blue_Sea"
"Blue Economy Model",54898.5452496488,119753.01267982,0.996806755731784,0.988087383871138,"Mussel_Blue_Sea"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527,"Mussel_Blue_Sea"
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476,"Mussel_Blue_Sea"
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657,"Mussel_Blue_Sea"
"Market Value Model",0.00430597700996562,0.00342960752616601,0.997487342213444,0.998032672382486,"Mussel_Blue_Sea"
"Blue Economy Model",90595.0162728108,46147.9311098067,0.992197938166617,0.997789610541471,"Mussel_Blue_Sea"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527,"Mussel_Blue_Sea"
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476,"Mussel_Blue_Sea"
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657,"Mussel_Blue_Sea"
"Market Value Model",0.00390696475735226,0.00206827893461786,0.997800523467464,0.999286549705894,"Mussel_Blue_Sea"
"Blue Economy Model",83449.3744774669,94196.0523458169,0.992486894773683,0.992965984269583,"Mussel_Blue_Sea"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527,"Mussel_Blue_Sea"
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476,"Mussel_Blue_Sea"
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657,"Mussel_Blue_Sea"
"Market Value Model",0.00390696475735226,0.00206827893461786,0.997800523467464,0.999286549705894,"Mussel_Blue_Sea"
"Blue Economy Model",91451.2257291487,111357.990012573,0.991100660183117,0.99016317906004,"Mussel_Blue_Sea"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527,"Mussel_Blue_Sea"
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476,"Mussel_Blue_Sea"
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657,"Mussel_Blue_Sea"
"Market Value Model",0.00390696475735226,0.00206827893461786,0.997800523467464,0.999286549705894,"Mussel_Blue_Sea"
"Blue Economy Model",82379.5241487494,91730.4957341269,0.992624520395038,0.993316939903586,"Mussel_Blue_Sea"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527,"Mussel_Blue_Sea"
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476,"Mussel_Blue_Sea"
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657,"Mussel_Blue_Sea"
"Market Value Model",0.0037853744945047,0.00211383773521065,0.997941110906549,0.999255636174233,"Mussel_Blue_Sea"
"Blue Economy Model",82272.0682716528,124535.149787719,0.992979724249705,0.986862638122469,"Mussel_Blue_Sea"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527,"Mussel_Blue_Sea"
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476,"Mussel_Blue_Sea"
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657,"Mussel_Blue_Sea"
"Market Value Model",0.0037853744945047,0.00211383773521065,0.997941110906549,0.999255636174233,"Mussel_Blue_Sea"
"Blue Economy Model",82272.0682716528,124535.149787719,0.992979724249705,0.986862638122469,"Mussel_Blue_Sea"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527,"Mussel_Blue_Sea"
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476,"Mussel_Blue_Sea"
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657,"Mussel_Blue_Sea"
"Market Value Model",0.0037853744945047,0.00211383773521065,0.997941110906549,0.999255636174233,"Mussel_Blue_Sea"
"Blue Economy Model",91101.3145598428,125566.472941519,0.991448837555771,0.986923871257652,"Mussel_Blue_Sea"
"Landings Model",47248.7001132396,742332.164275237,0.997302496690647,0.497756416289964,"Oysters"
"Consumption Model",0.0814975695527586,0.12751134923208,0.9968866151043,0.996629625303811,"Oysters"
"Exports Model",87935.5077275014,71084.3363130061,0.995834142546114,0.99618709877581,"Oysters"
"Landings Model",47248.7001132396,742332.164275237,0.997302496690647,0.497756416289964,"Oysters"
"Consumption Model",0.0814975695527586,0.12751134923208,0.9968866151043,0.996629625303811,"Oysters"
"Exports Model",87935.5077275014,71084.3363130061,0.995834142546114,0.99618709877581,"Oysters"
"Market Value Model",0.076043099735277,0.0271156881270983,0.988721189940622,0.998171550689679,"Oysters"
"Landings Model",47248.7001132396,742332.164275237,0.997302496690647,0.497756416289964,"Oysters"
"Consumption Model",0.0814975695527586,0.12751134923208,0.9968866151043,0.996629625303811,"Oysters"
"Exports Model",87935.5077275014,71084.3363130061,0.995834142546114,0.99618709877581,"Oysters"
"Market Value Model",0.076043099735277,0.0271156881270983,0.988721189940622,0.998171550689679,"Oysters"
"Landings Model",47248.7001132396,742332.164275237,0.997302496690647,0.497756416289964,"Oysters"
"Consumption Model",0.0814975695527586,0.12751134923208,0.9968866151043,0.996629625303811,"Oysters"
"Exports Model",87935.5077275014,71084.3363130061,0.995834142546114,0.99618709877581,"Oysters"
"Market Value Model",0.076043099735277,0.0271156881270983,0.988721189940622,0.998171550689679,"Oysters"
"Blue Economy Model",27365.8333027076,36792.6759447515,0.999878111154645,0.999745548247943,"Oysters"
"Landings Model",47248.7001132396,742332.164275237,0.997302496690647,0.497756416289964,"Oysters"
"Consumption Model",0.0814975695527586,0.12751134923208,0.9968866151043,0.996629625303811,"Oysters"
"Exports Model",87935.5077275014,71084.3363130061,0.995834142546114,0.99618709877581,"Oysters"
"Market Value Model",0.076043099735277,0.0271156881270983,0.988721189940622,0.998171550689679,"Oysters"
"Blue Economy Model",37197.8531601064,32794.1992109132,0.999767553738531,0.999812712976465,"Oysters"
"Landings Model",46113.1899409337,746012.860607518,0.997427313575179,0.49246822562867,"Oysters"
"Consumption Model",0.0971224208504548,0.0650865964943047,0.996058706438084,0.998780166325722,"Oysters"
"Exports Model",91629.9772101434,33179.8460689664,0.995042960469025,0.999444270509006,"Oysters"
"Market Value Model",0.0755854098481838,0.0270182223188026,0.988930661167903,0.997907850345367,"Oysters"
"Blue Economy Model",35466.4555553379,57382.4639794823,0.999787355773919,0.999588940364414,"Oysters"
"Landings Model",46113.1899409337,746012.860607518,0.997427313575179,0.49246822562867,"Oysters"
"Consumption Model",0.0971224208504548,0.0650865964943047,0.996058706438084,0.998780166325722,"Oysters"
"Exports Model",91629.9772101434,33179.8460689664,0.995042960469025,0.999444270509006,"Oysters"
"Market Value Model",0.0755854098481838,0.0270182223188026,0.988930661167903,0.997907850345367,"Oysters"
"Blue Economy Model",47747.4936459082,48428.6243542315,0.99960358503241,0.999712309277109,"Oysters"
"Landings Model",46113.1899409337,746012.860607518,0.997427313575179,0.49246822562867,"Oysters"
"Consumption Model",0.0971224208504548,0.0650865964943047,0.996058706438084,0.998780166325722,"Oysters"
"Exports Model",51411.145186032,96093.9903906045,0.998393454929318,0.994867899253783,"Oysters"
"Market Value Model",0.0531656758677758,0.0879579961416281,0.993602128451966,0.988685721478332,"Oysters"
"Blue Economy Model",32042.0630592442,62337.3121924572,0.999835011535983,0.999404354425729,"Oysters"
"Landings Model",46113.1899409337,746012.860607518,0.997427313575179,0.49246822562867,"Oysters"
"Consumption Model",0.0971224208504548,0.0650865964943047,0.996058706438084,0.998780166325722,"Oysters"
"Exports Model",51411.145186032,96093.9903906045,0.998393454929318,0.994867899253783,"Oysters"
"Market Value Model",0.054558835746796,0.10462266023553,0.993350626009439,0.98299615103139,"Oysters"
"Blue Economy Model",37013.2890088064,22309.4436342678,0.999753279088765,0.999929392487766,"Oysters"
"Landings Model",46113.1899409337,746012.860607518,0.997427313575179,0.49246822562867,"Oysters"
"Consumption Model",0.0971224208504548,0.0650865964943047,0.996058706438084,0.998780166325722,"Oysters"
"Exports Model",51411.145186032,96093.9903906045,0.998393454929318,0.994867899253783,"Oysters"
"Market Value Model",0.0516994894646445,0.112847449650772,0.993940002250202,0.980470675989898,"Oysters"
"Blue Economy Model",34761.4439631242,26245.309523661,0.999797915928089,0.99985964101757,"Oysters"
"Landings Model",46113.1899409337,746012.860607518,0.997427313575179,0.49246822562867,"Oysters"
"Consumption Model",0.0971224208504548,0.0650865964943047,0.996058706438084,0.998780166325722,"Oysters"
"Exports Model",51411.145186032,96093.9903906045,0.998393454929318,0.994867899253783,"Oysters"
"Market Value Model",0.0721627903389467,0.0879606301254478,0.988749222448397,0.993208707681143,"Oysters"
"Blue Economy Model",37641.7448166962,48462.2351094209,0.99976507699767,0.999653750007076,"Oysters"
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095,"Oysters"
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521,"Oysters"
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619,"Oysters"
"Market Value Model",0.0828865552877586,0.0280825249562627,0.987265667551201,0.998889220836335,"Oysters"
"Blue Economy Model",42014.2672366662,47573.4153264538,0.99970669725382,0.999590451955217,"Oysters"
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095,"Oysters"
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521,"Oysters"
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619,"Oysters"
"Market Value Model",0.0792135834264021,0.0161146149121608,0.987547411653676,0.999371160327561,"Oysters"
"Blue Economy Model",31627.0144236961,34257.6652027074,0.999825629467351,0.999818944150108,"Oysters"
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095,"Oysters"
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521,"Oysters"
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619,"Oysters"
"Market Value Model",0.0792135834264021,0.0161146149121608,0.987547411653676,0.999371160327561,"Oysters"
"Blue Economy Model",44635.24932201,53522.471426086,0.9996634071758,0.999571057667689,"Oysters"
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095,"Oysters"
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521,"Oysters"
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619,"Oysters"
"Market Value Model",0.0792135834264021,0.0161146149121608,0.987547411653676,0.999371160327561,"Oysters"
"Blue Economy Model",32641.6749375475,31095.9794866968,0.999822613557727,0.999861077162086,"Oysters"
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095,"Oysters"
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521,"Oysters"
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619,"Oysters"
"Market Value Model",0.0787301907854176,0.0173503461353408,0.987841174617977,0.999284140309874,"Oysters"
"Blue Economy Model",33145.5677262247,40276.806698243,0.999824485586636,0.999678055551546,"Oysters"
"Landings Model",198828.57883367,187714.840620398,0.957283810042958,0.957409497537095,"Oysters"
"Consumption Model",0.0926062503844626,0.0898471539903901,0.996927723451329,0.996119040434521,"Oysters"
"Exports Model",77420.3320647553,35639.7265274622,0.99626001547897,0.99928378651619,"Oysters"
"Market Value Model",0.0787301907854176,0.0173503461353408,0.987841174617977,0.999284140309874,"Oysters"
"Blue Economy Model",32469.0320249382,42812.1949512639,0.999833499179181,0.999613420088552,"Oysters"
"Landings Model",126943.300404273,90400.3491684473,0.944661858179267,0.933841046116949,"Periwinkles_Atlantic__Cockles_"
"Consumption Model",0.0783261801187427,0.0965599190881937,0.999200259271221,0.998054610790941,"Periwinkles_Atlantic__Cockles_"
"Exports Model",94810.4407330693,116271.22494162,0.997492252257425,0.995894342447127,"Periwinkles_Atlantic__Cockles_"
"Landings Model",126943.300404273,90400.3491684473,0.944661858179267,0.933841046116949,"Periwinkles_Atlantic__Cockles_"
"Consumption Model",0.0783261801187427,0.0965599190881937,0.999200259271221,0.998054610790941,"Periwinkles_Atlantic__Cockles_"
"Exports Model",94810.4407330693,116271.22494162,0.997492252257425,0.995894342447127,"Periwinkles_Atlantic__Cockles_"
"Market Value Model",0.0151534991571933,0.0323941302386743,0.9977911445795,0.990766773217438,"Periwinkles_Atlantic__Cockles_"
"Landings Model",126943.300404273,90400.3491684473,0.944661858179267,0.933841046116949,"Periwinkles_Atlantic__Cockles_"
"Consumption Model",0.0783261801187427,0.0965599190881937,0.999200259271221,0.998054610790941,"Periwinkles_Atlantic__Cockles_"
"Exports Model",94810.4407330693,116271.22494162,0.997492252257425,0.995894342447127,"Periwinkles_Atlantic__Cockles_"
"Market Value Model",0.0151534991571933,0.0323941302386743,0.9977911445795,0.990766773217438,"Periwinkles_Atlantic__Cockles_"
"Landings Model",126943.300404273,90400.3491684473,0.944661858179267,0.933841046116949,"Periwinkles_Atlantic__Cockles_"
"Consumption Model",0.0783261801187427,0.0965599190881937,0.999200259271221,0.998054610790941,"Periwinkles_Atlantic__Cockles_"
"Exports Model",94810.4407330693,116271.22494162,0.997492252257425,0.995894342447127,"Periwinkles_Atlantic__Cockles_"
"Market Value Model",0.0151534991571933,0.0323941302386743,0.9977911445795,0.990766773217438,"Periwinkles_Atlantic__Cockles_"
"Blue Economy Model",43252.8494806142,18056.8332149899,0.984169951558268,0.99732311168409,"Periwinkles_Atlantic__Cockles_"
"Landings Model",126943.300404273,90400.3491684473,0.944661858179267,0.933841046116949,"Periwinkles_Atlantic__Cockles_"
"Consumption Model",0.0783261801187427,0.0965599190881937,0.999200259271221,0.998054610790941,"Periwinkles_Atlantic__Cockles_"
"Exports Model",94810.4407330693,116271.22494162,0.997492252257425,0.995894342447127,"Periwinkles_Atlantic__Cockles_"
"Market Value Model",0.0151534991571933,0.0323941302386743,0.9977911445795,0.990766773217438,"Periwinkles_Atlantic__Cockles_"
"Blue Economy Model",39251.2130962555,14529.0291111948,0.986997793629921,0.998263536220207,"Periwinkles_Atlantic__Cockles_"
"Landings Model",125219.151836415,87719.6420310146,0.947944317244628,0.939520141249872,"Periwinkles_Atlantic__Cockles_"
"Consumption Model",0.0879367663424873,0.0611515567335718,0.998856173939883,0.9997021116275,"Periwinkles_Atlantic__Cockles_"
"Exports Model",105848.903332138,84626.0348126642,0.996793485572558,0.998095178964427,"Periwinkles_Atlantic__Cockles_"
"Market Value Model",0.0206987809107057,0.0126736064278031,0.996128823398593,0.998513405470789,"Periwinkles_Atlantic__Cockles_"
"Blue Economy Model",41088.1387376725,13510.3228954466,0.985857807625429,0.99847294364822,"Periwinkles_Atlantic__Cockles_"
