"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test","Species"
"Exports Model",98439.0580427012,152037.44308733,0.988529664431737,0.975080076311041,"Cucumber_Sea"
"Market Value Model",0.0290913193381669,0.00249666978752221,0.939707556714113,0.999512239148454,"Cucumber_Sea"
"Blue Economy Model",22275.7958836023,12261.7568056664,0.991776949623902,0.997758019888768,"Cucumber_Sea"
"Landings Model",515648.992839026,900386.776147974,0.979923999369835,0.945838016223754,"Cucumber_Sea"
"Consumption Model",0.104942373624726,0.0589414660246102,0.986951328868984,0.993909080084435,"Cucumber_Sea"
"Exports Model",98439.0580427012,152037.44308733,0.988529664431737,0.975080076311041,"Cucumber_Sea"
"Market Value Model",0.0290913193381669,0.00249666978752221,0.939707556714113,0.999512239148454,"Cucumber_Sea"
"Blue Economy Model",22652.4340312752,21610.3716294672,0.991430667617731,0.992823013018829,"Cucumber_Sea"
"Landings Model",515648.992839026,900386.776147974,0.979923999369835,0.945838016223754,"Cucumber_Sea"
"Consumption Model",0.104942373624726,0.0589414660246102,0.986951328868984,0.993909080084435,"Cucumber_Sea"
"Exports Model",75562.9461203411,63863.20391501,0.992908623723043,0.993676124586369,"Cucumber_Sea"
"Market Value Model",0.0261428888165894,0.0300558774112381,0.953631589682546,0.92918383315477,"Cucumber_Sea"
"Blue Economy Model",19924.9677100302,24695.1823373258,0.993363107349411,0.988707845714165,"Cucumber_Sea"
"Landings Model",515648.992839026,900386.776147974,0.979923999369835,0.945838016223754,"Cucumber_Sea"
"Consumption Model",0.104942373624726,0.0589414660246102,0.986951328868984,0.993909080084435,"Cucumber_Sea"
"Exports Model",75562.9461203411,63863.20391501,0.992908623723043,0.993676124586369,"Cucumber_Sea"
"Market Value Model",0.0269422524491533,0.0239051822320649,0.950827705946362,0.953948885162152,"Cucumber_Sea"
"Blue Economy Model",19641.9998370028,31257.2062068156,0.992725353036206,0.988875565983409,"Cucumber_Sea"
"Landings Model",515648.992839026,900386.776147974,0.979923999369835,0.945838016223754,"Cucumber_Sea"
"Consumption Model",0.104942373624726,0.0589414660246102,0.986951328868984,0.993909080084435,"Cucumber_Sea"
"Exports Model",75562.9461203411,63863.20391501,0.992908623723043,0.993676124586369,"Cucumber_Sea"
"Market Value Model",0.0258470458664112,0.0287719665145289,0.954776676877622,0.934753250049803,"Cucumber_Sea"
"Blue Economy Model",18377.532133362,34934.2773927754,0.994336785513772,0.980986934960645,"Cucumber_Sea"
"Landings Model",515648.992839026,900386.776147974,0.979923999369835,0.945838016223754,"Cucumber_Sea"
"Consumption Model",0.104942373624726,0.0589414660246102,0.986951328868984,0.993909080084435,"Cucumber_Sea"
"Exports Model",75562.9461203411,63863.20391501,0.992908623723043,0.993676124586369,"Cucumber_Sea"
"Market Value Model",0.0270183664585324,0.0226533822777017,0.950799439413373,0.959057876677748,"Cucumber_Sea"
"Blue Economy Model",22922.5788031036,32399.1759975692,0.990552901947004,0.987604639131775,"Cucumber_Sea"
"Landings Model",582334.188785883,983343.587645846,0.974065967432269,0.928318491961365,"Cucumber_Sea"
"Consumption Model",0.0876993980411056,0.123320667262506,0.992877191211332,0.979229005785476,"Cucumber_Sea"
"Exports Model",89160.4645159972,61201.9709713892,0.99024058527956,0.994941694713343,"Cucumber_Sea"
"Market Value Model",0.0306730520939373,0.0156641428404822,0.938078099573927,0.98011035616567,"Cucumber_Sea"
"Blue Economy Model",26219.8267917885,12845.00246554,0.989524989253454,0.996086838336114,"Cucumber_Sea"
"Landings Model",582334.188785883,983343.587645846,0.974065967432269,0.928318491961365,"Cucumber_Sea"
"Consumption Model",0.0876993980411056,0.123320667262506,0.992877191211332,0.979229005785476,"Cucumber_Sea"
"Exports Model",89160.4645159972,61201.9709713892,0.99024058527956,0.994941694713343,"Cucumber_Sea"
"Market Value Model",0.028838697674896,0.0211189927770137,0.945232764670075,0.963939426616235,"Cucumber_Sea"
"Blue Economy Model",21636.5643220903,29703.1495722827,0.991722060629677,0.985876968839025,"Cucumber_Sea"
"Landings Model",582334.188785883,983343.587645846,0.974065967432269,0.928318491961365,"Cucumber_Sea"
"Consumption Model",0.0876993980411056,0.123320667262506,0.992877191211332,0.979229005785476,"Cucumber_Sea"
"Exports Model",89160.4645159972,61201.9709713892,0.99024058527956,0.994941694713343,"Cucumber_Sea"
"Market Value Model",0.028838697674896,0.0211189927770137,0.945232764670075,0.963939426616235,"Cucumber_Sea"
"Blue Economy Model",21396.494855407,26359.2462596783,0.992476359268733,0.989442848792123,"Cucumber_Sea"
"Landings Model",582334.188785883,983343.587645846,0.974065967432269,0.928318491961365,"Cucumber_Sea"
"Consumption Model",0.0876993980411056,0.123320667262506,0.992877191211332,0.979229005785476,"Cucumber_Sea"
"Exports Model",89160.4645159972,61201.9709713892,0.99024058527956,0.994941694713343,"Cucumber_Sea"
"Market Value Model",0.028838697674896,0.0211189927770137,0.945232764670075,0.963939426616235,"Cucumber_Sea"
"Blue Economy Model",20165.0923886345,24604.0331813153,0.993091780486949,0.990316929921008,"Cucumber_Sea"
"Landings Model",582334.188785883,983343.587645846,0.974065967432269,0.928318491961365,"Cucumber_Sea"
"Consumption Model",0.0876993980411056,0.123320667262506,0.992877191211332,0.979229005785476,"Cucumber_Sea"
"Exports Model",89160.4645159972,61201.9709713892,0.99024058527956,0.994941694713343,"Cucumber_Sea"
"Market Value Model",0.0286504947357263,0.0225776943510127,0.946066762222772,0.959377052021972,"Cucumber_Sea"
"Blue Economy Model",23574.8863655539,29171.5920177443,0.992579650774242,0.982983347061096,"Cucumber_Sea"
"Landings Model",582334.188785883,983343.587645846,0.974065967432269,0.928318491961365,"Cucumber_Sea"
"Consumption Model",0.0876993980411056,0.123320667262506,0.992877191211332,0.979229005785476,"Cucumber_Sea"
"Exports Model",89160.4645159972,61201.9709713892,0.99024058527956,0.994941694713343,"Cucumber_Sea"
"Market Value Model",0.0286504947357263,0.0225776943510127,0.946066762222772,0.959377052021972,"Cucumber_Sea"
"Blue Economy Model",26077.0497342883,28455.4888538973,0.991375216469977,0.983221271026214,"Cucumber_Sea"
"Landings Model",116114.399686736,254625.070449705,0.961747563231636,0.792182769711409,"Cusk"
"Consumption Model",0.108045633766915,0.0627623084561418,0.998595728503955,0.999512338172776,"Cusk"
"Exports Model",96414.1256823769,110698.608754045,0.997625859394065,0.996201967528108,"Cusk"
"Landings Model",116114.399686736,254625.070449705,0.961747563231636,0.792182769711409,"Cusk"
"Consumption Model",0.108045633766915,0.0627623084561418,0.998595728503955,0.999512338172776,"Cusk"
"Exports Model",96414.1256823769,110698.608754045,0.997625859394065,0.996201967528108,"Cusk"
"Market Value Model",0.0111581498947105,0.0153313189585555,0.998998818934329,0.99683258744986,"Cusk"
"Landings Model",116114.399686736,254625.070449705,0.961747563231636,0.792182769711409,"Cusk"
"Consumption Model",0.108045633766915,0.0627623084561418,0.998595728503955,0.999512338172776,"Cusk"
"Exports Model",96414.1256823769,110698.608754045,0.997625859394065,0.996201967528108,"Cusk"
"Market Value Model",0.0111581498947105,0.0153313189585555,0.998998818934329,0.99683258744986,"Cusk"
"Landings Model",116114.399686736,254625.070449705,0.961747563231636,0.792182769711409,"Cusk"
"Consumption Model",0.108045633766915,0.0627623084561418,0.998595728503955,0.999512338172776,"Cusk"
"Exports Model",96414.1256823769,110698.608754045,0.997625859394065,0.996201967528108,"Cusk"
"Market Value Model",0.0111581498947105,0.0153313189585555,0.998998818934329,0.99683258744986,"Cusk"
"Blue Economy Model",32576.1151527979,7130.87449008789,0.980677388783215,0.992660538524919,"Cusk"
"Landings Model",116114.399686736,254625.070449705,0.961747563231636,0.792182769711409,"Cusk"
"Consumption Model",0.108045633766915,0.0627623084561418,0.998595728503955,0.999512338172776,"Cusk"
"Exports Model",96414.1256823769,110698.608754045,0.997625859394065,0.996201967528108,"Cusk"
"Market Value Model",0.0111581498947105,0.0153313189585555,0.998998818934329,0.99683258744986,"Cusk"
"Blue Economy Model",28476.8595056848,2759.99679700818,0.986606207951734,0.999485624565533,"Cusk"
"Landings Model",116553.560909424,252559.235898148,0.960556177626641,0.796575136486829,"Cusk"
"Consumption Model",0.0947975548302049,0.125908989053025,0.998880372887938,0.998291821080231,"Cusk"
"Exports Model",98297.5622931194,104679.162736033,0.997404363374645,0.997408910960308,"Cusk"
"Market Value Model",0.012693496042134,0.00672134661354951,0.998520143917182,0.999703078930669,"Cusk"
"Blue Economy Model",28479.4987444967,23279.3106061401,0.986119201330913,0.986154517716448,"Cusk"
"Landings Model",116553.560909424,252559.235898148,0.960556177626641,0.796575136486829,"Cusk"
"Consumption Model",0.0947975548302049,0.125908989053025,0.998880372887938,0.998291821080231,"Cusk"
"Exports Model",98297.5622931194,104679.162736033,0.997404363374645,0.997408910960308,"Cusk"
"Market Value Model",0.012693496042134,0.00672134661354951,0.998520143917182,0.999703078930669,"Cusk"
"Blue Economy Model",28071.0128017714,17153.2753549225,0.987244474022991,0.99372588625,"Cusk"
"Landings Model",116553.560909424,252559.235898148,0.960556177626641,0.796575136486829,"Cusk"
"Consumption Model",0.0947975548302049,0.125908989053025,0.998880372887938,0.998291821080231,"Cusk"
"Exports Model",60905.737128188,67509.5843122254,0.998984938391321,0.999031928199293,"Cusk"
"Market Value Model",0.0111851053383518,0.00678713733370891,0.998822189062821,0.999653272538555,"Cusk"
"Blue Economy Model",29051.6940978958,7272.42243800635,0.986909213756541,0.997708845829848,"Cusk"
"Landings Model",116553.560909424,252559.235898148,0.960556177626641,0.796575136486829,"Cusk"
"Consumption Model",0.0947975548302049,0.125908989053025,0.998880372887938,0.998291821080231,"Cusk"
"Landings Model",116553.560909424,252559.235898148,0.960556177626641,0.796575136486829,"Cusk"
"Consumption Model",0.0947975548302049,0.125908989053025,0.998880372887938,0.998291821080231,"Cusk"
"Exports Model",60905.737128188,67509.5843122254,0.998984938391321,0.999031928199293,"Cusk"
"Market Value Model",0.012086741654685,0.00511296554160166,0.998633215788054,0.999803431066789,"Cusk"
"Blue Economy Model",24817.5590114565,29804.5993051008,0.987801079434657,0.992444033301437,"Cusk"
"Landings Model",116553.560909424,252559.235898148,0.960556177626641,0.796575136486829,"Cusk"
"Consumption Model",0.0947975548302049,0.125908989053025,0.998880372887938,0.998291821080231,"Cusk"
"Exports Model",60905.737128188,67509.5843122254,0.998984938391321,0.999031928199293,"Cusk"
"Market Value Model",0.0122938137387019,0.00647432442705814,0.998601776245871,0.999678577637076,"Cusk"
"Blue Economy Model",28682.5437561109,8376.33107355128,0.988337392141034,0.997702704771095,"Cusk"
"Landings Model",116553.560909424,252559.235898148,0.960556177626641,0.796575136486829,"Cusk"
"Consumption Model",0.0947975548302049,0.125908989053025,0.998880372887938,0.998291821080231,"Cusk"
"Exports Model",60905.737128188,67509.5843122254,0.998984938391321,0.999031928199293,"Cusk"
"Market Value Model",0.02107734754037,0.0081600087346427,0.996236631285851,0.999501360825674,"Cusk"
"Blue Economy Model",21768.2136154058,52165.5640282026,0.985685506276469,0.98944834117234,"Cusk"
"Landings Model",124901.148607051,258839.143255817,0.953266314272525,0.839083254967102,"Cusk"
"Consumption Model",0.101150985035853,0.110609646905905,0.998704422467531,0.998673416037705,"Cusk"
"Exports Model",52260.9504869736,108383.907811279,0.99927719828892,0.99693366435139,"Cusk"
"Market Value Model",0.0136208533695247,0.00750460456777243,0.998366230848665,0.999494028231502,"Cusk"
"Blue Economy Model",34914.5582633193,10973.1881345946,0.980417926946691,0.997918326765328,"Cusk"
"Landings Model",124901.148607051,258839.143255817,0.953266314272525,0.839083254967102,"Cusk"
"Consumption Model",0.101150985035853,0.110609646905905,0.998704422467531,0.998673416037705,"Cusk"
"Exports Model",52260.9504869736,108383.907811279,0.99927719828892,0.99693366435139,"Cusk"
"Market Value Model",0.0219655097458563,0.0131497746337748,0.996096713890688,0.998897815836751,"Cusk"
"Blue Economy Model",34556.9573566197,10829.497894967,0.984353844620052,0.995792970471718,"Cusk"
"Landings Model",124901.148607051,258839.143255817,0.953266314272525,0.839083254967102,"Cusk"
"Consumption Model",0.101150985035853,0.110609646905905,0.998704422467531,0.998673416037705,"Cusk"
"Exports Model",52260.9504869736,108383.907811279,0.99927719828892,0.99693366435139,"Cusk"
"Market Value Model",0.0124247641292513,0.0079712369322748,0.99864544755796,0.99942532968752,"Cusk"
"Blue Economy Model",28221.8867353843,39230.4176126054,0.979808744705658,0.990525530324606,"Cusk"
"Landings Model",124901.148607051,258839.143255817,0.953266314272525,0.839083254967102,"Cusk"
"Consumption Model",0.101150985035853,0.110609646905905,0.998704422467531,0.998673416037705,"Cusk"
"Exports Model",52260.9504869736,108383.907811279,0.99927719828892,0.99693366435139,"Cusk"
"Market Value Model",0.0124247641292513,0.0079712369322748,0.99864544755796,0.99942532968752,"Cusk"
"Blue Economy Model",27860.6504646839,40936.3508944357,0.981926563358896,0.990143566956642,"Cusk"
"Landings Model",124901.148607051,258839.143255817,0.953266314272525,0.839083254967102,"Cusk"
"Consumption Model",0.101150985035853,0.110609646905905,0.998704422467531,0.998673416037705,"Cusk"
"Exports Model",52260.9504869736,108383.907811279,0.99927719828892,0.99693366435139,"Cusk"
"Market Value Model",0.0124247641292513,0.0079712369322748,0.99864544755796,0.99942532968752,"Cusk"
"Blue Economy Model",24199.3867523978,36002.34040253,0.987443649765415,0.992136846224678,"Cusk"
"Landings Model",124901.148607051,258839.143255817,0.953266314272525,0.839083254967102,"Cusk"
"Consumption Model",0.101150985035853,0.110609646905905,0.998704422467531,0.998673416037705,"Cusk"
"Exports Model",52260.9504869736,108383.907811279,0.99927719828892,0.99693366435139,"Cusk"
"Market Value Model",0.0143432550263464,0.00661655163633988,0.998230026713775,0.999630113082226,"Cusk"
"Blue Economy Model",27573.3750266752,43356.4446943501,0.986463663416699,0.974320769907354,"Cusk"
"Landings Model",124901.148607051,258839.143255817,0.953266314272525,0.839083254967102,"Cusk"
"Consumption Model",0.101150985035853,0.110609646905905,0.998704422467531,0.998673416037705,"Cusk"
"Exports Model",52260.9504869736,108383.907811279,0.99927719828892,0.99693366435139,"Cusk"
"Market Value Model",0.0143432550263464,0.00661655163633988,0.998230026713775,0.999630113082226,"Cusk"
"Blue Economy Model",27573.3750266752,43356.4446943501,0.986463663416699,0.974320769907354,"Cusk"
"Landings Model",124901.148607051,258839.143255817,0.953266314272525,0.839083254967102,"Cusk"
"Consumption Model",0.101150985035853,0.110609646905905,0.998704422467531,0.998673416037705,"Cusk"
"Exports Model",52260.9504869736,108383.907811279,0.99927719828892,0.99693366435139,"Cusk"
"Market Value Model",0.0143432550263464,0.00661655163633988,0.998230026713775,0.999630113082226,"Cusk"
"Blue Economy Model",32207.5692455875,50316.9679766465,0.981527691849804,0.964535880113326,"Cusk"
"Landings Model",253.72101610783,2671.01666894545,0.997550183958415,0.698491100094158,"Elver"
"Consumption Model",0.080316509455624,0.000719470567118236,0.991842008598632,0.999999163636637,"Elver"
"Exports Model",92126.2816111032,191719.939108627,0.988812289560368,0.969497007360724,"Elver"
"Landings Model",253.72101610783,2671.01666894545,0.997550183958415,0.698491100094158,"Elver"
"Consumption Model",0.080316509455624,0.000719470567118236,0.991842008598632,0.999999163636637,"Elver"
"Exports Model",92126.2816111032,191719.939108627,0.988812289560368,0.969497007360724,"Elver"
"Market Value Model",43.1432394665476,23.9021646851552,0.997526691973479,0.999195428756277,"Elver"
"Landings Model",253.72101610783,2671.01666894545,0.997550183958415,0.698491100094158,"Elver"
"Consumption Model",0.080316509455624,0.000719470567118236,0.991842008598632,0.999999163636637,"Elver"
"Exports Model",92126.2816111032,191719.939108627,0.988812289560368,0.969497007360724,"Elver"
"Market Value Model",43.1432394665476,23.9021646851552,0.997526691973479,0.999195428756277,"Elver"
"Landings Model",253.72101610783,2671.01666894545,0.997550183958415,0.698491100094158,"Elver"
"Consumption Model",0.080316509455624,0.000719470567118236,0.991842008598632,0.999999163636637,"Elver"
"Exports Model",92126.2816111032,191719.939108627,0.988812289560368,0.969497007360724,"Elver"
"Market Value Model",43.1432394665476,23.9021646851552,0.997526691973479,0.999195428756277,"Elver"
"Blue Economy Model",427982.468030725,33904.952466423,0.998715347788075,0.999992213855806,"Elver"
"Landings Model",215.861705481877,2631.85531868825,0.998234142798918,0.704755310730834,"Elver"
"Consumption Model",0.0771564762669193,0.0497047925134774,0.992756532871906,0.995635305862738,"Elver"
"Exports Model",100122.210032453,152618.8512306,0.989216718145743,0.961262970849315,"Elver"
"Market Value Model",38.411247599111,45.3606072998532,0.997983263698801,0.997440010950968,"Elver"
"Blue Economy Model",513024.901601225,184767.98569941,0.998196823787563,0.999769445008453,"Elver"
"Landings Model",215.861705481877,2631.85531868825,0.998234142798918,0.704755310730834,"Elver"
"Consumption Model",0.0771564762669193,0.0497047925134774,0.992756532871906,0.995635305862738,"Elver"
"Exports Model",100122.210032453,152618.8512306,0.989216718145743,0.961262970849315,"Elver"
"Market Value Model",38.411247599111,45.3606072998532,0.997983263698801,0.997440010950968,"Elver"
"Blue Economy Model",531600.34128357,98394.8599644566,0.99804370704405,0.999933797753285,"Elver"
"Landings Model",215.861705481877,2631.85531868825,0.998234142798918,0.704755310730834,"Elver"
"Consumption Model",0.0771564762669193,0.0497047925134774,0.992756532871906,0.995635305862738,"Elver"
"Exports Model",54410.7484878725,48445.503283221,0.995972473107564,0.99753469722524,"Elver"
"Market Value Model",11.4722665300676,8.83229572694616,0.999820211075001,0.999897150561295,"Elver"
"Blue Economy Model",216624.756722792,794544.259036277,0.999667980553391,0.996517150641789,"Elver"
"Landings Model",215.861705481877,2631.85531868825,0.998234142798918,0.704755310730834,"Elver"
"Consumption Model",0.0771564762669193,0.0497047925134774,0.992756532871906,0.995635305862738,"Elver"
"Exports Model",54410.7484878725,48445.503283221,0.995972473107564,0.99753469722524,"Elver"
"Market Value Model",17.3126292923033,13.9405919660329,0.999596355368458,0.999743458222529,"Elver"
"Blue Economy Model",303794.00802361,25950.9050224943,0.99937170153027,0.999994527891322,"Elver"
"Landings Model",215.861705481877,2631.85531868825,0.998234142798918,0.704755310730834,"Elver"
"Consumption Model",0.0771564762669193,0.0497047925134774,0.992756532871906,0.995635305862738,"Elver"
"Exports Model",54410.7484878725,48445.503283221,0.995972473107564,0.99753469722524,"Elver"
"Market Value Model",22.0495133694076,17.0120694398295,0.999341128682216,0.999615598804451,"Elver"
"Blue Economy Model",274309.459288733,231833.50827018,0.999429842566448,0.999718765454791,"Elver"
"Landings Model",215.861705481877,2631.85531868825,0.998234142798918,0.704755310730834,"Elver"
"Consumption Model",0.0771564762669193,0.0497047925134774,0.992756532871906,0.995635305862738,"Elver"
"Exports Model",54410.7484878725,48445.503283221,0.995972473107564,0.99753469722524,"Elver"
"Market Value Model",34.4880176465842,30.0937060931958,0.99842766735911,0.998798107267853,"Elver"
"Blue Economy Model",365147.627594288,110884.298232416,0.999084720024862,0.999913363415243,"Elver"
"Landings Model",363.993168195433,1640.89476151314,0.994858011914414,0.894974323862642,"Elver"
"Consumption Model",0.0867479256736298,0.0307210283099438,0.989649825943222,0.99875285469028,"Elver"
"Exports Model",53481.7168596774,91658.9706355217,0.995928064755162,0.992318337690037,"Elver"
"Market Value Model",42.5771469582363,24.4395357448097,0.997623235906548,0.9991652067098,"Elver"
"Blue Economy Model",434967.712784079,410146.012438385,0.998811663803188,0.99843815905672,"Elver"
"Landings Model",363.993168195433,1640.89476151314,0.994858011914414,0.894974323862642,"Elver"
"Consumption Model",0.0867479256736298,0.0307210283099438,0.989649825943222,0.99875285469028,"Elver"
"Exports Model",53481.7168596774,91658.9706355217,0.995928064755162,0.992318337690037,"Elver"
"Market Value Model",21.8266720344004,14.3601454566586,0.999366681571678,0.999711843165701,"Elver"
"Blue Economy Model",185845.325403594,350882.022580588,0.999774659612823,0.999082436250442,"Elver"
"Landings Model",363.993168195433,1640.89476151314,0.994858011914414,0.894974323862642,"Elver"
"Consumption Model",0.0867479256736298,0.0307210283099438,0.989649825943222,0.99875285469028,"Elver"
"Exports Model",53481.7168596774,91658.9706355217,0.995928064755162,0.992318337690037,"Elver"
"Market Value Model",21.8266720344004,14.3601454566586,0.999366681571678,0.999711843165701,"Elver"
"Blue Economy Model",385332.088813912,372584.746986085,0.998992175372817,0.998968893999478,"Elver"
"Landings Model",363.993168195433,1640.89476151314,0.994858011914414,0.894974323862642,"Elver"
"Consumption Model",0.0867479256736298,0.0307210283099438,0.989649825943222,0.99875285469028,"Elver"
"Exports Model",53481.7168596774,91658.9706355217,0.995928064755162,0.992318337690037,"Elver"
"Market Value Model",21.8266720344004,14.3601454566586,0.999366681571678,0.999711843165701,"Elver"
"Blue Economy Model",253925.668031401,402888.789486335,0.999556876497143,0.998794854595252,"Elver"
"Landings Model",363.993168195433,1640.89476151314,0.994858011914414,0.894974323862642,"Elver"
"Consumption Model",0.0867479256736298,0.0307210283099438,0.989649825943222,0.99875285469028,"Elver"
"Exports Model",53481.7168596774,91658.9706355217,0.995928064755162,0.992318337690037,"Elver"
"Market Value Model",24.8609892913293,20.0687922226408,0.999191294232674,0.999432458109626,"Elver"
"Blue Economy Model",347177.793722405,127052.300952588,0.999136725839259,0.999898750840406,"Elver"
"Landings Model",363.993168195433,1640.89476151314,0.994858011914414,0.894974323862642,"Elver"
"Consumption Model",0.0867479256736298,0.0307210283099438,0.989649825943222,0.99875285469028,"Elver"
"Exports Model",53481.7168596774,91658.9706355217,0.995928064755162,0.992318337690037,"Elver"
"Market Value Model",24.8609892913293,20.0687922226408,0.999191294232674,0.999432458109626,"Elver"
"Blue Economy Model",262070.124260036,15203.7963389049,0.999504599588228,0.999998588233988,"Elver"
"Landings Model",301883.955099218,347671.531132007,0.961242372399392,0.817898746193285,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.098469772791791,0.1147694044488,0.998669451050838,0.998177571004985,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",89263.0537714504,21375.5334112087,0.997792593693113,0.999884587124804,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",301883.955099218,347671.531132007,0.961242372399392,0.817898746193285,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.098469772791791,0.1147694044488,0.998669451050838,0.998177571004985,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",89263.0537714504,21375.5334112087,0.997792593693113,0.999884587124804,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0298798288546121,0.00618088952922887,0.998637971280909,0.999952274644183,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",301883.955099218,347671.531132007,0.961242372399392,0.817898746193285,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.098469772791791,0.1147694044488,0.998669451050838,0.998177571004985,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",89263.0537714504,21375.5334112087,0.997792593693113,0.999884587124804,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0298798288546121,0.00618088952922887,0.998637971280909,0.999952274644183,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",301883.955099218,347671.531132007,0.961242372399392,0.817898746193285,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.098469772791791,0.1147694044488,0.998669451050838,0.998177571004985,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",89263.0537714504,21375.5334112087,0.997792593693113,0.999884587124804,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0298798288546121,0.00618088952922887,0.998637971280909,0.999952274644183,"Flounder_Atlantic_Witch__Gray_Sole_"
"Blue Economy Model",127930.030636071,112433.289814896,0.992947605686582,0.993982246773052,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",301883.955099218,347671.531132007,0.961242372399392,0.817898746193285,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.098469772791791,0.1147694044488,0.998669451050838,0.998177571004985,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",89263.0537714504,21375.5334112087,0.997792593693113,0.999884587124804,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0298798288546121,0.00618088952922887,0.998637971280909,0.999952274644183,"Flounder_Atlantic_Witch__Gray_Sole_"
"Blue Economy Model",126829.813069367,96863.3737718585,0.992898087382929,0.996136593712003,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",294852.466473294,332938.254798011,0.961811742231554,0.830049368038664,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.102169252701118,0.113218432148323,0.998577083485812,0.998219114748303,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",67997.4222712803,119347.035319897,0.998766157374615,0.995675075664594,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0262019780943317,0.0289489822729174,0.999002936027147,0.9987698004615,"Flounder_Atlantic_Witch__Gray_Sole_"
"Blue Economy Model",132701.634252395,98460.1584526617,0.992285020100392,0.995854000880093,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",294852.466473294,332938.254798011,0.961811742231554,0.830049368038664,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.102169252701118,0.113218432148323,0.998577083485812,0.998219114748303,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",67997.4222712803,119347.035319897,0.998766157374615,0.995675075664594,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0262019780943317,0.0289489822729174,0.999002936027147,0.9987698004615,"Flounder_Atlantic_Witch__Gray_Sole_"
"Blue Economy Model",173484.526785307,120307.265405404,0.985942209921635,0.9931667678959,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",294852.466473294,332938.254798011,0.961811742231554,0.830049368038664,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.102169252701118,0.113218432148323,0.998577083485812,0.998219114748303,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",50183.1116737071,66333.9308864985,0.999311525534191,0.998625706847241,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0242677960768731,0.0166955844580715,0.999113863555516,0.999619286509178,"Flounder_Atlantic_Witch__Gray_Sole_"
"Blue Economy Model",154933.790692912,141067.901282445,0.988487514497656,0.990968983457971,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",294852.466473294,332938.254798011,0.961811742231554,0.830049368038664,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.102169252701118,0.113218432148323,0.998577083485812,0.998219114748303,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",50183.1116737071,66333.9308864985,0.999311525534191,0.998625706847241,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0259668917465771,0.0173028425151516,0.998992276260381,0.999588514073231,"Flounder_Atlantic_Witch__Gray_Sole_"
"Blue Economy Model",157345.560644257,72397.6356998787,0.988949028839374,0.996407980881447,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",294852.466473294,332938.254798011,0.961811742231554,0.830049368038664,"Flounder_Atlantic_Witch__Gray_Sole_"
"Consumption Model",0.102169252701118,0.113218432148323,0.998577083485812,0.998219114748303,"Flounder_Atlantic_Witch__Gray_Sole_"
"Exports Model",50183.1116737071,66333.9308864985,0.999311525534191,0.998625706847241,"Flounder_Atlantic_Witch__Gray_Sole_"
"Market Value Model",0.0251257540275018,0.0206065323623738,0.99907264514594,0.999402625075236,"Flounder_Atlantic_Witch__Gray_Sole_"
"Blue Economy Model",158205.870614791,91082.1855631842,0.989104587496142,0.994345256449242,"Flounder_Atlantic_Witch__Gray_Sole_"
"Landings Model",294852.466473294,332938.254798011,0.961811742231554,0.830049368038664,"Flounder_Atlantic_Witch__Gray_Sole_"
