"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test"
"Landings Model",38392.864281931,100219.24579758,0.96667084713303,0.69550424240171
"Consumption Model",0.0950670756660067,0.0686492033989521,0.998753874352541,0.99932603574301
"Exports Model",68064.135181131,64760.7893941364,0.998687393868336,0.998817240331979
"Market Value Model",0.042811721195379,0.0467443719374307,0.999649149528563,0.999628095140307
"Blue Economy Model",39731.7924403792,54461.4143148473,0.994458957188253,0.988082882427869
"Landings Model",38392.864281931,100219.24579758,0.96667084713303,0.69550424240171
"Consumption Model",0.0950670756660067,0.0686492033989521,0.998753874352541,0.99932603574301
"Exports Model",68064.135181131,64760.7893941364,0.998687393868336,0.998817240331979
"Market Value Model",0.103110597542589,0.0736405716042091,0.998211749667031,0.999326492635228
"Blue Economy Model",37733.748824643,58182.0373842034,0.994167024602175,0.990464392148139
"Landings Model",38392.864281931,100219.24579758,0.96667084713303,0.69550424240171
"Consumption Model",0.0950670756660067,0.0686492033989521,0.998753874352541,0.99932603574301
"Exports Model",68064.135181131,64760.7893941364,0.998687393868336,0.998817240331979
"Market Value Model",0.0345015040345267,0.024635322601023,0.999772800546524,0.999909267396625
"Blue Economy Model",54354.7198227395,29189.3455100802,0.990187493899179,0.996134810216891
"Landings Model",38392.864281931,100219.24579758,0.96667084713303,0.69550424240171
"Consumption Model",0.0950670756660067,0.0686492033989521,0.998753874352541,0.99932603574301
"Exports Model",68064.135181131,64760.7893941364,0.998687393868336,0.998817240331979
"Market Value Model",0.0345015040345267,0.024635322601023,0.999772800546524,0.999909267396625
"Blue Economy Model",55852.1332162701,27483.6337289276,0.989807724729472,0.996585686404156
"Landings Model",38392.864281931,100219.24579758,0.96667084713303,0.69550424240171
"Consumption Model",0.0950670756660067,0.0686492033989521,0.998753874352541,0.99932603574301
"Exports Model",68064.135181131,64760.7893941364,0.998687393868336,0.998817240331979
"Market Value Model",0.0345015040345267,0.024635322601023,0.999772800546524,0.999909267396625
"Blue Economy Model",53471.8178723075,26045.6841163045,0.990534737520912,0.996962580977718
"Landings Model",38392.864281931,100219.24579758,0.96667084713303,0.69550424240171
"Consumption Model",0.0950670756660067,0.0686492033989521,0.998753874352541,0.99932603574301
"Exports Model",68064.135181131,64760.7893941364,0.998687393868336,0.998817240331979
"Market Value Model",0.0398263615980405,0.0233377694898745,0.999700376012058,0.999922948032113
"Blue Economy Model",60108.4808233524,25334.4563243584,0.987483167018345,0.997531248846608
"Landings Model",38392.864281931,100219.24579758,0.96667084713303,0.69550424240171
"Consumption Model",0.0950670756660067,0.0686492033989521,0.998753874352541,0.99932603574301
"Exports Model",68064.135181131,64760.7893941364,0.998687393868336,0.998817240331979
"Market Value Model",0.0398263615980405,0.0233377694898745,0.999700376012058,0.999922948032113
"Blue Economy Model",60108.4808233524,25334.4563243584,0.987483167018345,0.997531248846608
"Landings Model",38392.864281931,100219.24579758,0.96667084713303,0.69550424240171
"Consumption Model",0.0950670756660067,0.0686492033989521,0.998753874352541,0.99932603574301
"Exports Model",68064.135181131,64760.7893941364,0.998687393868336,0.998817240331979
"Market Value Model",0.0398263615980405,0.0233377694898745,0.999700376012058,0.999922948032113
"Blue Economy Model",61435.9669429245,31496.9890870199,0.987119586694324,0.996153263800756
