"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"2001/12/01","00:00","NaN","11.447","10.955","5.741","5.735","0.515","0.01","NaN","13"
"2002/01/01","00:00","NaN","11.512","10.965","5.64","5.65","0.335","-0.036","NaN","13"
"2002/02/01","00:00","13.825","11.549","11.033","5.778","5.787","0.541","0.236","-1.421","0"
"2002/03/01","00:00","12.972","11.207","10.817","5.381","5.381","-0.056","-0.364","-2.064","0"
"2002/04/01","00:00","13.471","11.289","10.869","5.584","5.577","0.285","-0.154","-2.234","0"
"2002/05/01","00:00","12.986","11.362","10.906","5.663","5.648","0.39","-0.066","-2.044","0"
"2002/06/01","00:00","12.438","11.339","10.863","5.676","5.681","0.499","0.03","-1.25","0"
"2002/07/01","00:00","12.385","11.388","10.925","5.771","5.776","0.627","0.223","-0.991","0"
"2002/08/01","00:00","12.562","11.257","10.781","5.712","5.709","0.636","0.318","-1.335","0"
"2002/09/01","00:00","13.33","11.345","10.928","5.781","5.773","0.617","0.292","-1.617","0"
"2002/10/01","00:00","13.153","11.312","10.869","5.715","5.72","0.571","0.236","-1.906","0"
"2002/11/01","00:00","14.249","11.398","10.961","5.689","5.696","0.43","0","-1.742","0"
"2002/12/01","00:00","12.992","11.578","11.086","5.748","5.763","0.44","0.092","-2.385","0"
"2003/01/01","00:00","14.131","11.572","11.001","5.682","5.687","0.374","-0.02","-1.778","0"
"2003/02/01","00:00","12.93","11.063","10.561","5.328","5.331","0.102","-0.203","-1.555","0"
"2003/03/01","00:00","13.048","11.286","10.919","5.627","5.61","0.302","-0.033","-1.844","0"
"2003/04/01","00:00","12.841","11.23","10.892","5.62","5.632","0.371","0.036","-2.021","0"
"2003/05/01","00:00","12.927","11.335","10.922","5.738","5.748","0.574","0.115","-2.021","0"
"2003/06/01","00:00","13.343","11.48","10.988","5.853","5.845","0.702","0.207","-1.663","0"
"2003/07/01","00:00","13.038","11.47","10.965","5.814","5.796","0.627","0.174","-1.345","0"
"2003/08/01","00:00","12.49","11.47","11.033","5.784","5.776","0.518","0.187","-0.902","0"
"2003/09/01","00:00","13.297","11.398","11.027","5.725","5.717","0.407","0.062","-1.04","0"
"2003/10/01","00:00","13.159","11.365","10.994","5.761","5.74","0.486","0.036","-1.86","0"
"2003/11/01","00:00","13.72","11.362","10.915","5.709","5.699","0.482","-0.062","-2.123","0"
"2003/12/01","00:00","13.816","11.486","10.997","5.735","5.735","0.472","0","-2.306","0"
"2004/01/01","00:00","13.389","11.296","10.702","5.587","5.592","0.482","0.115","-1.457","0"
"2004/02/01","00:00","13.376","11.142","10.673","5.446","5.454","0.236","-0.095","-1.591","0"
"2004/03/01","00:00","12.5","11.053","10.614","5.492","5.495","0.377","0.036","-1.24","0"
"2004/04/01","00:00","13.009","11.155","10.774","5.554","5.571","0.367","-0.075","-1.348","0"
"2004/05/01","00:00","13.245","11.243","10.837","5.633","5.635","0.433","-0.016","-1.959","0"
"2004/06/01","00:00","13.415","11.539","11.037","5.781","5.776","0.515","-0.003","-2.162","0"
"2004/07/01","00:00","13.337","11.575","11.027","5.722","5.723","0.42","-0.062","-1.759","0"
"2004/08/01","00:00","13.199","11.509","11.02","5.738","5.725","0.43","0.059","-1.604","0"
"2004/09/01","00:00","12.32","11.224","10.86","5.692","5.687","0.515","0.213","-0.912","0"
"2004/10/01","00:00","13.054","11.394","11.03","5.922","5.915","0.801","0.413","-0.6","0"
"2004/11/01","00:00","12.91","11.276","10.827","5.787","5.782","0.738","0.276","-1.437","0"
"2004/12/01","00:00","14.039","11.188","10.689","5.702","5.686","0.682","0.151","-1.814","0"
"2005/01/01","00:00","13.743","11.299","10.807","5.656","5.659","0.512","0.036","-2.405","0"
"2005/02/01","00:00","13.878","11.391","10.906","5.656","5.659","0.413","0.062","-1.785","0"
"2005/03/01","00:00","13.704","11.644","11.24","5.935","5.93","0.62","0.194","-1.755","0"
"2005/04/01","00:00","13.127","11.591","11.188","5.912","5.914","0.64","0.18","-1.148","0"
"2005/05/01","00:00","13.77","11.719","11.309","6.01","6.027","0.745","0.194","-0.738","0"
"2005/06/01","00:00","13.314","11.699","11.214","5.919","5.917","0.62","0.085","-1.486","0"
"2005/07/01","00:00","13.56","11.565","11.03","5.843","5.843","0.656","0.184","-1.476","0"
"2005/08/01","00:00","13.409","11.457","10.909","5.784","5.789","0.669","0.246","-1.627","0"
"2005/09/01","00:00","13.107","11.348","10.873","5.778","5.779","0.686","0.299","-1.322","0"
"2005/10/01","00:00","13.543","11.348","10.935","5.863","5.865","0.794","0.397","-0.997","0"
"2005/11/01","00:00","12.402","11.43","10.958","5.801","5.802","0.646","0.138","-1.204","0"
"2005/12/01","00:00","13.438","11.539","10.948","5.696","5.702","0.456","-0.125","-1.194","0"
"2006/01/01","00:00","14.052","11.654","10.984","5.732","5.727","0.469","-0.003","-1.939","0"
"2006/02/01","00:00","14.111","11.44","10.846","5.715","5.717","0.587","0.203","-1.637","0"
"2006/03/01","00:00","13.317","11.483","11.086","5.745","5.741","0.397","0.069","-1.982","0"
"2006/04/01","00:00","12.923","11.381","10.935","5.682","5.677","0.42","-0.033","-1.795","0"
"2006/05/01","00:00","12.933","11.611","11.112","5.935","5.924","0.735","0.18","-1.076","0"
"2006/06/01","00:00","13.14","11.778","11.23","6.07","6.066","0.902","0.381","-0.85","0"
"2006/07/01","00:00","13.11","11.503","10.981","5.866","5.855","0.728","0.325","-1.224","0"
"2006/08/01","00:00","13.12","11.444","10.932","5.873","5.871","0.81","0.492","-1.302","0"
"2006/09/01","00:00","12.979","11.493","10.994","5.883","5.883","0.771","0.453","-1.302","0"
"2006/10/01","00:00","13.11","11.558","11.04","5.974","5.979","0.919","0.545","-1.965","0"
"2006/11/01","00:00","13.133","11.509","11.053","5.755","5.756","0.459","0.033","-2.211","0"
"2006/12/01","00:00","13.553","11.427","10.889","5.636","5.648","0.407","-0.066","-1.493","0"
"2007/01/01","00:00","12.818","11.335","10.764","5.633","5.628","0.492","0.118","-1.65","0"
"2007/02/01","00:00","13.11","11.165","10.696","5.528","5.543","0.39","0.112","-1.421","0"
"2007/03/01","00:00","12.772","10.981","10.591","5.417","5.415","0.24","-0.105","-2.91","0"
"2007/04/01","00:00","14.137","11.391","11.06","5.846","5.853","0.646","0.292","-1.66","0"
"2007/05/01","00:00","13.615","11.335","10.866","5.663","5.663","0.459","-0.033","-1.959","0"
"2007/06/01","00:00","13.238","11.686","11.142","5.971","5.971","0.801","0.302","-1.253","0"
"2007/07/01","00:00","12.759","11.483","10.935","5.82","5.801","0.666","0.243","-0.896","0"
"2007/08/01","00:00","12.503","11.506","11.05","5.807","5.791","0.531","0.24","-0.837","0"
"2007/09/01","00:00","13.271","11.339","10.922","5.702","5.705","0.489","0.22","-1.316","0"
"2007/10/01","00:00","13.422","11.499","11.076","5.879","5.868","0.659","0.213","-2.096","0"
"2007/11/01","00:00","13.337","11.519","11.024","5.712","5.704","0.384","-0.108","-2.306","0"
"2007/12/01","00:00","13.238","11.368","10.781","5.584","5.592","0.404","-0.098","-1.991","0"
"2008/01/01","00:00","12.467","11.211","10.702","5.64","5.641","0.581","0.207","-1.207","0"
"2008/02/01","00:00","12.687","11.329","10.807","5.607","5.609","0.41","0.121","-1.398","0"
"2008/03/01","00:00","12.972","11.152","10.732","5.659","5.671","0.61","0.217","-1.621","0"
"2008/04/01","00:00","12.831","11.23","10.856","5.636","5.651","0.446","0.007","-2.034","0"
"2008/05/01","00:00","13.691","11.808","11.322","6.079","6.086","0.85","0.377","-1.631","0"
"2008/06/01","00:00","13.36","11.706","11.175","5.886","5.881","0.587","0.105","-1.926","0"
"2008/07/01","00:00","13.514","11.732","11.165","5.82","5.825","0.486","0.033","-1.857","0"
"2008/08/01","00:00","13.31","11.617","11.132","5.843","5.842","0.551","0.207","-1.033","0"
"2008/09/01","00:00","12.116","11.293","10.912","5.722","5.719","0.525","0.226","-0.801","0"
"2008/10/01","00:00","13.136","11.421","11.06","5.899","5.887","0.715","0.358","-1.112","0"
"2008/11/01","00:00","13.986","11.46","10.984","5.83","5.825","0.666","0.217","-1.627","0"
"2008/12/01","00:00","14.035","11.207","10.65","5.558","5.54","0.43","-0.062","-2.28","0"
"2009/01/01","00:00","13.802","11.332","10.827","5.63","5.635","0.443","0.02","-1.949","0"
"2009/02/01","00:00","13.537","11.506","11.02","5.787","5.784","0.548","0.276","-1.732","0"
"2009/03/01","00:00","12.956","11.273","10.853","5.61","5.597","0.341","0.036","-2.001","0"
"2009/04/01","00:00","12.71","11.473","11.089","5.814","5.814","0.538","0.066","-1.381","0"
"2009/05/01","00:00","12.94","11.463","11.053","5.758","5.756","0.459","-0.056","-1.709","0"
"2009/06/01","00:00","13.76","11.824","11.371","6.063","6.058","0.745","0.272","-1.48","0"
"2009/07/01","00:00","13.474","11.722","11.227","6.02","6.019","0.81","0.39","-1.791","0"
"2009/08/01","00:00","13.281","11.516","11.007","5.817","5.82","0.633","0.282","-1.335","0"
"2009/09/01","00:00","12.822","11.447","11.037","5.801","5.801","0.564","0.243","-1.293","0"
"2009/10/01","00:00","13.14","11.581","11.188","5.981","5.973","0.758","0.394","-0.906","0"
"2009/11/01","00:00","12.841","11.516","11.047","5.896","5.876","0.705","0.22","-0.869","0"
"2009/12/01","00:00","14.314","11.759","11.191","5.902","5.896","0.6","0.105","-1.266","0"
"2010/01/01","00:00","14.495","12.064","11.512","6.089","6.068","0.623","0.279","-2.044","0"
"2010/02/01","00:00","13.622","11.936","11.493","6.181","6.184","0.876","0.538","-2.192","0"
"2010/03/01","00:00","13.901","12.064","11.66","6.106","6.096","0.531","0.2","-1.404","0"
"2010/04/01","00:00","13.819","11.929","11.499","6.063","6.056","0.614","0.161","-1.25","0"
"2010/05/01","00:00","12.953","11.732","11.243","5.942","5.924","0.604","0.075","-0.712","0"
"2010/06/01","00:00","13.041","11.834","11.299","6.043","6.037","0.774","0.331","-1.243","0"
"2010/07/01","00:00","13.159","11.67","11.175","5.955","5.948","0.722","0.371","-1.312","0"
"2010/08/01","00:00","13.54","11.637","11.158","5.938","5.927","0.696","0.433","-1.381","0"
"2010/09/01","00:00","13.819","11.791","11.339","6.033","6.022","0.705","0.407","-1.224","0"
"2010/10/01","00:00","13.819","11.739","11.289","6.053","6.042","0.794","0.42","-1.453","0"
"2010/11/01","00:00","14.209","11.814","11.371","5.971","5.973","0.574","0.2","-1.982","0"
"2010/12/01","00:00","13.727","12.188","11.66","6.227","6.245","0.83","0.387","-0.633","0"
"2011/01/01","00:00","14.554","11.847","11.375","5.958","5.96","0.545","0.177","-1.978","0"
"2011/02/01","00:00","13.786","11.69","11.243","5.906","5.887","0.531","0.308","-1.631","0"
"2011/03/01","00:00","13.802","11.476","11.106","5.761","5.761","0.417","0.161","-2.343","0"
"2011/04/01","00:00","13.737","11.598","11.234","5.886","5.887","0.541","0.18","-2.264","0"
"2011/05/01","00:00","13.593","11.739","11.309","6.014","6.022","0.735","0.318","-1.883","0"
"2011/06/01","00:00","13.563","11.87","11.394","6.119","6.111","0.827","0.39","-0.725","0"
"2011/07/01","00:00","12.943","11.9","11.407","6.099","6.081","0.755","0.407","-0.554","0"
"2011/08/01","00:00","13.642","11.877","11.499","6.112","6.089","0.679","0.433","-1.266","0"
"2011/09/01","00:00","13.612","11.693","11.371","5.935","5.927","0.482","0.23","-1.532","0"
"2011/10/01","00:00","13.77","11.837","11.473","6.086","6.084","0.696","0.364","-1.936","0"
"2011/11/01","00:00","13.819","11.575","11.161","5.827","5.82","0.479","0.039","-2.011","0"
"2011/12/01","00:00","13.488","11.427","10.978","5.745","5.74","0.502","0.043","-1.791","0"
"2012/01/01","00:00","12.874","11.467","10.889","5.692","5.686","0.482","0.102","-1.362","0"
"2012/02/01","00:00","12.661","11.43","10.965","5.709","5.712","0.459","0.19","-0.712","0"
"2012/03/01","00:00","12.52","11.26","10.951","5.745","5.751","0.551","0.246","-1.624","0"
"2012/04/01","00:00","13.698","11.631","11.332","6.033","6.024","0.715","0.344","-1.28","0"
"2012/05/01","00:00","13.596","11.647","11.227","5.84","5.848","0.469","0.026","-2.031","0"
"2012/06/01","00:00","14.334","11.972","11.499","6.148","6.127","0.755","0.308","-1.266","0"
"2012/07/01","00:00","13.547","11.909","11.407","6.007","6.004","0.6","0.207","-1.342","0"
"2012/08/01","00:00","13.068","11.762","11.322","5.978","5.961","0.6","0.272","-0.876","0"
"2012/09/01","00:00","12.808","11.437","11.099","5.837","5.825","0.551","0.295","-1.138","0"
"2012/10/01","00:00","13.497","11.604","11.27","6.05","6.043","0.817","0.466","-1.243","0"
"2012/11/01","00:00","13.629","11.66","11.257","5.889","5.884","0.512","0.085","-2.254","0"
"2012/12/01","00:00","13.602","11.706","11.322","6.027","6.024","0.725","0.308","-2.11","0"
"2013/01/01","00:00","13.773","11.47","11.03","5.696","5.679","0.328","-0.043","-1.775","0"
"2013/02/01","00:00","13.222","11.572","11.178","5.748","5.745","0.312","0.02","-1.368","0"
"2013/03/01","00:00","13.307","12.149","11.811","6.191","6.178","0.545","0.282","-1.296","0"
"2013/04/01","00:00","13.166","11.696","11.385","5.791","5.784","0.18","-0.22","-2.165","0"
"2013/05/01","00:00","14.085","11.755","11.404","5.794","5.789","0.174","-0.279","-2.077","0"
"2013/06/01","00:00","13.921","11.985","11.575","6.014","6.01","0.446","0.026","-1.867","0"
"2013/07/01","00:00","14.199","11.893","11.467","6.001","6.004","0.541","0.187","-1.542","0"
"2013/08/01","00:00","13.461","11.801","11.358","6.004","6.01","0.663","0.361","-1.483","0"
"2013/09/01","00:00","12.608","11.637","11.283","5.974","5.974","0.666","0.394","-1.125","0"
"2013/10/01","00:00","13.031","11.562","11.224","5.961","5.958","0.692","0.348","-0.892","0"
"2013/11/01","00:00","13.123","11.506","11.083","5.755","5.75","0.417","-0.026","-1.453","0"
"2013/12/01","00:00","13.701","11.683","11.165","5.676","5.671","0.177","-0.243","-2.717","0"
"2014/01/01","00:00","14.308","11.896","11.371","5.768","5.768","0.164","-0.2","-2.562","0"
"2014/02/01","00:00","13.307","11.549","11.109","5.62","5.618","0.128","-0.157","-2.48","0"
"2014/03/01","00:00","13.264","11.637","11.309","5.679","5.673","0.036","-0.23","-2.093","0"
"2014/04/01","00:00","13.071","11.778","11.447","5.837","5.838","0.23","-0.115","-1.355","0"
"2014/05/01","00:00","12.907","11.913","11.496","5.978","5.978","0.459","-0.023","-1.46","0"
"2014/06/01","00:00","13.612","11.844","11.365","5.935","5.919","0.472","0.016","-1.778","0"
"2014/08/01","00:00","13.478","11.742","11.345","5.935","5.928","0.512","0.272","-1.85","0"
"2014/09/01","00:00","13.307","11.601","11.247","5.83","5.822","0.397","0.18","-1.69","0"
"2014/10/01","00:00","13.333","11.86","11.509","6.089","6.079","0.65","0.371","-1.302","0"
"2014/11/01","00:00","13.789","11.768","11.375","5.883","5.879","0.384","0.02","-1.627","0"
"2014/12/01","00:00","13.399","11.801","11.362","5.84","5.843","0.325","-0.03","-1.44","0"
"2015/01/01","00:00","13.54","11.591","11.086","5.64","5.661","0.236","-0.161","-1.857","0"
"2015/02/01","00:00","14.341","11.512","11.161","5.604","5.595","0.03","-0.246","-2.756","0"
"2015/03/01","00:00","13.871","11.191","10.909","5.472","5.464","0.02","-0.213","-2.438","0"
"2015/04/01","00:00","13.383","11.529","11.247","5.741","5.735","0.223","-0.056","-2.156","0"
"2015/05/01","00:00","13.12","11.417","11.076","5.653","5.651","0.226","-0.154","-1.713","0"
"2015/07/01","00:00","12.871","11.9","11.463","6.027","6.019","0.574","0.236","-1.079","0"
"2015/08/01","00:00","13.301","11.834","11.486","5.948","5.933","0.381","0.138","-1.417","0"
"2015/09/01","00:00","13.527","11.614","11.339","5.892","5.876","0.413","0.226","-1.909","0"
"2015/10/01","00:00","13.999","11.722","11.411","5.928","5.922","0.433","0.135","-1.998","0"
"2015/11/01","00:00","12.484","11.434","11.125","5.748","5.741","0.358","-0.075","-2.385","0"
"2015/12/01","00:00","13.297","11.499","11.106","5.81","5.802","0.499","0.036","-1.335","0"
"2016/01/01","00:00","13.166","11.699","11.293","5.994","6.001","0.709","0.364","-1.23","0"
"2016/02/01","00:00","13.944","11.716","11.322","5.837","5.838","0.354","0.059","-1.407","0"
"2016/03/01","00:00","13.471","11.496","11.191","5.827","5.83","0.469","0.157","-1.939","0"
"2016/04/01","00:00","14.534","11.634","11.381","5.906","5.901","0.42","0.02","-1.985","0"
"2016/05/01","00:00","14.094","11.736","11.404","5.879","5.887","0.371","-0.066","-1.916","0"
"2016/06/01","00:00","13.93","11.985","11.565","6.004","6.004","0.443","0.01","-1.568","0"
"2016/07/01","00:00","13.068","11.929","11.496","5.988","5.978","0.459","0.059","-1.352","0"
"2016/08/01","00:00","12.694","11.752","11.335","5.883","5.876","0.417","0.069","-0.974","0"
"2016/09/01","00:00","12.874","11.614","11.273","5.876","5.866","0.459","0.167","-1.234","0"
"2016/10/01","00:00","13.793","11.614","11.302","5.965","5.958","0.614","0.292","-1.28","0"
"2016/11/01","00:00","14.022","11.634","11.276","5.971","5.965","0.65","0.256","-1.939","0"
"2016/12/01","00:00","14.15","11.726","11.27","5.948","5.928","0.587","0.131","-2.073","0"
"2017/01/01","00:00","13.448","11.749","11.24","5.863","5.853","0.466","0.085","-2.152","0"
"2017/02/01","00:00","13.317","11.811","11.424","5.974","5.969","0.515","0.236","-2.087","0"
"2017/03/01","00:00","13.123","11.598","11.266","5.696","5.676","0.085","-0.2","-1.542","0"
"2017/04/01","00:00","13.612","11.906","11.614","6.115","6.033","0.453","0.118","-1.916","0"
"2017/05/01","00:00","14.062","12.133","11.791","6.22","6.211","0.63","0.21","-1.565","0"
"2017/06/01","00:00","13.947","11.995","11.604","6.109","6.106","0.61","0.157","-1.657","0"
"2017/07/01","00:00","13.619","11.824","11.421","6.03","6.025","0.63","0.285","-1.427","0"
"2017/08/01","00:00","13.248","11.634","11.237","5.961","5.965","0.692","0.381","-1.076","0"
"2017/09/01","00:00","12.523","11.624","11.316","6.004","5.996","0.676","0.423","-0.659","0"
"2017/10/01","00:00","13.077","11.608","11.27","5.938","5.943","0.617","0.305","-0.974","0"
"2017/11/01","00:00","13.448","11.667","11.302","5.912","5.907","0.512","0.105","-1.552","0"
"2017/12/01","00:00","13.629","11.594","11.115","5.643","5.648","0.18","-0.279","-2.178","0"
"2018/01/01","00:00","14.944","11.647","11.125","5.505","5.499","-0.128","-0.522","-2.349","0"
"2018/02/01","00:00","13.74","11.355","10.942","5.505","5.497","0.052","-0.292","-2.464","0"
"2018/03/01","00:00","14.324","12.254","11.909","6.26","6.261","0.614","0.325","-1.263","0"
"2018/04/01","00:00","13.514","11.785","11.49","5.85","5.855","0.22","-0.157","-1.198","0"
"2018/05/01","00:00","13.261","11.827","11.411","5.886","5.884","0.358","-0.089","-1.444","0"
"2018/06/01","00:00","13.993","12.031","11.568","6.109","6.099","0.63","0.157","-1.604","0"
"2018/07/01","00:00","13.53","11.752","11.28","5.876","5.866","0.453","0.069","-1.427","0"
"2018/08/01","00:00","13.599","11.804","11.398","6.014","6.007","0.617","0.325","-1.877","0"
"2018/09/01","00:00","13.337","11.755","11.407","5.965","5.958","0.509","0.266","-1.535","0"
"2018/10/01","00:00","13.281","11.772","11.404","5.991","5.979","0.554","0.226","-1.063","0"
"2018/11/01","00:00","14.032","11.732","11.289","5.876","5.863","0.436","-0.03","-1.358","0"
"2018/12/01","00:00","13.816","11.768","11.28","5.853","5.86","0.44","0.02","-1.824","0"
"2019/01/01","00:00","14.052","11.864","11.352","5.945","5.95","0.548","0.207","-2.461","0"
"2019/02/01","00:00","14.049","11.506","11.07","5.669","5.646","0.223","-0.075","-2.621","0"
"2019/03/01","00:00","14.088","11.529","11.178","5.807","5.805","0.433","0.177","-1.752","0"
"2019/05/01","00:00","13.13","11.654","11.339","6.063","6.065","0.791","0.367","-1.024","0"
"2019/06/01","00:00","12.877","11.824","11.401","6.115","6.109","0.817","0.377","-0.797","0"
"2019/07/01","00:00","13.31","11.939","11.48","6.122","6.124","0.768","0.328","-1.178","0"
"2019/08/01","00:00","13.442","11.877","11.48","6.066","6.048","0.617","0.266","-1.634","0"
"2019/09/01","00:00","13.248","11.719","11.401","5.971","5.958","0.515","0.266","-1.781","0"
"2019/10/01","00:00","14.032","11.916","11.617","6.168","6.165","0.712","0.404","-1.325","0"
"2019/11/01","00:00","13.271","11.729","11.358","6.076","6.055","0.751","0.266","-1.135","0"
"2019/12/01","00:00","13.724","11.683","11.24","5.965","5.956","0.673","0.18","-1.355","0"
