"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"1973/06/01","00:00","13.289","NaN","10.86","5.449","5.449","0.039","NaN","-2.26","0"
"1973/07/01","00:00","13.058","NaN","11.079","5.558","5.568","0.059","NaN","-2.28","5"
"1973/08/01","00:00","NaN","NaN","10.988","5.538","5.538","0.089","NaN","NaN","5"
"1973/09/01","00:00","12.238","NaN","10.82","5.499","5.479","0.148","NaN","-1.24","7"
"1973/10/01","00:00","12.549","NaN","10.669","5.548","5.548","0.43","NaN","-0.932","0"
"1973/11/01","00:00","12.72","NaN","10.62","5.44","5.43","0.23","NaN","-2.041","0"
"1973/12/01","00:00","13.399","NaN","10.61","5.41","5.39","0.167","NaN","-1.932","0"
"1974/01/01","00:00","13.497","NaN","10.84","5.568","5.568","0.289","NaN","-2.612","0"
"1974/02/01","00:00","13.799","NaN","10.768","5.469","5.459","0.148","NaN","-1.811","0"
"1974/03/01","00:00","12.7","NaN","10.86","5.518","5.509","0.157","NaN","-2.251","0"
"1974/04/01","00:00","12.828","NaN","11.07","5.699","5.669","0.279","NaN","-1.522","0"
"1974/05/01","00:00","12.999","NaN","10.988","5.62","5.6","0.21","NaN","-1.322","0"
"1974/06/01","00:00","13.497","NaN","11.01","5.65","5.65","0.279","NaN","-1.542","0"
"1974/07/01","00:00","13.258","NaN","10.988","5.699","5.699","0.41","NaN","-2.011","0"
"1974/08/01","00:00","13.248","NaN","10.738","5.489","5.499","0.259","NaN","-1.86","0"
"1974/09/01","00:00","12.877","NaN","10.919","5.65","5.64","0.348","NaN","-1.65","0"
"1974/10/01","00:00","12.74","NaN","10.548","5.338","5.338","0.118","NaN","-1.962","0"
"1974/11/01","00:00","13.209","NaN","10.778","5.518","5.528","0.269","NaN","-1.512","0"
"1974/12/01","00:00","13.179","NaN","10.928","5.509","5.518","0.108","NaN","-2.001","0"
"1975/01/01","00:00","13.36","NaN","10.84","5.44","5.44","0.03","NaN","-2.382","0"
"1975/02/01","00:00","13.199","NaN","10.699","5.41","5.4","0.089","NaN","-2.28","0"
"1975/03/01","00:00","13.248","NaN","10.86","5.41","5.42","-0.03","NaN","-2.461","0"
"1975/04/01","00:00","13.11","NaN","10.938","5.538","5.538","0.128","NaN","-2.352","0"
"1975/05/01","00:00","12.648","NaN","10.85","5.518","5.538","0.23","NaN","-1.43","0"
"1975/06/01","00:00","12.369","NaN","10.958","5.689","5.689","0.42","NaN","-1.04","0"
"1975/07/01","00:00","NaN","NaN","10.899","5.65","5.65","0.4","NaN","NaN","5"
"1975/08/01","00:00","NaN","NaN","10.988","5.709","5.709","0.44","NaN","NaN","5"
"1975/09/01","00:00","NaN","NaN","10.869","5.548","5.548","0.23","NaN","NaN","5"
"1975/10/01","00:00","13.12","NaN","10.988","5.62","5.61","0.23","NaN","-2.343","0"
"1975/11/01","00:00","13.419","NaN","11.158","5.778","5.778","0.39","NaN","-1.952","0"
"1975/12/01","00:00","13.409","NaN","11.198","5.83","5.83","0.449","NaN","-1.713","0"
"1977/09/01","00:00","12.589","11.23","10.938","5.699","5.659","0.39","0.167","-1.391","1"
"1977/10/01","00:00","13.669","11.27","10.978","5.669","5.64","0.308","-0.01","-1.471","0"
"1977/11/01","00:00","14.019","NaN","NaN","NaN","NaN","NaN","NaN","-1.621","0"
"1977/12/01","00:00","13.169","11.399","11.009","5.689","5.689","0.379","-0.001","-2.561","0"
"1978/01/01","00:00","14.779","11.449","11.039","5.589","5.589","0.149","-0.211","-2.361","0"
"1978/02/01","00:00","14.898","11.978","11.588","5.958","5.958","0.328","0.089","-1.69","0"
"1978/03/01","00:00","13.13","11.417","11.079","5.577","5.577","0.079","-0.21","-2.152","0"
"1978/04/01","00:00","13.399","11.739","11.398","5.948","5.909","0.43","0.059","-1.49","0"
"1978/05/01","00:00","13.278","11.499","11.207","5.699","5.669","0.128","-0.24","-1.962","0"
"1978/06/01","00:00","13.36","11.509","11.148","5.699","5.659","0.167","-0.253","-2.152","0"
"1978/07/01","00:00","13.34","11.529","11.099","5.719","5.709","0.318","-0.052","-2.152","0"
"1978/08/01","00:00","13.56","11.47","11.099","5.748","5.748","0.4","0.089","-1.762","0"
"1978/09/01","00:00","12.818","11.289","11.06","5.758","5.748","0.449","0.157","-1.352","0"
"1978/10/01","00:00","12.93","11.178","10.958","5.65","5.64","0.318","-0.03","-1.342","0"
"1978/11/01","00:00","13.238","11.309","10.978","5.64","5.64","0.289","-0.141","-1.841","0"
"1978/12/01","00:00","13.209","11.529","11.129","5.659","5.659","0.19","-0.302","-2.3","0"
"1979/01/01","00:00","14.718","11.9","11.417","5.81","5.82","0.22","-0.18","-2.142","0"
"1979/02/01","00:00","14.288","11.519","11.05","5.65","5.63","0.21","-0.072","-2.07","0"
"1979/03/01","00:00","12.858","11.398","11.06","5.469","5.459","-0.151","-0.43","-2.182","0"
"1979/04/01","00:00","13.068","11.509","11.148","5.679","5.669","0.2","-0.18","-1.371","0"
"1979/05/01","00:00","12.648","11.407","11.02","5.6","5.61","0.2","-0.23","-1.25","0"
"1979/06/01","00:00","13.169","11.529","11.109","5.719","5.709","0.318","-0.121","-1.611","0"
"1979/07/01","00:00","13.048","11.49","11.04","5.719","5.709","0.377","0.01","-1.742","0"
"1979/08/01","00:00","13.448","11.549","11.109","5.748","5.738","0.358","0.059","-1.952","0"
"1979/09/01","00:00","14.117","11.358","10.948","5.568","5.558","0.157","-0.151","-1.89","0"
"1979/10/01","00:00","13.629","11.43","11.089","5.699","5.689","0.279","-0.052","-1.982","0"
"1979/11/01","00:00","12.9","11.25","10.889","5.449","5.44","0","-0.341","-1.913","0"
"1979/12/01","00:00","12.418","11.358","10.86","5.41","5.42","-0.03","-0.44","-1.89","0"
"1980/01/01","00:00","13.389","11.319","10.799","5.399","5.419","0.029","-0.281","-2.271","0"
"1980/02/01","00:00","13.339","11.419","10.999","5.539","5.529","0.069","-0.151","-2.331","0"
"1980/03/01","00:00","13.689","11.199","10.839","5.369","5.379","-0.071","-0.321","-2.491","0"
"1980/04/01","00:00","13.459","11.349","11.049","5.579","5.569","0.089","-0.211","-2.401","0"
"1980/05/01","00:00","13.309","11.579","11.209","5.789","5.789","0.369","-0.001","-1.861","0"
"1980/06/01","00:00","12.659","11.519","11.119","5.709","5.709","0.299","-0.111","-1.871","0"
"1980/07/01","00:00","12.769","11.589","11.169","5.679","5.689","0.199","-0.151","-1.351","0"
"1980/08/01","00:00","12.849","11.529","11.199","5.679","5.669","0.149","-0.081","-1.651","0"
"1980/09/01","00:00","13.579","11.299","10.999","5.619","5.599","0.199","-0.041","-1.851","0"
"1980/10/01","00:00","13.999","11.339","11.039","5.709","5.679","0.319","0.019","-2.281","0"
"1980/11/01","00:00","13.939","11.469","11.089","5.669","5.669","0.239","-0.191","-2.361","0"
"1980/12/01","00:00","12.779","11.099","10.659","5.4","5.39","0.108","-0.272","-2.411","0"
"1981/01/01","00:00","12.74","11.198","10.679","5.459","5.449","0.21","-0.22","-1.562","0"
"1981/02/01","00:00","13.379","11.27","10.879","5.4","5.41","-0.062","-0.39","-1.89","0"
"1981/03/01","00:00","13.789","11.558","11.25","5.919","5.909","0.577","0.279","-1.371","0"
"1981/04/01","00:00","12.89","11.24","10.919","5.518","5.518","0.128","-0.272","-2.382","0"
"1981/05/01","00:00","13.399","11.509","11.188","5.719","5.709","0.23","-0.2","-2.29","0"
"1981/06/01","00:00","NaN","11.749","11.299","5.83","5.83","0.367","-0.082","NaN","11"
"1981/07/01","00:00","12.608","11.499","11.04","5.6","5.61","0.19","-0.24","-2.372","0"
"1981/08/01","00:00","12.27","11.309","10.919","5.587","5.587","0.249","-0.121","-1.512","0"
"1981/09/01","00:00","12.628","11.388","11.07","5.797","5.797","0.518","0.21","-1.03","0"
"1981/10/01","00:00","13.068","11.099","10.778","5.577","5.587","0.39","0.03","-1.932","0"
"1981/11/01","00:00","12.989","11.368","10.997","5.797","5.797","0.61","0.138","-2.231","0"
"1981/12/01","00:00","14.108","11.65","11.198","5.889","5.899","0.6","0.167","-1.86","0"
"1982/01/01","00:00","14.429","11.28","10.728","5.469","5.469","0.21","-0.171","-1.831","1"
"1982/02/01","00:00","13.028","11.138","10.719","5.409","5.41","0.098","-0.2","-2.182","1"
"1982/03/01","00:00","12.618","11.109","10.728","5.39","5.377","0.03","-0.272","-1.991","0"
"1982/04/01","00:00","12.848","11.198","10.85","5.449","5.449","0.049","-0.331","-2.09","0"
"1982/05/01","00:00","13.13","11.168","10.85","5.479","5.459","0.079","-0.351","-2.192","0"
"1982/06/01","00:00","13.488","11.539","11.129","5.787","5.787","0.44","0","-1.942","0"
"1982/07/01","00:00","13.389","11.329","10.879","5.65","5.64","0.39","-0.02","-1.67","0"
"1982/08/01","00:00","12.867","11.198","10.768","5.61","5.6","0.43","0.079","-1.621","0"
"1982/09/01","00:00","12.559","11.07","10.719","5.548","5.538","0.367","0.069","-1.083","0"
"1982/10/01","00:00","12.848","11.339","11.04","5.778","5.778","0.518","0.2","-0.791","0"
"1982/11/01","00:00","13.13","11.119","10.719","5.459","5.449","0.167","-0.292","-1.401","0"
"1982/12/01","00:00","13.058","11.388","10.928","5.577","5.577","0.23","-0.23","-2.333","0"
"1983/01/01","00:00","13.56","11.348","10.85","5.489","5.479","0.108","-0.312","-2.152","0"
"1983/02/01","00:00","13.209","11.407","10.997","5.709","5.709","0.41","0.118","-1.913","0"
"1983/03/01","00:00","13.478","11.578","11.25","5.84","5.84","0.44","0.148","-1.611","0"
"1983/04/01","00:00","12.799","11.578","11.188","5.84","5.82","0.459","0.03","-1.03","0"
"1983/05/01","00:00","12.779","11.388","10.968","5.738","5.738","0.509","-0.01","-1.211","0"
"1983/06/01","00:00","13.009","11.45","10.958","5.758","5.758","0.558","0.049","-1.48","0"
"1983/07/01","00:00","13.32","11.539","11.05","5.86","5.85","0.64","0.2","-1.631","0"
"1983/08/01","00:00","13.478","11.47","10.997","5.778","5.768","0.548","0.2","-1.742","0"
"1983/09/01","00:00","13.369","11.368","10.938","5.709","5.699","0.459","0.098","-1.542","0"
"1983/10/01","00:00","13.297","11.309","10.928","5.738","5.728","0.528","0.108","-1.401","0"
"1983/11/01","00:00","13.75","11.709","11.27","6.039","6.03","0.787","0.367","-0.932","1"
"1983/12/01","00:00","13.068","11.578","11.02","5.758","5.748","0.489","0.03","-1.913","0"
"1984/01/01","00:00","13.419","11.158","10.587","5.42","5.42","0.24","-0.161","-2.543","0"
"1984/02/01","00:00","13.32","11.178","10.709","5.479","5.479","0.259","-0.072","-1.932","0"
"1984/03/01","00:00","13.199","11.27","10.83","5.64","5.65","0.459","0.167","-2.32","0"
"1984/04/01","00:00","13.809","11.539","11.158","5.86","5.86","0.568","0.269","-1.47","0"
"1984/05/01","00:00","12.867","11.407","10.958","5.699","5.709","0.459","0.03","-1.48","0"
"1984/06/01","00:00","12.648","11.578","11.06","5.797","5.787","0.518","0.039","-1.302","0"
"1984/07/01","00:00","12.7","11.588","11.07","5.748","5.738","0.41","-0.01","-1.542","0"
"1984/08/01","00:00","12.9","11.49","11.07","5.738","5.738","0.4","0.098","-1.611","0"
"1984/09/01","00:00","13.068","11.22","10.83","5.61","5.61","0.4","0.089","-2.031","0"
"1984/10/01","00:00","13.11","11.168","10.82","5.689","5.669","0.509","0.157","-1.962","0"
"1984/11/01","00:00","13.169","11.319","10.899","5.82","5.82","0.748","0.289","-1.821","0"
"1984/12/01","00:00","13.76","11.07","10.518","5.518","5.499","0.489","0.02","-1.913","0"
"1985/01/01","00:00","12.838","11.198","10.738","5.719","5.699","0.659","0.299","-1.69","0"
"1985/02/01","00:00","12.867","11.28","10.797","5.548","5.568","0.338","0.049","-1.631","0"
"1985/03/01","00:00","12.667","10.968","10.587","5.489","5.459","0.318","0.049","-2.041","0"
"1985/04/01","00:00","13.54","11.119","10.787","5.61","5.6","0.42","-0.03","-1.991","0"
"1985/05/01","00:00","13.51","11.44","11.04","5.778","5.778","0.509","0.039","-2.051","0"
"1985/06/01","00:00","13.179","11.519","11.05","5.787","5.778","0.509","-0.043","-1.742","0"
"1985/07/01","00:00","12.808","11.568","11.02","5.778","5.778","0.548","0.039","-1.352","0"
"1985/08/01","00:00","12.369","11.207","10.758","5.6","5.61","0.449","0.059","-1.01","0"
"1985/09/01","00:00","12.129","11.099","10.738","5.61","5.6","0.449","0.089","-1.401","0"
"1985/10/01","00:00","13.389","11.06","10.699","5.568","5.577","0.459","0.059","-2.08","0"
"1985/11/01","00:00","13.11","11.109","10.669","5.61","5.6","0.538","0.059","-2.08","0"
"1985/12/01","00:00","13.678","11.25","10.709","5.659","5.659","0.61","0.098","-1.552","0"
"1986/01/01","00:00","13.11","11.129","10.558","5.377","5.377","0.19","-0.282","-2.09","0"
"1986/02/01","00:00","12.779","11.309","10.83","5.62","5.62","0.42","0.049","-1.562","0"
"1986/03/01","00:00","12.339","11.06","10.62","5.39","5.39","0.148","-0.23","-1.68","0"
"1986/04/01","00:00","13.228","11.339","10.938","5.728","5.738","0.528","0.059","-1.86","0"
"1986/05/01","00:00","13.478","11.407","10.997","5.748","5.728","0.469","-0.043","-1.991","0"
"1986/06/01","00:00","13.448","11.378","10.879","5.65","5.64","0.4","-0.082","-1.913","0"
"1986/07/01","00:00","13.36","11.368","10.889","5.797","5.778","0.679","0.24","-1.621","0"
"1986/08/01","00:00","12.749","11.188","10.719","5.689","5.679","0.64","0.23","-1.332","0"
"1986/09/01","00:00","12.08","11.109","10.669","5.64","5.64","0.6","0.269","-0.922","0"
"1986/10/01","00:00","12.73","11.188","10.778","5.748","5.748","0.719","0.328","-1.102","0"
"1986/11/01","00:00","13.13","11.168","10.65","5.548","5.538","0.44","-0.03","-1.47","0"
"1986/12/01","00:00","14.259","11.329","10.748","5.548","5.558","0.358","-0.161","-2.201","0"
"1987/01/01","00:00","14.35","11.739","11.158","5.85","5.85","0.528","0.098","-1.85","0"
"1987/02/01","00:00","12.93","11.207","10.748","5.6","5.61","0.479","0.157","-1.821","0"
"1987/03/01","00:00","12.808","11.348","10.988","5.709","5.699","0.42","0.098","-1.27","0"
"1987/04/01","00:00","12.608","11.28","10.869","5.669","5.679","0.489","0.039","-1.112","0"
"1987/05/01","00:00","12.51","11.119","10.64","5.558","5.558","0.489","-0.062","-1.952","0"
"1987/06/01","00:00","13.077","11.378","10.82","5.758","5.748","0.679","0.167","-1.722","0"
"1987/07/01","00:00","13.31","11.339","10.82","5.738","5.728","0.64","0.19","-1.601","0"
"1987/08/01","00:00","13.369","11.329","10.83","5.719","5.709","0.6","0.23","-1.421","0"
"1987/09/01","00:00","12.72","11.22","10.748","5.63","5.62","0.499","0.138","-1.732","0"
"1987/10/01","00:00","12.657","11.188","10.748","5.65","5.63","0.499","0.039","-1.302","0"
"1987/11/01","00:00","12.848","11.148","10.699","5.558","5.548","0.41","-0.043","-1.46","0"
"1987/12/01","00:00","13.35","11.529","10.948","5.85","5.84","0.728","0.299","-1.293","0"
"1988/01/01","00:00","13.468","10.997","10.43","5.39","5.39","0.348","0","-1.581","0"
"1988/02/01","00:00","13.428","11.207","10.65","5.577","5.577","0.499","0.167","-2.201","0"
"1988/03/01","00:00","12.789","10.899","10.449","5.42","5.41","0.358","0.089","-1.89","0"
"1988/04/01","00:00","13.34","11.417","11.02","5.909","5.909","0.797","0.459","-1.181","0"
"1988/05/01","00:00","12.329","11.207","10.679","5.587","5.6","0.509","0.039","-1.27","0"
"1988/06/01","00:00","12.989","11.519","10.928","5.81","5.81","0.679","0.18","-0.85","0"
"1988/07/01","00:00","13.068","11.329","10.797","5.62","5.6","0.39","-0.02","-1.46","0"
"1988/08/01","00:00","12.94","11.368","10.938","5.669","5.679","0.42","0.128","-1.621","0"
"1988/09/01","00:00","12.69","11.148","10.758","5.62","5.62","0.479","0.138","-1.841","0"
"1988/10/01","00:00","13.448","11.079","10.659","5.568","5.568","0.479","0.059","-1.532","0"
"1988/11/01","00:00","12.598","11.138","10.679","5.65","5.64","0.6","0.18","-1.522","0"
"1988/12/01","00:00","12.349","11.04","10.558","5.518","5.509","0.469","0.059","-1.572","0"
"1989/01/01","00:00","12.69","11.01","10.479","5.459","5.459","0.44","0.059","-2.133","0"
"1989/02/01","00:00","12.828","11.03","10.548","5.358","5.348","0.148","-0.141","-2.133","0"
"1989/03/01","00:00","12.48","10.728","10.279","5.259","5.24","0.2","-0.082","-2.32","0"
"1989/04/01","00:00","13.51","10.997","10.62","5.459","5.449","0.269","-0.102","-2.08","0"
"1989/05/01","00:00","12.92","11.24","10.81","5.63","5.61","0.4","-0.052","-1.88","0"
"1989/06/01","00:00","12.867","11.398","10.869","5.669","5.659","0.449","-0.062","-1.28","0"
"1989/07/01","00:00","12.208","11.24","10.689","5.577","5.577","0.459","0","-1.04","0"
"1989/08/01","00:00","12.27","11.158","10.719","5.63","5.63","0.538","0.148","-1.43","0"
"1989/09/01","00:00","12.848","10.988","10.61","5.489","5.479","0.348","0.02","-1.49","0"
"1989/10/01","00:00","13.058","11.06","10.709","5.61","5.61","0.509","0.089","-1.991","0"
"1989/11/01","00:00","13.169","11.289","10.758","5.679","5.669","0.587","0.118","-2.201","0"
"1989/12/01","00:00","12.949","11.03","10.479","5.308","5.318","0.157","-0.302","-2.221","0"
"1990/01/01","00:00","13.278","11.099","10.587","5.39","5.367","0.148","-0.282","-1.66","0"
"1990/02/01","00:00","12.657","11.129","10.587","5.459","5.44","0.299","-0.01","-1.781","0"
"1990/03/01","00:00","12.008","10.909","10.489","5.24","5.249","0.01","-0.322","-2.382","0"
"1990/04/01","00:00","12.93","11.01","10.568","5.328","5.328","0.089","-0.302","-2.211","0"
"1990/05/01","00:00","13.51","11.348","10.869","5.679","5.669","0.469","-0.03","-1.87","0"
"1990/06/01","00:00","13.478","11.289","10.797","5.65","5.65","0.509","0.03","-1.421","0"
"1990/07/01","00:00","12.979","11.309","10.778","5.709","5.689","0.61","0.18","-1.181","0"
"1990/08/01","00:00","12.369","11.148","10.669","5.659","5.65","0.64","0.338","-0.942","0"
"1990/09/01","00:00","12.27","11.109","10.699","5.669","5.669","0.64","0.338","-0.761","0"
"1990/10/01","00:00","12.48","11.07","10.738","5.64","5.64","0.548","0.22","-1.43","0"
"1990/11/01","00:00","NaN","11.319","10.909","5.728","5.719","0.538","0.089","NaN","11"
"1990/12/01","00:00","14.36","11.27","10.768","5.509","5.509","0.259","-0.24","-1.88","0"
"1991/01/01","00:00","13.297","11.368","10.768","5.577","5.577","0.377","-0.02","-2.29","0"
"1991/02/01","00:00","12.769","11.188","10.728","5.6","5.587","0.449","0.148","-2.11","0"
"1991/03/01","00:00","12.969","11.417","11.079","5.83","5.82","0.568","0.249","-1.421","0"
"1991/04/01","00:00","12.949","11.207","10.82","5.62","5.62","0.42","0","-1.201","0"
"1991/05/01","00:00","13.219","11.25","10.797","5.719","5.719","0.63","0.128","-1.391","0"
"1991/06/01","00:00","13.57","11.48","10.948","5.81","5.81","0.659","0.18","-1.791","0"
"1991/07/01","00:00","13.31","11.378","10.889","5.738","5.738","0.587","0.21","-1.581","0"
"1991/08/01","00:00","12.959","11.188","10.728","5.65","5.63","0.528","0.22","-1.391","0"
"1991/09/01","00:00","12.5","11.168","10.738","5.62","5.6","0.459","0.138","-1.27","0"
"1991/10/01","00:00","13.34","11.348","10.928","5.787","5.778","0.63","0.21","-1.171","0"
"1991/11/01","00:00","13.399","11.598","11.188","5.669","5.669","0.138","-0.322","-1.801","0"
"1991/12/01","00:00","13.74","11.539","10.958","5.709","5.679","0.4","-0.02","-1.772","0"
"1992/01/01","00:00","13.55","11.627","11.109","5.86","5.86","0.6","0.269","-1.952","0"
"1992/02/01","00:00","13.789","11.539","11.089","5.82","5.81","0.518","0.2","-1.89","0"
"1992/03/01","00:00","13.11","11.28","10.919","5.728","5.709","0.499","0.249","-1.722","0"
"1992/04/01","00:00","12.549","11.299","10.938","5.738","5.728","0.528","0.23","-1.381","0"
"1992/05/01","00:00","12.349","11.329","10.869","5.587","5.587","0.318","-0.082","-1.621","0"
"1992/06/01","00:00","13.238","11.818","11.26","5.879","5.889","0.509","0.079","-1.371","0"
"1992/07/01","00:00","13.34","11.759","11.24","5.748","5.758","0.289","-0.062","-2.11","0"
"1992/08/01","00:00","13.389","11.578","11.109","5.65","5.64","0.18","-0.072","-1.69","0"
"1992/09/01","00:00","13.12","11.23","10.879","5.548","5.548","0.22","-0.03","-1.88","0"
"1992/10/01","00:00","13.34","11.319","10.928","5.728","5.728","0.538","0.18","-1.45","0"
"1992/11/01","00:00","13.179","11.178","10.738","5.548","5.548","0.358","-0.03","-1.161","0"
"1992/12/01","00:00","13.419","11.358","10.928","5.719","5.709","0.499","0.118","-1.732","0"
"1993/01/01","00:00","12.657","11.339","10.82","5.548","5.538","0.259","-0.082","-2.142","0"
"1993/02/01","00:00","13.248","11.558","11.02","5.748","5.65","0.279","0.02","-2.392","0"
"1993/03/01","00:00","13.72","11.289","10.928","5.499","5.479","0.03","-0.282","-2.211","0"
"1993/04/01","00:00","13.478","11.798","11.48","5.919","5.909","0.338","0.01","-2.372","0"
"1993/05/01","00:00","13.478","11.89","11.49","5.919","5.909","0.318","-0.043","-1.88","0"
"1993/06/01","00:00","13.1","11.86","11.407","5.869","5.869","0.328","-0.131","-1.381","0"
"1993/07/01","00:00","13.038","11.798","11.339","5.85","5.84","0.348","-0.072","-1.24","0"
"1993/08/01","00:00","13.009","11.519","11.129","5.728","5.738","0.338","0.03","-1.411","0"
"1993/09/01","00:00","13.369","11.407","11.099","5.728","5.719","0.338","0.039","-1.962","0"
"1993/10/01","00:00","13.497","11.345","10.955","5.633","5.636","0.318","-0.036","-2.28","0"
"1993/11/01","00:00","13.52","11.306","10.883","5.558","5.548","0.213","-0.243","-2.011","0"
"1993/12/01","00:00","13.789","11.617","11.132","5.722","5.737","0.341","-0.089","-1.171","0"
"1994/01/01","00:00","13.238","11.23","10.722","5.2","5.207","-0.308","-0.656","-2.32","0"
"1994/02/01","00:00","12.789","11.342","10.902","5.512","5.499","0.095","-0.197","-1.88","0"
"1994/03/01","00:00","13.34","11.637","11.293","5.636","5.65","0.007","-0.262","-2.211","0"
"1994/04/01","00:00","13.668","11.434","11.076","5.587","5.594","0.112","-0.292","-2.352","0"
"1994/05/01","00:00","14.088","11.667","11.299","5.879","5.873","0.446","0.01","-1.69","0"
"1994/06/01","00:00","13.36","11.539","11.122","5.712","5.704","0.285","-0.154","-1.591","0"
"1994/07/01","00:00","12.867","11.499","11.047","5.751","5.74","0.433","0.105","-1.293","0"
"1994/08/01","00:00","12.349","11.348","10.906","5.669","5.65","0.394","0.092","-0.912","0"
"1994/09/01","00:00","12.73","11.417","11.07","5.719","5.722","0.374","0.121","-1.26","0"
"1994/10/01","00:00","12.867","11.329","11.017","5.696","5.689","0.361","0.062","-2.09","0"
"1994/11/01","00:00","13.809","11.398","11.027","5.627","5.615","0.203","-0.226","-2.26","0"
"1994/12/01","00:00","13.379","11.434","10.935","5.453","5.449","-0.036","-0.456","-2.201","0"
"1995/01/01","00:00","14.068","11.611","11.119","5.571","5.573","0.026","-0.305","-1.991","0"
"1995/02/01","00:00","13.297","11.391","11.004","5.636","5.633","0.262","-0.033","-1.381","0"
"1995/03/01","00:00","12.74","11.407","11.099","5.607","5.62","0.141","-0.092","-1.591","0"
"1995/04/01","00:00","13.32","11.365","11.07","5.669","5.661","0.253","-0.085","-1.703","0"
"1995/05/01","00:00","13.638","11.545","11.145","5.797","5.797","0.449","0.033","-1.87","0"
"1995/06/01","00:00","13.57","11.411","10.928","5.591","5.587","0.246","-0.177","-2.09","0"
"1995/07/01","00:00","13.268","11.46","11.017","5.702","5.686","0.354","0.03","-1.932","0"
"1995/08/01","00:00","NaN","11.542","11.181","5.751","5.735","0.289","0.039","NaN","13"
"1995/09/01","00:00","NaN","11.457","11.106","5.659","5.646","0.187","-0.105","NaN","13"
"1995/10/01","00:00","NaN","11.549","11.198","5.81","5.794","0.39","0.033","NaN","13"
"1995/11/01","00:00","NaN","11.745","11.339","5.942","5.932","0.525","0.144","NaN","13"
"1995/12/01","00:00","14.478","11.755","11.289","5.909","5.902","0.515","0.161","-1.532","0"
"1996/01/01","00:00","13.369","11.722","11.22","5.86","5.851","0.482","0.089","-2.343","0"
"1996/02/01","00:00","13.698","11.539","11.158","5.745","5.74","0.322","0.095","-2.461","0"
"1996/03/01","00:00","13.189","11.286","10.909","5.584","5.586","0.262","0.007","-1.542","0"
"1996/04/01","00:00","13.297","11.483","11.171","5.814","5.815","0.459","0.148","-1.142","0"
"1996/05/01","00:00","12.818","11.568","11.168","5.774","5.776","0.384","0.003","-1.621","0"
"1996/06/01","00:00","13.199","11.578","11.138","5.722","5.72","0.302","-0.095","-2.011","0"
"1996/07/01","00:00","13.589","11.88","11.421","5.866","5.874","0.328","-0.007","-1.87","0"
"1996/08/01","00:00","13.278","11.568","11.204","5.682","5.679","0.154","-0.066","-1.69","0"
"1996/09/01","00:00","13.287","11.896","11.624","5.981","5.988","0.351","0.112","-1.801","0"
"1996/10/01","00:00","13.189","11.568","11.296","5.879","5.874","0.453","0.161","-1.352","0"
"1996/11/01","00:00","12.48","11.421","11.106","5.774","5.781","0.456","0.082","-1.572","0"
"1996/12/01","00:00","14.049","11.496","11.093","5.784","5.778","0.463","0.085","-1.601","0"
"1997/01/01","00:00","NaN","11.486","11.063","5.781","5.771","0.479","0.108","NaN","13"
"1997/02/01","00:00","13.599","11.325","11.004","5.623","5.627","0.249","-0.066","-2.352","0"
"1997/03/01","00:00","13.888","11.434","11.138","5.738","5.743","0.348","0.052","-2.139","0"
"1997/04/01","00:00","13.281","11.726","11.473","5.965","5.968","0.463","0.039","-1.818","0"
"1997/05/01","00:00","13.268","11.611","11.319","5.833","5.84","0.361","-0.085","-1.365","0"
"1997/06/01","00:00","12.818","11.729","11.352","5.896","5.896","0.44","0.003","-1.05","0"
"1997/07/01","00:00","12.749","11.555","11.093","5.699","5.704","0.315","-0.085","-1.683","0"
"1997/08/01","00:00","13.071","11.542","11.115","5.764","5.764","0.413","0.082","-1.752","0"
"1997/09/01","00:00","13.294","11.47","11.132","5.817","5.815","0.499","0.21","-1.483","0"
"1997/10/01","00:00","13.196","11.388","11.076","5.797","5.786","0.495","0.121","-1.742","0"
"1997/11/01","00:00","13.665","11.49","11.132","5.856","5.848","0.564","0.131","-1.759","0"
"1997/12/01","00:00","13.428","11.604","11.138","5.853","5.822","0.505","0.046","-1.444","0"
"1999/07/01","00:00","13.087","11.572","11.138","5.814","5.799","0.459","0.059","-1.864","0"
"1999/08/01","00:00","12.776","11.522","11.161","5.801","5.784","0.407","0.112","-1.342","0"
"1999/09/01","00:00","12.976","11.499","11.168","5.712","5.702","0.236","-0.085","-1.385","0"
"1999/10/01","00:00","13.386","11.411","11.07","5.65","5.636","0.203","-0.151","-1.936","0"
"1999/11/01","00:00","13.415","11.398","11.024","5.604","5.599","0.174","-0.22","-2.533","0"
"2000/08/01","00:00","13.202","11.598","11.194","5.738","5.725","0.256","-0.075","-1.909","0"
"2000/09/01","00:00","12.677","11.332","11.01","5.712","5.7","0.39","0.125","-1.204","0"
"2001/07/01","00:00","13.323","11.588","11.119","5.804","5.805","0.492","0.026","-1.621","0"
"2001/08/01","00:00","13.337","11.512","11.014","5.751","5.761","0.509","0.125","-1.49","0"
"2001/09/01","00:00","NaN","11.424","11.01","5.771","5.764","0.518","0.184","NaN","13"
"2001/10/01","00:00","NaN","11.325","10.984","5.768","5.761","0.538","0.19","NaN","13"
"2001/11/01","00:00","12.615","11.237","10.833","5.597","5.587","0.341","-0.092","-1.417","0"
