"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"2006/01/01","00:00","22.867","19.605","18.857","9.868","9.773","0.688","0.127","-2.629","0"
"2006/02/01","00:00","22.919","19.274","18.628","9.858","9.791","0.954","0.531","-2.291","0"
"2006/03/01","00:00","22.365","19.5","19.058","9.901","9.802","0.547","0.206","-3.013","0"
"2006/04/01","00:00","21.879","19.304","18.785","9.737","9.648","0.511","0.012","-2.731","0"
"2006/05/01","00:00","21.407","19.418","18.851","9.953","9.848","0.846","0.219","-1.53","0"
"2006/06/01","00:00","20.626","19.281","18.677","9.891","9.802","0.928","0.367","-1.162","0"
"2006/07/01","00:00","21.538","19.235","18.654","9.835","9.747","0.839","0.38","-1.868","0"
"2006/08/01","00:00","21.955","19.192","18.628","9.881","9.786","0.944","0.567","-2.33","0"
"2006/09/01","00:00","21.941","19.297","18.746","9.911","9.829","0.911","0.527","-2.37","0"
"2006/10/01","00:00","22.161","19.31","18.743","10.016","9.945","1.147","0.705","-3.023","0"
"2006/11/01","00:00","22.22","19.395","18.887","9.812","9.737","0.586","0.117","-3.029","0"
"2006/12/01","00:00","22.204","19.346","18.729","9.727","9.664","0.6","0.078","-2.081","0"
"2007/01/01","00:00","21.295","19.222","18.595","9.773","9.694","0.793","0.383","-2.028","0"
"2007/02/01","00:00","21.951","19.018","18.523","9.701","9.63","0.737","0.452","-2.366","0"
"2007/03/01","00:00","21.518","18.848","18.431","9.537","9.461","0.491","0.14","-3.78","0"
"2007/04/01","00:00","22.955","19.218","18.838","9.897","9.819","0.8","0.458","-2.514","0"
"2007/05/01","00:00","22.424","19.159","18.638","9.684","9.604","0.57","0.042","-2.872","0"
"2007/06/01","00:00","21.81","19.464","18.857","9.956","9.865","0.872","0.331","-1.999","0"
"2007/07/01","00:00","21.124","19.366","18.769","9.802","9.702","0.636","0.143","-1.376","0"
"2007/08/01","00:00","21.177","19.333","18.838","9.786","9.681","0.524","0.121","-1.776","0"
"2007/09/01","00:00","22.352","19.185","18.723","9.704","9.615","0.508","0.045","-2.34","0"
"2007/10/01","00:00","22.361","19.33","18.871","9.891","9.789","0.708","0.14","-3.029","0"
"2007/11/01","00:00","22.335","19.445","18.887","9.756","9.661","0.435","-0.171","-3.318","0"
"2007/12/01","00:00","21.892","19.222","18.549","9.622","9.532","0.514","-0.083","-2.734","0"
"2008/01/01","00:00","21.177","18.966","18.414","9.642","9.566","0.718","0.311","-2.311","0"
"2008/02/01","00:00","21.154","19.156","18.595","9.651","9.576","0.557","0.239","-1.953","0"
"2008/03/01","00:00","21.682","18.877","18.418","9.687","9.62","0.823","0.409","-2.215","0"
"2008/04/01","00:00","21.695","19.021","18.615","9.651","9.571","0.527","0.061","-3.055","0"
"2008/05/01","00:00","22.388","19.573","19.038","10.025","9.942","0.846","0.327","-2.688","0"
"2008/07/01","00:00","22.004","19.55","18.926","9.743","9.655","0.383","-0.158","-2.855","0"
"2008/08/01","00:00","21.817","19.471","18.923","9.825","9.72","0.518","0.101","-1.927","0"
"2008/09/01","00:00","20.708","19.14","18.71","9.747","9.66","0.609","0.216","-1.441","0"
"2008/10/01","00:00","21.84","19.235","18.841","9.953","9.865","0.888","0.432","-1.845","0"
"2008/11/01","00:00","22.696","19.284","18.762","9.907","9.82","0.878","0.337","-2.481","0"
"2008/12/01","00:00","22.722","19.012","18.421","9.707","9.615","0.81","0.209","-3.088","0"
"2009/02/01","00:00","22.371","19.392","18.848","9.911","9.84","0.832","0.511","-2.268","0"
"2009/03/01","00:00","21.321","19.146","18.706","9.704","9.609","0.511","0.16","-2.507","0"
"2009/04/01","00:00","21.262","19.313","18.916","9.901","9.824","0.731","0.232","-2.101","0"
"2009/05/01","00:00","21.518","19.277","18.841","9.773","9.686","0.531","-0.057","-2.635","0"
"2009/06/01","00:00","22.358","19.655","19.166","10.045","9.952","0.737","0.183","-2.376","0"
"2009/07/01","00:00","22.338","19.504","18.969","10.006","9.93","0.892","0.376","-2.924","0"
"2009/08/01","00:00","22.158","19.307","18.752","9.825","9.75","0.747","0.285","-2.491","0"
"2009/09/01","00:00","21.679","19.287","18.841","9.812","9.717","0.593","0.176","-2.235","0"
"2009/10/01","00:00","21.502","19.435","18.985","10.025","9.937","0.888","0.445","-1.671","0"
"2009/11/01","00:00","21.19","19.389","18.854","9.963","9.881","0.908","0.344","-1.294","0"
"2009/12/01","00:00","22.893","19.697","19.064","10.012","9.924","0.783","0.222","-1.861","0"
"2010/01/01","00:00","23.3","20.075","19.448","10.209","10.112","0.777","0.37","-2.675","0"
"2010/02/01","00:00","22.647","19.861","19.363","10.275","10.207","1.052","0.688","-2.94","0"
"2010/03/01","00:00","22.666","20.048","19.612","10.147","10.045","0.478","0.16","-2.461","0"
"2010/04/01","00:00","22.539","19.901","19.415","10.124","10.034","0.652","0.163","-2.232","0"
"2010/05/01","00:00","21.4","19.658","19.1","9.966","9.861","0.623","0.019","-1.254","0"
"2010/06/01","00:00","21.626","19.717","19.11","10.055","9.963","0.816","0.321","-1.979","0"
"2010/07/01","00:00","21.971","19.523","18.962","9.953","9.865","0.767","0.367","-2.265","0"
"2010/08/01","00:00","22.447","19.484","18.943","9.943","9.837","0.731","0.432","-2.507","0"
"2010/09/01","00:00","22.978","19.707","19.195","10.075","9.981","0.767","0.386","-2.343","0"
"2010/10/01","00:00","22.808","19.687","19.166","10.157","10.073","0.98","0.557","-2.245","0"
"2010/11/01","00:00","23.27","19.842","19.336","10.114","10.035","0.734","0.314","-2.721","0"
"2010/12/01","00:00","22.748","20.232","19.638","10.439","10.378","1.118","0.613","-0.811","0"
"2011/01/01","00:00","23.467","19.924","19.409","10.173","10.098","0.787","0.39","-2.209","0"
"2011/02/01","00:00","23.227","19.743","19.261","10.153","10.066","0.872","0.593","-2.304","0"
"2011/03/01","00:00","22.968","19.458","19.087","9.966","9.886","0.685","0.439","-3.305","0"
"2011/04/01","00:00","22.876","19.553","19.172","10.025","9.942","0.711","0.324","-3.282","0"
"2011/05/01","00:00","22.329","19.609","19.126","10.068","9.965","0.803","0.344","-2.77","0"
"2011/06/01","00:00","22.043","19.74","19.215","10.153","10.052","0.888","0.429","-1.346","0"
"2011/07/01","00:00","21.269","19.832","19.29","10.14","10.032","0.773","0.403","-1.087","0"
"2011/08/01","00:00","21.994","19.75","19.343","10.101","9.97","0.596","0.294","-2.468","0"
"2011/09/01","00:00","22.676","19.609","19.268","9.927","9.843","0.419","0.147","-2.744","0"
"2011/10/01","00:00","22.873","19.766","19.369","10.111","9.994","0.619","0.14","-2.924","0"
"2011/11/01","00:00","22.542","19.546","19.094","9.907","9.825","0.557","0.019","-2.977","0"
"2011/12/01","00:00","21.981","19.359","18.844","9.871","9.783","0.721","0.18","-2.399","0"
"2012/01/01","00:00","21.357","19.34","18.723","9.796","9.707","0.691","0.239","-1.871","0"
"2012/02/01","00:00","21.348","19.317","18.811","9.819","9.735","0.659","0.327","-1.408","0"
"2012/03/01","00:00","21.364","19.11","18.769","9.819","9.745","0.721","0.38","-2.53","0"
"2012/04/01","00:00","22.863","19.563","19.238","10.104","10.029","0.816","0.413","-2.212","0"
"2012/05/01","00:00","22.68","19.569","19.107","9.845","9.786","0.465","-0.027","-3.137","0"
"2012/06/01","00:00","23.123","19.861","19.33","10.117","10.016","0.701","0.189","-2.232","0"
"2012/07/01","00:00","22.276","19.848","19.29","10.006","9.922","0.554","0.101","-2.238","0"
"2012/08/01","00:00","21.656","19.671","19.182","9.966","9.856","0.531","0.124","-1.687","0"
"2012/09/01","00:00","21.453","19.336","18.949","9.865","9.761","0.573","0.242","-1.858","0"
"2012/10/01","00:00","22.591","19.441","19.081","10.104","10.012","0.941","0.501","-2.117","0"
"2012/11/01","00:00","22.653","19.576","19.166","10.002","9.902","0.639","0.134","-3.397","0"
"2012/12/01","00:00","22.712","19.609","19.189","10.127","10.032","0.875","0.393","-2.99","0"
"2013/01/01","00:00","22.853","19.553","19.028","9.878","9.791","0.554","0.14","-2.56","0"
"2013/02/01","00:00","22.352","19.563","19.13","9.878","9.804","0.478","0.219","-1.966","0"
"2013/03/01","00:00","22.388","20.245","19.884","10.301","10.207","0.531","0.239","-2.16","0"
"2013/04/01","00:00","22.082","19.796","19.451","9.891","9.796","0.143","-0.299","-3.239","0"
"2013/05/01","00:00","22.952","19.783","19.399","9.825","9.73","0.061","-0.431","-3.049","0"
"2013/06/01","00:00","22.916","19.973","19.523","10.032","9.935","0.347","-0.132","-2.94","0"
"2013/07/01","00:00","23.254","19.815","19.359","9.97","9.878","0.396","-0.03","-2.806","0"
"2013/08/01","00:00","22.279","19.704","19.205","9.996","9.924","0.642","0.258","-2.465","0"
"2013/09/01","00:00","21.439","19.533","19.136","9.986","9.886","0.636","0.291","-2.068","0"
"2013/10/01","00:00","21.636","19.464","19.081","10.002","9.915","0.75","0.311","-1.356","0"
"2013/11/01","00:00","21.827","19.517","19.035","9.848","9.768","0.501","-0.014","-2.379","0"
"2013/12/01","00:00","22.588","19.733","19.159","9.783","9.691","0.222","-0.257","-3.695","0"
"2014/01/01","00:00","23.355","20.039","19.435","9.924","9.829","0.222","-0.191","-3.577","0"
"2014/02/01","00:00","22.502","19.612","19.133","9.747","9.676","0.219","-0.07","-3.731","0"
"2014/03/01","00:00","22.391","19.717","19.386","9.783","9.684","-0.017","-0.29","-3.223","0"
"2014/04/01","00:00","21.718","19.881","19.494","9.924","9.832","0.17","-0.198","-2.032","0"
"2014/05/01","00:00","21.443","19.914","19.435","9.976","9.87","0.304","-0.227","-2.245","0"
"2014/06/01","00:00","22.479","19.819","19.29","9.924","9.809","0.327","-0.162","-2.655","0"
"2014/07/01","00:00","22.709","19.796","19.281","9.927","9.822","0.363","-0.017","-3.016","0"
"2014/08/01","00:00","22.525","19.661","19.212","9.881","9.774","0.337","0.068","-3.249","0"
"2014/09/01","00:00","22.25","19.55","19.146","9.809","9.701","0.255","-0.03","-2.95","0"
"2014/10/01","00:00","22.519","19.809","19.425","10.084","9.988","0.55","0.212","-2.376","0"
"2014/11/01","00:00","22.752","19.815","19.386","9.973","9.884","0.383","-0.034","-2.297","0"
"2014/12/01","00:00","22.207","19.874","19.373","9.95","9.871","0.373","-0.037","-2.225","0"
"2015/01/01","00:00","22.673","19.622","19.035","9.766","9.697","0.36","-0.047","-2.868","0"
"2015/02/01","00:00","23.503","19.533","19.189","9.747","9.65","0.111","-0.175","-3.767","0"
"2015/03/01","00:00","23.306","19.258","18.953","9.619","9.54","0.127","-0.116","-3.118","0"
"2015/04/01","00:00","22.545","19.612","19.307","9.852","9.765","0.222","-0.066","-3.088","0"
"2015/05/01","00:00","21.846","19.405","19.035","9.681","9.594","0.153","-0.244","-2.701","0"
"2015/06/01","00:00","21.111","19.553","19.113","9.829","9.724","0.334","-0.083","-1.608","0"
"2015/07/01","00:00","21.462","19.825","19.363","9.979","9.868","0.373","0.002","-2.019","0"
"2015/08/01","00:00","22.335","19.796","19.425","9.901","9.774","0.124","-0.155","-2.609","0"
"2015/09/01","00:00","22.414","19.533","19.245","9.868","9.755","0.265","0.016","-3.075","0"
"2015/10/01","00:00","23.28","19.74","19.379","9.966","9.863","0.347","-0.017","-3.19","0"
"2015/11/01","00:00","21.456","19.386","19.038","9.783","9.681","0.324","-0.194","-3.282","0"
"2015/12/01","00:00","21.8","19.422","19.005","9.871","9.774","0.544","-0.007","-2.042","0"
"2016/01/01","00:00","21.702","19.619","19.169","10.101","10.016","0.862","0.455","-1.451","0"
"2016/02/01","00:00","22.834","19.714","19.29","9.937","9.855","0.419","0.075","-2.288","0"
"2016/03/01","00:00","22.706","19.402","19.094","9.891","9.812","0.531","0.193","-2.544","0"
"2016/04/01","00:00","23.51","19.56","19.284","9.92","9.838","0.393","-0.014","-2.527","0"
"2016/05/01","00:00","23.26","19.71","19.34","9.855","9.789","0.239","-0.25","-2.658","0"
"2016/06/01","00:00","22.726","20.002","19.54","9.976","9.888","0.235","-0.267","-2.53","0"
"2016/07/01","00:00","21.774","19.917","19.435","9.94","9.848","0.262","-0.198","-2.219","0"
"2016/08/01","00:00","21.302","19.714","19.241","9.838","9.735","0.229","-0.181","-1.687","0"
"2016/09/01","00:00","21.79","19.566","19.169","9.848","9.738","0.308","-0.076","-2.225","0"
"2016/10/01","00:00","22.834","19.563","19.192","9.966","9.87","0.547","0.127","-2.53","0"
"2016/11/01","00:00","23.103","19.579","19.166","10.016","9.934","0.701","0.212","-3.236","0"
"2016/12/01","00:00","23.129","19.701","19.195","10.045","9.953","0.711","0.16","-2.688","0"
"2017/01/01","00:00","22.712","19.779","19.199","9.943","9.848","0.498","0.045","-2.947","0"
"2017/02/01","00:00","21.525","19.835","19.386","10.019","9.938","0.491","0.203","-2.297","0"
"2017/03/01","00:00","22.132","19.724","19.35","9.75","9.655","-0.04","-0.319","-2.685","0"
"2017/04/01","00:00","22.663","19.927","19.609","10.022","9.912","0.216","-0.148","-3.036","0"
"2017/05/01","00:00","23.306","20.127","19.73","10.189","10.078","0.426","-0.021","-2.829","0"
"2017/06/01","00:00","23.04","19.97","19.533","10.058","9.968","0.403","-0.07","-2.849","0"
"2017/07/01","00:00","22.47","19.74","19.294","9.966","9.87","0.445","0.048","-2.521","0"
"2017/08/01","00:00","22","19.5","19.058","9.92","9.845","0.632","0.235","-1.933","0"
"2017/09/01","00:00","21.085","19.514","19.179","9.996","9.891","0.603","0.265","-1.431","0"
"2017/10/01","00:00","21.813","19.517","19.169","9.947","9.878","0.59","0.186","-1.996","0"
"2017/11/01","00:00","22.499","19.638","19.251","9.993","9.894","0.534","0.052","-2.53","0"
"2018/01/01","00:00","23.316","19.792","19.185","9.642","9.558","-0.07","-0.545","-3.18","0"
"2018/02/01","00:00","22.922","19.418","18.956","9.619","9.548","0.14","-0.231","-3.183","0"
"2018/03/01","00:00","23.093","20.331","19.937","10.311","10.199","0.462","0.15","-2.163","0"
"2018/04/01","00:00","22.42","19.96","19.622","9.956","9.874","0.127","-0.257","-1.999","0"
"2018/05/01","00:00","22.138","19.914","19.428","9.93","9.827","0.226","-0.267","-2.858","0"
"2018/06/01","00:00","23.024","20.071","19.54","10.117","10.016","0.491","-0.034","-2.767","0"
"2018/07/01","00:00","22.584","19.743","19.208","9.868","9.75","0.291","-0.178","-3.114","0"
"2018/08/01","00:00","22.63","19.766","19.3","10.016","9.909","0.518","0.18","-2.986","0"
"2018/09/01","00:00","22.214","19.638","19.251","9.917","9.817","0.383","0.107","-2.596","0"
"2018/10/01","00:00","21.768","19.743","19.327","10.029","9.935","0.544","0.17","-1.946","0"
"2018/11/01","00:00","22.686","19.792","19.297","10.039","9.952","0.606","0.101","-1.704","0"
"2018/12/01","00:00","22.584","19.832","19.297","10.045","9.97","0.642","0.173","-2.402","0"
"2019/01/01","00:00","22.765","20.035","19.494","10.288","10.248","1.003","0.475","-3.173","0"
"2019/02/01","00:00","23.227","19.648","19.156","9.996","9.871","0.586","0.183","-3.541","0"
"2019/03/01","00:00","23.083","19.553","19.169","9.95","9.893","0.616","0.327","-2.717","0"
"2019/04/01","00:00","22.161","19.445","19.11","9.976","9.897","0.685","0.291","-1.943","0"
"2019/05/01","00:00","21.685","19.412","19.087","10.065","9.97","0.852","0.383","-1.707","0"
"2019/06/01","00:00","21.177","19.612","19.159","10.091","9.993","0.826","0.347","-1.175","0"
"2019/07/01","00:00","21.774","19.678","19.205","10.065","9.963","0.721","0.271","-1.855","0"
"2019/08/01","00:00","22.43","19.783","19.359","10.058","9.935","0.511","0.121","-2.783","0"
"2019/09/01","00:00","22.292","19.727","19.376","9.999","9.878","0.38","0.094","-3.101","0"
"2019/10/01","00:00","23.027","19.93","19.592","10.232","10.134","0.675","0.298","-2.419","0"
"2019/11/01","00:00","22.204","19.661","19.277","10.196","10.091","0.905","0.298","-1.976","0"
"2019/12/01","00:00","22.132","19.615","19.149","10.114","10.009","0.869","0.255","-1.474","0"
