Stock Name,,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic cod - Gulf of Maine,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic menhaden - Atlantic Coast,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Atlantic wolffish - Gulf of Maine / Georges Bank,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Haddock - Gulf of Maine,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,Pollock - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,White hake - Gulf of Maine / Georges Bank,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Winter flounder - Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine,Yellowtail flounder - Cape Cod / Gulf of Maine
,1957,,,,,,,,,,,,,,,,,629.4885864,0.417250007,99.85218811,2012610,629.4860229,0.340000004,108.4520035,2292970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126,,,,,,,,,,,,,,,,,,,
,1958,,,,,,,,,,,,,,,,,527.0769043,0.242019996,519.1466064,2305395,526.9609985,0.200000003,577.5289917,2625296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139,,,,,,,,,,,,,,,,,,,
,1959,,,,,,,,,,,,,,,,,682.1287231,0.31110999,75.26643372,2103762,682.1119995,0.25999999,81.27500153,2410722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064,,,,,,,,,,,,,,,,,,,
,1960,,,,,,,,,,,,,,,,,551.1011963,0.165889993,54.33184052,2640792,551.1409912,0.129999995,58.26599884,3028116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10401,,,,10401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039,,,,,,,,,,,,,,,,,,,
,1961,,,,,,,,,,,,,,,,,603.0717773,0.258890003,55.40386963,3455565,603.0540161,0.219999999,59.0019989,3939900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8220,,,,8220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422,,,,,,,,,,,,,,,,,,,
,1962,,,,,,,,,,,,,,,,,567.4421997,0.405559987,62.53781128,2465326,567.3029785,0.340000004,68.2440033,2845998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5110,,,12.19999981,6151,,,,6151,,,,,,,,,,,,,,,,,,,,,,,3262,,,,3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,
,1963,,,,,,,,,,,,,,,,,372.4631042,0.364080012,43.9716301,1612748,372.3739929,0.300000012,46.85200119,1890975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4789,50.70000076,0.090000004,4.460000038,6241,,,,6241,,,,,,,,,,,,,,,,,,,,36596,4.93900013,1.264000058,3792,0.131999999,3105,29585,3792,0.194000006,3193,23374,3561,0.209999993,3284,22503,3561,0.214000002,3300,22423,3792,0.310000002,3410,16736,4100,0.287,4359.100098,22579.09961,,,,,,,,,,,,,,,,,,,,,,,,,,4600,,,,,,,,,,,,,,,,,,,
,1964,,,,,,,,,,,,,,,,,290.8114014,0.317609996,68.97969818,1340184,290.7090149,0.25,73.81800079,1562204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453,18.82999992,0.159999996,0.370000005,9004,,,,9004,,,,,,,,,,,,,,,,,,,,41253,2.71600008,3.316999912,3063,0.164000005,2720,28526,3063,0.210999995,2752,22627,4424,0.215000004,2810,21827,4424,0.216999993,2841,21774,3063,0.289999992,2837,16157,3995,0.293000013,5753.600098,21712.40039,3045,,,,,,,,,,,,,,,1081,,,,,,,,,,2457,,,,,,,,,,,,,,,,,,,
,1965,,,,,,,,,,,,,,,,,298.4338989,0.343120009,65.10228729,1139466,298.3269958,0.280000001,70.16600037,1307389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363,17.63999939,0.150000006,0.039999999,8987,,,,8987,,,,,,,,,,,,,,,,,,,,36729,2.361999989,3.809999943,2735,0.156000003,3879,26798,2735,0.200000003,3889,21503,4050,0.202000007,3955,20906,4050,0.203999996,3991,20894,2735,0.270000011,3947,15574,3434,0.257999986,5255.200195,20822.09961,2617,3.920000076,0.5,,,,,,,,,,,,,665,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,
,1966,,,,,,,,,,,,,,,,,234.6351929,0.226530001,83.2181778,1214785,234.5720062,0.170000002,86.39099884,1360706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704,13.85999966,0.340000004,0,9908,,,,9908,,,,,,,,,,,,,,,,,,,,34323,1.794999957,5.486000061,1631,0.115999997,4507,25539,1631,0.145999998,4507,20769,2893,0.147,4568,20330,2893,0.148000002,4598,20359,1631,0.200000003,4505,15298,2051,0.147,6148.100098,20446,1563,3.950000048,0.300000012,,,,,,,,,,,,,785,,,,,,,,,,2135,,,,,,,,,,,,,,,,,,,
,1967,,,,,,,,,,,,,,,,,206.1286011,0.165920004,35.88856125,1609255,206.102005,0.129999995,36.25500107,1759998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496,16.85000038,0.340000004,0,8477,,,,8477,,,,,,,,,,,,,,,,,,,,23317,1.309999943,6.514999866,1275,0.093999997,4792,25403,1275,0.115000002,4764,21108,2324,0.115000002,4838,20763,2324,0.115999997,4885,20844,1275,0.150000006,4807,15999,1498,0.094999999,7430.200195,21676.09961,1142,3.460000038,0.25,,,,,,,,,,,,,803,,,,,,,,,,2391,,,,,,,,,,,,,,,,,,,
,1968,,,,,,,,,,,,,,,,,245.6884003,0.208519995,49.63135147,1950488,245.6620026,0.170000002,49.27099991,2092329,116.3899994,0.033,274,3987,116.3899994,0.033,280,4072,116.1999969,0.033,289,4242,116.2200012,0.033,298,4510,116.2200012,0.035,302,4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3557,15.47999954,0.230000004,0,5152,,,,5152,,,,,,,,,,,,,,,,,,,,22845,2.654000044,1.968000054,1280,0.093000002,5833,26202,1280,0.112000003,5705,22344,2446,0.111000001,5783,22044,2446,0.112000003,5833,22176,1280,0.140000001,5745,17541,1699,0.092,8005.700195,24206.40039,1295,2.660000086,0.360000014,,,,,,,,,,,,,864,,,,,,,,,,2181,,,,,,,,,,,,,,,,,,,
,1969,,,,,,,,,,,,,,,,,173.1381073,0.184530005,59.49087906,1662090,173.1390076,0.150000006,57.8409996,1758418,165.0299988,0.046999998,1376,3878,165.0299988,0.046999998,1278,3963,163.3000031,0.046999998,949,4132,163.2799988,0.046999998,836,4401,163.2799988,0.050000001,657,4467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413,12.85000038,0.180000007,0.039999999,9836,,,,9836,,,,,,,,,,,,,,,,,,,,25043,3.424000025,2.868999958,1381,0.086000003,5102,27531,1381,0.100000001,4942,24080,2398,0.100000001,5002,23828,2398,0.100000001,5039,24010,1381,0.119999997,4948,19600,1815,0.081,8304.900391,27744.80078,1383,4.119999886,0.25,,,,,,,,,,,,,975,,,,,,,,,,1722,,,,,,,,,,,,,,,,,,,
,1970,,,,,,,,,,,,,,,,,281.6987,0.271519989,29.07588005,1630415,281.7290039,0.239999995,28.73900032,1680491,155.6999969,0.046999998,292,3733,155.6999969,0.046999998,300,3817,154.8000031,0.046999998,318,3987,154.8300018,0.046999998,331,4256,154.8300018,0.050000001,340,4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562,7.349999905,0.129999995,0,11555,0.128000006,33900,361598,11555,0.135000005,38300,416000,11555,0.135000005,34100,358000,11555,0.119000003,33600,366000,11555,0.119999997,26600,262000,11555,0.109999999,28700,297000,23771,1.699000001,7.048999786,1859,0.103,6632,29388,1859,0.119000003,6441,26272,3077,0.116999999,6524,26086,3077,0.118000001,6582,26319,1859,0.140000001,6460,22119,2799,0.104999997,8589.099609,32769.60156,2133,6.110000134,0.25999999,,,,,,,,,,,,,1092,,,,,,,,,,1710,,,,,,,,,,,,,,,,,,,
,1971,,,,,,,,,,,,,,,,,264.7301025,0.27809,65.01325226,1857219,264.7999878,0.25999999,62.48199844,1859593,173.0599976,0.055,159,3603,173.0599976,0.055,161,3688,172.8000031,0.054000001,163,3859,172.8000031,0.054000001,167,4128,172.8000031,0.057999998,170,4198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,8.140000343,0.140000001,1.179999948,14319,0.147,36160,386881,14319,0.158999994,41800,445000,14319,0.158999994,36900,379000,14319,0.137999997,31500,404000,14319,0.140000001,25000,287000,14319,0.119999997,27000,327000,27275,2.188999891,6.945000172,2636,0.119000003,8055,31196,2636,0.135000005,7863,28290,3757,0.134000003,7949,28199,3757,0.134000003,8006,28487,2636,0.159999996,7867,24444,3801,0.123999998,8508.099609,38323.10156,2897,8.050000191,0.270000011,,,,,,,,,,,,,1113,,,,,,,,,,2418,,,,,,,,,,,,,,,,,,,
,1972,,,,,,,,,,,,,,,,,378.4092102,0.637809992,60.50405884,1488976,378.6069946,0.569999993,57.19100189,1471952,246.5399933,0.082000002,2452,3466,246.5399933,0.081,2377,3552,243.8999939,0.079000004,2101,3724,243.9400024,0.079000004,1952,3996,243.9400024,0.083999999,1597,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936,3.039999962,0.150000006,0.01,12995,0.104999997,52850,375920,12995,0.114,65600,431000,12995,0.114,57200,359000,12995,0.104000002,66000,392000,12995,0.109999999,53300,277000,12995,0.100000001,57500,316000,33219,3.279000044,3.969000101,3023,0.116999999,5076,32972,3023,0.130999997,5006,30164,3911,0.128999993,5049,30113,3911,0.128999993,5075,30460,3023,0.150000006,5025,26504,4127,0.120999999,8153.100098,43717.89844,3145,7.599999905,0.310000002,,,,,,,,,,,,,1085,,,,,,,,,,1821,,,,,,,,,,,,,,,,,,,
,1973,,,,,,,,,,,,,,,,,363.8216858,0.65872997,75.96024323,1002075,363.9450073,0.600000024,71.81199646,969393,245.6999969,0.088,310,3272,245.6999969,0.086999997,316,3359,242.6000061,0.085000001,326,3537,242.6300049,0.083999999,338,3877,242.6300049,0.089000002,350,3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,8.579999924,0.079999998,1.690000057,13080,0.119999997,24258,309092,13080,0.129999995,27600,354000,13080,0.129999995,23800,288000,13080,0.129999995,24100,316000,13080,0.129999995,19500,224000,13080,0.119999997,20900,254000,43176,4.037000179,3.239000082,3189,0.112000003,4629,35690,3189,0.123999998,4603,32863,4025,0.123000003,4644,32810,4025,0.123000003,4663,33215,3189,0.140000001,4652,29261,4462,0.122000001,8232.5,48527.30078,3401,7.75,0.330000013,,,,,,,,,,,,,1080,,,,,,,,,,1724,,,,,,,,,,,,,,,,,,,
,1974,,,,,,,,,,,,,,,,,307.7056885,0.518249989,127.8469009,1027031,307.7139893,0.479999989,122.1640015,966629,356.1000061,0.137999997,608,3112,356.1000061,0.136000007,629,3199,352.7999878,0.133000001,690,3399,352.7900085,0.131999999,737,3837,352.7900085,0.141000003,805,3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,3.349999905,0.170000002,0.219999999,12014,0.085000001,17919,303827,12014,0.090999998,21600,351000,12014,0.090999998,18600,284000,12014,0.093999997,25200,308000,12014,0.090000004,20700,218000,12014,0.090000004,22000,248000,37755,1.542000055,8.036999702,3850,0.125,5582,38303,3850,0.138999999,5553,35461,4748,0.136000007,5614,35493,4748,0.136000007,5645,35949,3850,0.159999996,5673,31960,5255,0.140000001,8625,53073.80078,4005,7.820000172,0.379999995,,,,,,,,,,,,,885,,,,,,,,,,2358,,,,,,,,,,,,,,,,,,,
,1975,,,,,,,,,,,,,,,,,272.5332947,0.377959996,196.7949982,829819.375,272.5280151,0.360000014,189.7769928,767315,314.5700073,0.123999998,1948,3318,314.5700073,0.123000003,1805,3361,313.1000061,0.123999998,1413,3440,313.1199951,0.123999998,1265,3676,313.1199951,0.133000001,997,3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,8.619999886,0.180000007,1.75999999,13482,0.079999998,19937,330291,13482,0.082000002,25300,387000,13482,0.082000002,21600,312000,13482,0.090000004,25300,336000,13482,0.090000004,21200,240000,13482,0.079999998,22400,271000,39033,1.493999958,9.284000397,3714,0.114,4596,39573,3714,0.126000002,4541,36770,4575,0.123999998,4589,36949,4575,0.123999998,4617,37447,3714,0.140000001,4666,33441,5010,0.131999999,8662.700195,56709.5,3818,6.960000038,0.409999996,,,,,,,,,,,,,1181,,,,,,,,,,2220,,,,,,,,,,,,,,,,,,,
,1976,,,,,,,,,,,,,,,,,360.3059998,0.399210006,150.6918945,806160.3125,360.2749939,0.370000005,144.25,742812,405.0899963,0.149000004,712,3410,405.0899963,0.151999995,769,3431,401.8999939,0.158000007,870,3386,401.9299927,0.160999998,930,3754,401.9299927,0.177000001,977,3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,8.039999962,0.289999992,3.349999905,12731,0.07,22446,331086,12731,0.052000001,29300,392000,12731,0.052000001,25000,321000,12731,0.089000002,28800,333000,12731,0.090000004,24500,239000,12731,0.079999998,25800,270000,37608,8.567000389,1.562000036,4156,0.123000003,4751,40376,4156,0.136000007,4675,37584,5130,0.133000001,4716,37830,5130,0.133000001,4741,38353,4156,0.150000006,4819,34399,5641,0.148000002,8284.400391,59520.60156,4299,6.489999771,0.5,,,,,,,,,,,,,1465,,,,,,,,,,3945,,,,,,,,,,,,,,,,,,,
,1977,,,,,,,,,,,,,,,,,364.0067139,0.300830007,157.8560944,874503.375,364.0190125,0.280000001,152.3390045,809988,393.9899902,0.135000005,714,3277,393.9899902,0.137999997,710,3286,393.7999878,0.150000006,674,3259,393.7600098,0.156000003,678,3940,393.7600098,0.177000001,666,3771,3256.100098,9348,0.593999982,6546,3256.100098,0.546000004,6756,9716,3256,0.552999973,6623,9655,3256.100098,0.532000005,6269.899902,9836,3256.100098,0.550000012,5996.899902,9438,3230.100098,1.940000057,6599,9077,3230.100098,0.419999987,6599,9306,3322,8.75,0.389999986,0.01,15516,0.093999997,15836,317723,15516,0.068999998,18400,381000,15516,0.068999998,15800,315000,15516,0.112000003,26300,316000,15516,0.109999999,22600,228000,15516,0.100000001,23700,256000,38316,5.627999783,2.891000032,5022,0.158000007,6287,39977,5022,0.173999995,6205,37207,6455,0.172000006,6266,37412,6455,0.171000004,6302,37936,5022,0.189999998,6439,34117,7196,0.193000004,8618.599609,60869.39844,5484,6.789999962,0.610000014,,,,,,,,,,,,,2161,,,,,,,,,,3722,,,,,,,,,,,,,,,,,,,
,1978,,,,,,,,,,,,,,,,,369.7185059,0.302940011,118.2834015,998179.5,369.7659912,0.280000001,114.9749985,929625,606.4500122,0.196999997,562,4052,606.4500122,0.204999998,569,4024,605.2000122,0.231999993,564,3912,605.2399902,0.246999994,575,4159,605.2399902,0.294999987,571,3924,5023.5,12855,0.630999982,1578,5023.5,0.623000026,1628,13726,5023,0.629999995,1581,13582,5023.5,0.601999998,1605.199951,13844.2002,5023.5,0.620000005,1476.099976,13392.40039,4382.5,0.5,1916,13036,4382.5,0.540000021,1916,13228,5179,20.93000031,0.409999996,0.370000005,21512,0.148000002,13729,298303,21512,0.105999999,14100,364000,21512,0.105999999,11900,301000,21512,0.172999993,8660,299000,21512,0.170000002,7310,216000,21512,0.159999996,7620,243000,45307,3.861999989,5.776000023,4901,0.158999994,6134,38720,4901,0.174999997,6080,35960,6232,0.172999993,6156,36120,6232,0.172999993,6202,36643,4901,0.189999998,6369,32932,6630,0.182999998,10590.5,60131.5,5053,8.119999886,0.469999999,,,,,,,,,,,,,2194,,,,,,,,,,4471,,,,,,,,,,,,,,,,,,,
,1979,,,,,,,,,,,,,,,,,388.0349121,0.32288,155.1192017,1025373,388.1210022,0.289999992,150.2180023,954737,663.9000244,0.193000004,318,4269,663.9000244,0.202999994,322,4223,656.5,0.237000003,326,3948,656.4899902,0.261000007,332,4284,656.4899902,0.335999995,331,3983,4387.600098,14740,0.510999978,6606,4687.600098,0.504000008,6813,15505,4388,0.50999999,6642,15284,4387.600098,0.488999993,6387.5,15700.7002,4387.600098,0.5,6047.799805,15177.90039,4130.600098,0.25,7024,15207,4130.600098,0.159999996,7024,15321,4879,13.72000027,0.340000004,0.5,17645,0.145999998,32018,297021,17645,0.108999997,29800,368000,17645,0.108999997,25600,309000,17645,0.156000003,17700,302000,17645,0.150000006,15400,217000,17645,0.140000001,16100,244000,46632,4.073999882,4.528999805,4096,0.143999994,3436,37830,4096,0.158999994,3419,35091,5551,0.157000005,3450,35229,5551,0.157000005,3466,35748,4096,0.180000007,3587,32197,5641,0.155000001,6422.200195,59291.60156,4299,8.170000076,0.389999986,,,,,,,,,,,,,2021,,,,,,,,,,4939,,,,,,,,,,,,,,,,,,,
,1980,,,,,,,,,,,,,,,,,426.8775024,0.451209992,108.1458969,1015059,427.0589905,0.409999996,104.5690002,946764,837.6099854,0.229000002,460,4287,837.6099854,0.240999997,469,4242,826.5,0.287,491,4009,826.460022,0.323000014,496,4481,826.460022,0.44600001,497,4112,6520.600098,14204,0.726000011,7305,6520.600098,0.72299999,7541,14876,6521,0.727999985,7324,14617,6520.600098,0.711000025,6836.399902,15043.40039,6520.600098,0.720000029,6435.200195,14400,6317.600098,0.280000001,6908,15158,6317.600098,0.280000001,6908,15265,7473,9.840000153,0.5,0.5,22201,0.237000003,36646,270185,22201,0.156000003,30100,340000,22201,0.156000003,26400,287000,22201,0.239999995,38100,284000,22201,0.239999995,34000,203000,22201,0.219999999,35300,229000,55428,2.647000074,8.892999649,4868,0.169,6256,36804,4868,0.186000004,6293,34198,6406,0.185000002,6312,34289,6406,0.184,6310,34794,4868,0.200000003,6571,31565,6630,0.182999998,10588.40039,59166.39844,5053,9.010000229,0.419999987,,,,,,,,,,,,,2437,,,,,,,,,,6167,,,,,,,,,,,,,,,,,,,
,1981,,,,,,,,,,,,,18092,,7769,,403.8557129,0.497909993,153.9429016,727901.6875,403.8150024,0.449999988,149.6490021,673445,680.4099731,0.181999996,193,4683,680.4099731,0.194000006,196,4580,672.5,0.233999997,198,4221,672.4500122,0.264999986,202,4522,672.4299927,0.377999991,204,4113,6282.299805,14000,0.628000021,4885,6282.299805,0.621999979,5036,14750,6265,0.625999987,4876,14348,6264.5,0.638000011,4918.399902,14505.59961,6264.5,0.649999976,4612.299805,13675.2998,5720.399902,0.270000011,3955,14750,5720.399902,0.300000012,3955,14864,6239,9.340000153,0.569999993,0.050000001,26414,0.321999997,27719,264796,26414,0.191,23700,335000,23370,0.191,18300,284000,22879,0.275999993,26100,256000,22879,0.280000001,23300,182000,22975,0.25999999,24200,205000,58904,1.082999945,20.37700081,5982,0.223000005,5008,34812,5982,0.244000003,5069,32385,7665,0.241999999,5087,32510,7665,0.241999999,5077,32995,5982,0.270000011,5315,30073,8428,0.240999997,9466.200195,58458.39844,6423,9,0.540000021,,,,,,,,,,,,,2407,,,,,,,,,,4174,,,,,,,,,,,,,,,,,,,
,1982,17534,17534,17092,17092,18442.59961,0.899999976,11968,23675,16712.69922,0.546500027,7857,25587,15607,0.64380002,7539,23987,402.2876892,0.501909971,66.91114807,665035.6875,401.9500122,0.419999987,63.13199997,614907,848.1900024,0.193000004,1068,4978,848.1900024,0.206,1041,4868,784.5999756,0.237000003,922,4427,784.5599976,0.270000011,891,4629,783.9299927,0.382999986,830,4201,6933.600098,13672,0.699999988,999,6933.600098,0.694000006,1029,14390,6942,0.700999975,990,14044,6941.700195,0.697000027,854.2000122,13849.2002,6941.700195,0.709999979,773.9000244,13067.5,5637,0.430000007,606,13822,5637,0.439999998,606,13904,6998,4.159999847,0.889999986,0.560000002,23697,0.296000004,16699,251751,23697,0.159999996,17300,321000,21641,0.159999996,15200,269000,20787,0.272000015,11100,241000,20787,0.270000011,9600,169000,20909,0.25,9980,191000,52814,1.363999963,14.27099991,6178,0.277999997,5794,31572,6178,0.301999986,5848,29348,8323,0.298999995,5875,29495,8323,0.298999995,5880,29948,6178,0.330000013,6192,27260,9112,0.275999993,10720.2998,56131,6945,9.090000153,0.569999993,7953,,,7953,,,,,,,,,2793,6178,5034.248535,0.776300013,8678.860352,4776,,,,,4035,,,,,,,,,,,,,,,,,,,
