"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"1973/06/01","00:00","11.616","NaN","9.297","4.897","4.697","0.084","NaN","-2.006","0"
"1973/07/01","00:00","11.524","NaN","9.487","4.966","4.776","0.054","NaN","-2.045","0"
"1973/08/01","00:00","11.094","NaN","9.526","4.946","4.864","0.215","NaN","-1.304","0"
"1973/09/01","00:00","10.894","NaN","9.455","4.926","4.907","0.365","NaN","-1.205","0"
"1973/10/01","00:00","10.986","NaN","9.316","4.907","4.897","0.465","NaN","-1.064","0"
"1973/11/01","00:00","10.976","NaN","9.116","4.634","4.615","0.117","NaN","-1.953","0"
"1973/12/01","00:00","11.895","NaN","9.136","4.654","4.625","0.107","NaN","-2.016","0"
"1974/01/01","00:00","11.767","NaN","9.215","4.677","4.644","0.074","NaN","-2.656","0"
"1974/02/01","00:00","12.154","NaN","9.224","4.746","4.687","0.136","NaN","-1.734","0"
"1974/03/01","00:00","11.186","NaN","8.995","4.395","4.516","0.035","NaN","-2.344","0"
"1974/04/01","00:00","11.147","NaN","9.185","4.874","4.736","0.284","NaN","-1.363","0"
"1974/05/01","00:00","11.646","NaN","9.444","4.854","4.805","0.166","NaN","-1.255","0"
"1974/06/01","00:00","11.924","NaN","9.464","4.815","4.805","0.146","NaN","-1.494","0"
"1974/07/01","00:00","11.626","NaN","9.516","4.956","4.926","0.346","NaN","-1.855","0"
"1974/08/01","00:00","11.577","NaN","9.224","4.707","4.697","0.156","NaN","-1.734","0"
"1974/09/01","00:00","11.475","NaN","9.497","4.936","4.907","0.317","NaN","-1.514","0"
"1974/10/01","00:00","11.065","NaN","9.057","4.575","4.556","0.045","NaN","-2.035","0"
"1974/11/01","00:00","11.856","NaN","9.434","4.874","4.864","0.284","NaN","-1.324","0"
"1974/12/01","00:00","12.295","NaN","9.497","4.815","4.795","0.097","NaN","-1.953","0"
"1975/01/01","00:00","11.787","NaN","9.336","4.664","4.644","-0.054","NaN","-2.275","0"
"1975/02/01","00:00","11.934","NaN","9.267","4.707","4.677","0.074","NaN","-2.534","0"
"1975/03/01","00:00","11.577","NaN","9.487","4.805","4.776","0.054","NaN","-2.334","0"
"1975/04/01","00:00","11.445","NaN","9.497","4.887","4.825","0.156","NaN","-2.114","0"
"1975/05/01","00:00","11.114","NaN","9.405","4.854","4.825","0.245","NaN","-1.396","0"
"1975/06/01","00:00","10.855","NaN","9.497","4.966","4.936","0.376","NaN","-1.114","0"
"1975/07/01","00:00","11.285","NaN","9.424","4.926","4.887","0.346","NaN","-1.363","0"
"1975/08/01","00:00","11.465","NaN","9.454","4.976","4.907","0.346","NaN","-1.675","0"
"1975/09/01","00:00","11.167","NaN","9.346","4.844","4.746","0.156","NaN","-1.865","0"
"1975/10/01","00:00","11.616","NaN","9.736","5.186","5.084","0.425","NaN","-1.914","0"
"1975/11/01","00:00","11.856","NaN","9.825","5.205","5.176","0.517","NaN","-1.694","0"
"1975/12/01","00:00","11.675","NaN","9.634","5.005","4.986","0.337","NaN","-1.675","0"
"1976/01/01","00:00","11.416","NaN","9.536","4.936","4.917","0.294","NaN","-1.806","0"
"1976/02/01","00:00","12.075","NaN","9.556","4.854","4.815","0.074","NaN","-2.104","0"
"1976/03/01","00:00","13.266","NaN","9.526","4.874","4.844","0.156","NaN","-2.465","0"
"1976/04/01","00:00","11.705","NaN","9.785","5.127","5.107","0.425","NaN","-2.206","0"
"1976/05/01","00:00","11.455","NaN","9.644","5.005","4.976","0.307","NaN","-2.245","0"
"1976/06/01","00:00","11.964","NaN","9.654","5.005","4.986","0.317","NaN","-1.514","0"
"1976/07/01","00:00","11.915","NaN","9.936","5.245","5.186","0.425","NaN","-0.956","0"
"1976/08/01","00:00","11.396","NaN","9.874","5.127","5.074","0.284","NaN","-0.835","0"
"1976/09/01","00:00","11.705","10.176","9.835","5.195","5.146","0.455","0.264","-1.455","0"
"1976/10/01","00:00","11.744","9.986","9.664","5.045","5.015","0.376","0.025","-2.285","0"
"1976/11/01","00:00","NaN","NaN","9.585","5.045","5.015","0.445","NaN","NaN","5"
"1976/12/01","00:00","12.554","NaN","9.395","4.836","4.805","0.205","NaN","-2.206","5"
"1977/01/01","00:00","12.256","10.025","9.516","4.917","4.864","0.215","-0.165","-1.744","0"
"1977/02/01","00:00","11.106","10.015","9.566","4.825","4.795","0.025","-0.175","-1.235","0"
"1977/03/01","00:00","11.846","NaN","9.726","5.084","5.054","0.396","NaN","-1.524","5"
"1977/04/01","00:00","12.736","9.966","9.654","4.907","4.907","0.156","-0.156","-1.994","0"
"1977/05/01","00:00","12.155","10.366","9.936","5.195","5.156","0.376","0.035","-1.845","0"
"1977/06/01","00:00","12.086","10.517","10.045","5.327","5.264","0.484","0.117","-1.764","0"
"1977/07/01","00:00","12.126","10.284","9.835","5.097","5.054","0.274","-0.044","-1.655","0"
"1977/08/01","00:00","11.265","10.176","9.785","5.225","5.074","0.366","0.156","-1.186","0"
"1977/09/01","00:00","11.276","10.146","9.854","5.264","5.225","0.596","0.386","-1.005","0"
"1977/10/01","00:00","12.166","10.074","9.776","5.186","5.156","0.537","0.225","-1.255","0"
"1977/11/01","00:00","12.155","10.084","9.654","5.097","5.074","0.494","0.156","-1.465","0"
"1977/12/01","00:00","11.896","10.115","9.705","5.155","5.126","0.555","0.146","-3.195","0"
"1978/01/01","00:00","13.936","NaN","9.664","4.995","4.966","0.264","NaN","-2.554","0"
"1978/02/01","00:00","14.126","10.535","10.095","5.265","5.225","0.365","0.126","-1.575","0"
"1978/03/01","00:00","11.336","9.905","9.566","4.836","4.796","0.035","-0.215","-2.275","0"
"1978/04/01","00:00","11.486","10.146","9.844","5.127","5.074","0.307","-0.014","-1.385","0"
"1978/05/01","00:00","11.765","10.117","9.805","5.054","4.995","0.195","-0.136","-1.744","0"
"1978/06/01","00:00","11.885","NaN","9.736","5.054","4.995","0.255","NaN","-1.796","0"
"1978/07/01","00:00","11.705","10.074","9.644","5.064","4.976","0.307","-0.014","-2.025","0"
"1978/08/01","00:00","11.925","10.025","9.644","5.195","5.015","0.386","0.107","-1.635","0"
"1978/09/01","00:00","11.225","9.887","9.634","5.127","5.035","0.445","0.176","-1.305","0"
"1978/10/01","00:00","11.325","9.785","9.536","4.966","4.936","0.337","0.005","-1.244","0"
"1978/11/01","00:00","11.845","9.907","9.566","4.956","4.926","0.294","-0.113","-1.695","0"
"1978/12/01","00:00","11.725","10.135","9.686","4.945","4.925","0.175","-0.275","-2.084","0"
"1979/01/01","00:00","13.026","10.415","9.956","5.107","5.084","0.225","-0.126","-1.974","0"
"1979/02/01","00:00","NaN","9.946","9.516","4.844","4.815","0.116","-0.136","NaN","11"
"1979/03/01","00:00","11.745","9.936","9.595","4.796","4.745","-0.095","-0.334","-2.034","0"
"1979/04/01","00:00","11.895","10.074","9.726","5.015","4.976","0.225","-0.103","-1.104","0"
"1979/05/01","00:00","11.316","10.015","9.605","4.956","4.926","0.245","-0.146","-1.084","0"
"1979/06/01","00:00","11.666","10.054","9.634","4.995","4.966","0.284","-0.113","-1.624","0"
"1979/07/01","00:00","11.495","10.095","9.646","5.055","5.015","0.396","0.066","-1.615","0"
"1979/08/01","00:00","11.885","10.136","9.707","5.084","5.035","0.366","0.115","-1.715","0"
"1979/09/01","00:00","12.195","9.995","9.585","4.946","4.907","0.225","-0.074","-1.615","0"
"1979/10/01","00:00","12.166","10.025","9.664","5.025","4.976","0.294","0.054","-1.905","0"
"1979/11/01","00:00","11.256","9.854","9.487","4.805","4.766","0.054","-0.274","-1.795","0"
"1979/12/01","00:00","10.925","9.844","9.346","4.677","4.644","-0.054","-0.445","-1.764","0"
"1980/01/01","00:00","11.776","9.874","9.336","4.707","4.677","0.015","-0.284","-2.255","0"
"1980/02/01","00:00","11.945","9.946","9.516","4.825","4.785","0.064","-0.146","-2.264","0"
"1980/03/01","00:00","12.006","9.785","9.415","4.716","4.664","-0.074","-0.336","-2.925","0"
"1980/04/01","00:00","11.725","9.946","9.644","4.926","4.887","0.136","-0.136","-2.314","0"
"1980/05/01","00:00","11.695","10.175","9.796","5.135","5.106","0.416","0.055","-1.784","0"
"1980/06/01","00:00","11.205","10.127","9.707","5.054","5.015","0.327","-0.093","-1.744","0"
"1980/07/01","00:00","11.466","10.216","9.776","5.055","5.026","0.265","-0.055","-1.115","0"
"1980/08/01","00:00","11.265","10.127","9.785","5.015","4.986","0.186","-0.014","-1.425","0"
"1980/09/01","00:00","11.805","9.865","9.555","4.905","4.876","0.186","-0.014","-1.784","0"
"1980/10/01","00:00","12.535","9.845","9.506","4.905","4.876","0.236","-0.064","-2.314","0"
"1980/11/01","00:00","12.006","9.926","9.546","4.926","4.907","0.264","-0.156","-1.914","0"
"1980/12/01","00:00","11.106","9.655","9.195","4.686","4.655","0.115","-0.305","-2.394","0"
"1981/01/01","00:00","11.066","9.707","9.205","4.716","4.687","0.166","-0.234","-1.584","0"
"1981/02/01","00:00","11.765","9.815","9.395","4.707","4.677","-0.044","-0.336","-2.255","0"
"1981/03/01","00:00","12.336","10.064","9.726","5.146","5.117","0.504","0.215","-1.325","0"
"1981/04/01","00:00","11.236","9.654","9.336","4.716","4.677","0.025","-0.346","-2.575","0"
"1981/05/01","00:00","11.745","10.035","9.707","4.995","4.966","0.215","-0.165","-2.115","0"
"1981/06/01","00:00","11.986","10.307","9.844","5.146","5.117","0.386","-0.024","-1.925","0"
"1981/07/01","00:00","11.325","10.136","9.664","4.986","4.966","0.264","-0.113","-2.144","0"
"1981/08/01","00:00","10.776","9.966","9.566","4.976","4.946","0.327","-0.005","-1.195","0"
"1981/09/01","00:00","11.146","10.054","9.716","5.176","5.156","0.596","0.346","-0.845","0"
"1981/10/01","00:00","11.546","9.726","9.365","4.917","4.897","0.415","0.097","-1.764","0"
"1981/11/01","00:00","11.686","9.966","9.575","5.107","5.097","0.615","0.166","-2.025","0"
"1981/12/01","00:00","12.345","10.064","9.615","5.084","5.064","0.527","0.097","-1.885","0"
"1982/01/01","00:00","12.554","9.785","9.254","4.716","4.697","0.146","-0.185","-1.826","0"
"1982/02/01","00:00","10.816","9.585","9.155","4.585","4.566","-0.024","-0.284","-2.075","0"
"1982/03/01","00:00","10.927","9.575","9.185","4.615","4.575","-0.024","-0.303","-2.154","0"
"1982/04/01","00:00","10.976","9.605","9.254","4.634","4.605","-0.054","-0.415","-2.026","0"
"1982/05/01","00:00","11.587","9.825","9.497","4.864","4.854","0.215","-0.165","-1.845","0"
"1982/06/01","00:00","11.944","10.176","9.756","5.146","5.136","0.517","0.136","-1.655","0"
"1982/07/01","00:00","11.846","9.956","9.487","4.986","4.956","0.415","0.045","-1.474","0"
"1982/08/01","00:00","11.236","9.854","9.405","4.966","4.936","0.465","0.166","-1.484","0"
"1982/09/01","00:00","11.026","9.664","9.297","4.854","4.825","0.356","0.084","-0.976","0"
"1982/10/01","00:00","11.295","9.864","9.566","5.054","5.025","0.494","0.195","-0.913","0"
"1982/11/01","00:00","11.396","9.634","9.224","4.716","4.687","0.136","-0.303","-1.186","0"
"1982/12/01","00:00","11.485","9.887","9.415","4.825","4.805","0.195","-0.254","-2.193","0"
"1983/01/01","00:00","11.924","9.897","9.405","4.785","4.756","0.117","-0.284","-2.183","0"
"1983/02/01","00:00","11.724","9.995","9.575","5.035","5.005","0.435","0.146","-1.875","0"
"1983/03/01","00:00","11.806","10.195","9.835","5.205","5.166","0.494","0.215","-1.684","0"
"1983/04/01","00:00","11.544","10.186","9.795","5.215","5.166","0.547","0.176","-0.854","0"
"1983/05/01","00:00","11.396","10.054","9.615","5.127","5.117","0.606","0.136","-0.854","0"
"1983/06/01","00:00","11.505","10.005","9.507","4.986","5.035","0.566","0.127","-1.376","0"
"1983/07/01","00:00","11.816","10.097","9.605","5.117","5.107","0.596","0.205","-1.514","0"
"1983/08/01","00:00","11.987","10.035","9.556","5.074","5.045","0.527","0.215","-1.606","0"
"1983/09/01","00:00","11.734","9.897","9.464","4.976","4.936","0.415","0.074","-1.474","0"
"1983/10/01","00:00","11.826","9.874","9.487","5.054","5.015","0.547","0.166","-1.333","0"
"1983/11/01","00:00","12.315","10.245","9.795","5.284","5.264","0.737","0.346","-0.884","0"
"1983/12/01","00:00","11.665","9.946","9.415","4.907","4.874","0.346","-0.054","-1.773","0"
"1984/01/01","00:00","11.675","9.664","9.106","4.677","4.654","0.205","-0.146","-2.305","0"
"1984/02/01","00:00","11.895","9.815","9.306","4.825","4.805","0.307","-0.014","-1.524","0"
"1984/03/01","00:00","11.626","9.854","9.395","4.946","4.917","0.445","0.156","-2.065","0"
"1984/04/01","00:00","12.125","10.166","9.785","5.255","5.225","0.665","0.386","-1.245","0"
"1984/05/01","00:00","11.186","9.946","9.497","4.995","4.966","0.435","0.045","-1.435","0"
"1984/06/01","00:00","11.426","10.074","9.556","5.097","5.035","0.517","0.107","-1.255","0"
"1984/07/01","00:00","11.065","9.986","9.487","4.917","4.887","0.284","-0.083","-1.376","0"
"1984/08/01","00:00","11.356","10.064","9.644","5.064","5.035","0.425","0.176","-1.494","0"
"1984/09/01","00:00","11.336","9.746","9.356","4.887","4.854","0.356","0.074","-2.034","0"
"1984/10/01","00:00","11.566","9.795","9.424","5.025","4.986","0.556","0.225","-1.925","0"
"1984/11/01","00:00","11.236","9.835","9.395","5.045","5.025","0.665","0.235","-1.914","0"
"1984/12/01","00:00","11.606","9.585","9.044","4.756","4.726","0.405","-0.024","-1.775","0"
"1985/01/01","00:00","11.236","9.664","9.165","4.874","4.844","0.537","0.156","-1.885","0"
"1985/02/01","00:00","11.466","9.697","9.205","4.716","4.697","0.186","-0.103","-1.724","0"
"1985/03/01","00:00","10.916","9.464","9.067","4.697","4.644","0.215","-0.024","-1.985","0"
"1985/04/01","00:00","11.756","9.625","9.267","4.815","4.785","0.294","-0.113","-1.934","0"
"1985/05/01","00:00","11.916","9.936","9.526","5.025","4.976","0.435","-0.005","-2.014","0"
"1985/06/01","00:00","11.485","10.035","9.546","5.025","4.995","0.455","-0.034","-1.616","0"
"1985/07/01","00:00","11.265","10.015","9.444","4.966","4.926","0.415","-0.034","-1.304","0"
"1985/08/01","00:00","10.875","9.785","9.326","4.917","4.887","0.445","0.117","-0.874","0"
"1985/09/01","00:00","10.527","9.687","9.287","4.887","4.864","0.445","0.107","-1.343","0"
"1985/10/01","00:00","11.865","9.605","9.175","4.795","4.776","0.376","0.005","-1.963","0"
"1985/11/01","00:00","11.587","9.736","9.277","4.956","4.926","0.586","0.136","-1.953","0"
"1985/12/01","00:00","12.236","9.726","9.195","4.887","4.854","0.527","0.045","-1.465","0"
"1986/01/01","00:00","11.396","9.575","9.024","4.585","4.556","0.084","-0.336","-2.085","0"
"1986/02/01","00:00","10.976","9.815","9.316","4.854","4.825","0.327","-0.014","-1.504","0"
"1986/03/01","00:00","10.494","9.526","9.077","4.615","4.585","0.084","-0.274","-1.806","0"
"1986/04/01","00:00","11.846","9.956","9.546","5.084","5.054","0.576","0.146","-1.543","0"
"1986/05/01","00:00","11.915","10.045","9.605","5.117","5.064","0.527","0.084","-1.796","0"
"1986/06/01","00:00","11.885","9.907","9.405","4.936","4.907","0.396","-0.034","-1.763","0"
"1986/07/01","00:00","11.826","9.907","9.395","5.025","4.995","0.586","0.195","-1.534","0"
"1986/08/01","00:00","11.245","9.736","9.244","4.936","4.907","0.556","0.205","-1.215","0"
"1986/09/01","00:00","10.474","9.654","9.205","4.897","4.874","0.537","0.245","-0.864","0"
"1986/10/01","00:00","10.947","9.687","9.287","4.986","4.966","0.645","0.294","-1.484","0"
"1986/11/01","00:00","11.396","9.677","9.165","4.785","4.766","0.366","-0.083","-1.494","0"
"1986/12/01","00:00","12.755","9.785","9.195","4.746","4.736","0.264","-0.224","-2.114","0"
"1987/01/01","00:00","13.135","10.195","9.585","5.025","5.005","0.425","0.015","-1.796","0"
"1987/02/01","00:00","10.937","9.546","9.077","4.664","4.644","0.225","-0.083","-2.026","0"
"1987/03/01","00:00","11.524","9.917","9.526","5.005","4.986","0.435","0.107","-1.435","0"
"1987/04/01","00:00","11.426","10.035","9.605","5.166","5.136","0.665","0.255","-0.835","0"
"1987/05/01","00:00","11.035","9.716","9.215","4.864","4.844","0.474","-0.005","-1.835","0"
"1987/06/01","00:00","11.567","9.966","9.405","5.054","5.035","0.655","0.205","-1.553","0"
"1987/07/01","00:00","11.826","9.936","9.405","5.045","5.015","0.635","0.235","-1.386","0"
"1987/08/01","00:00","11.826","9.874","9.365","4.986","4.946","0.537","0.215","-1.343","0"
"1987/09/01","00:00","11.055","9.805","9.316","4.917","4.887","0.465","0.136","-1.616","0"
"1987/10/01","00:00","11.085","9.716","9.254","4.874","4.835","0.425","0.015","-1.304","0"
"1987/11/01","00:00","11.226","9.687","9.244","4.864","4.815","0.386","-0.044","-1.445","0"
"1987/12/01","00:00","11.514","10.035","9.454","5.074","5.064","0.665","0.255","-1.225","0"
"1988/01/01","00:00","11.826","9.454","8.877","4.575","4.556","0.225","-0.064","-1.494","0"
"1988/02/01","00:00","11.524","9.687","9.116","4.795","4.756","0.396","0.127","-2.026","0"
"1988/03/01","00:00","11.094","9.385","8.926","4.615","4.595","0.255","0.025","-1.934","0"
"1988/04/01","00:00","11.514","9.986","9.566","5.176","5.156","0.747","0.435","-1.235","0"
"1988/05/01","00:00","10.865","9.805","9.277","4.917","4.897","0.504","0.097","-1.104","0"
"1988/06/01","00:00","11.475","10.054","9.454","5.064","5.045","0.625","0.176","-0.703","0"
"1988/07/01","00:00","11.455","9.917","9.356","4.897","4.854","0.356","-0.005","-1.343","0"
"1988/08/01","00:00","11.426","9.926","9.464","4.946","4.917","0.366","0.127","-1.524","0"
"1988/09/01","00:00","11.085","9.697","9.287","4.874","4.844","0.415","0.127","-1.826","0"
"1988/10/01","00:00","11.754","9.746","9.297","4.926","4.897","0.504","0.117","-1.274","0"
"1988/11/01","00:00","11.114","9.716","9.215","4.897","4.874","0.547","0.156","-1.425","0"
"1988/12/01","00:00","10.976","9.546","9.034","4.716","4.697","0.366","0.005","-1.445","0"
"1989/01/01","00:00","11.104","9.516","8.985","4.687","4.644","0.307","0.035","-2.085","0"
"1989/02/01","00:00","11.045","9.556","9.024","4.566","4.566","0.107","-0.254","-2.173","0"
"1989/03/01","00:00","10.786","9.254","8.814","4.516","4.477","0.136","-0.126","-2.275","0"
"1989/04/01","00:00","11.997","9.575","9.146","4.726","4.677","0.205","-0.136","-2.173","0"
"1989/05/01","00:00","11.357","9.825","9.415","4.936","4.897","0.376","-0.044","-1.855","0"
"1989/06/01","00:00","11.495","10.084","9.516","5.015","4.986","0.455","0.025","-1.225","0"
"1989/07/01","00:00","10.914","9.897","9.356","4.907","4.887","0.415","0.005","-0.956","0"
"1989/08/01","00:00","10.816","9.844","9.385","4.966","4.936","0.494","0.166","-1.353","0"
"1989/09/01","00:00","11.386","9.654","9.277","4.874","4.844","0.415","0.117","-1.245","0"
"1989/10/01","00:00","11.406","9.625","9.267","4.887","4.864","0.474","0.107","-1.996","0"
"1989/11/01","00:00","11.754","9.795","9.244","4.897","4.874","0.494","0.064","-2.134","0"
"1989/12/01","00:00","11.455","9.585","9.014","4.585","4.575","0.136","-0.274","-1.996","0"
"1990/01/01","00:00","11.777","9.615","9.087","4.615","4.595","0.097","-0.284","-1.435","0"
"1990/02/01","00:00","10.825","9.497","8.965","4.575","4.536","0.097","-0.175","-2.114","0"
"1990/03/01","00:00","10.537","9.424","8.995","4.487","4.464","-0.054","-0.346","-2.154","0"
"1990/04/01","00:00","11.426","9.605","9.155","4.677","4.634","0.127","-0.224","-1.996","0"
"1990/05/01","00:00","11.915","9.956","9.477","5.005","4.976","0.474","0.015","-1.694","0"
"1990/06/01","00:00","12.056","9.887","9.385","4.986","4.956","0.517","0.107","-1.104","0"
"1990/07/01","00:00","11.334","9.785","9.267","4.926","4.887","0.504","0.136","-0.956","0"
"1990/08/01","00:00","10.875","9.785","9.297","5.005","4.976","0.655","0.405","-0.785","0"
"1990/09/01","00:00","NaN","9.697","9.336","4.995","5.005","0.684","0.405","NaN","11"
"1990/10/01","00:00","NaN","9.687","9.336","4.976","4.956","0.576","0.284","NaN","11"
"1990/11/01","00:00","12.226","9.917","9.454","5.015","4.986","0.517","0.064","-1.166","0"
"1990/12/01","00:00","13.257","9.776","9.277","4.746","4.726","0.176","-0.284","-1.914","0"
"1991/01/01","00:00","11.567","9.874","9.267","4.795","4.785","0.307","-0.024","-2.275","0"
"1991/02/01","00:00","11.324","9.625","9.155","4.776","4.736","0.317","0.035","-2.134","0"
"1991/03/01","00:00","11.596","10.084","9.677","5.166","5.146","0.606","0.346","-1.274","0"
"1991/04/01","00:00","11.334","9.766","9.375","4.926","4.897","0.405","0.054","-1.143","0"
"1991/05/01","00:00","11.646","9.874","9.385","5.015","4.986","0.596","0.146","-1.215","0"
"1991/06/01","00:00","11.905","10.045","9.516","5.107","5.074","0.635","0.215","-1.694","0"
"1991/07/01","00:00","11.797","9.956","9.454","5.035","5.005","0.556","0.215","-1.445","0"
"1991/08/01","00:00","11.695","9.966","9.487","5.005","4.976","0.465","0.195","-1.245","0"
"1991/09/01","00:00","11.094","9.805","9.346","4.897","4.864","0.396","0.084","-1.225","0"
"1991/10/01","00:00","12.735","9.917","9.464","5.054","5.015","0.576","0.205","-1.143","0"
"1991/11/01","00:00","11.954","10.107","9.687","4.986","4.936","0.186","-0.254","-1.914","0"
"1991/12/01","00:00","12.226","10.084","9.516","4.956","4.917","0.327","-0.064","-1.796","0"
"1992/01/01","00:00","11.787","10.074","9.546","5.015","4.986","0.425","0.156","-1.963","0"
"1992/02/01","00:00","11.675","9.995","9.546","4.995","4.966","0.376","0.074","-1.714","0"
"1992/03/01","00:00","11.606","9.795","9.424","4.936","4.907","0.386","0.166","-1.734","0"
"1992/04/01","00:00","11.055","9.825","9.454","4.926","4.897","0.346","0.054","-1.524","0"
"1992/05/01","00:00","10.947","9.887","9.415","4.874","4.844","0.264","-0.093","-1.415","0"
"1992/06/01","00:00","11.567","10.327","9.766","5.146","5.127","0.474","0.107","-1.264","0"
"1992/07/01","00:00","11.724","10.255","9.736","5.054","5.015","0.284","-0.014","-1.944","0"
"1992/08/01","00:00","11.865","10.045","9.654","4.926","4.907","0.156","-0.034","-1.616","0"
"1992/09/01","00:00","11.386","9.687","9.316","4.756","4.716","0.117","-0.103","-1.855","0"
"1992/10/01","00:00","11.455","9.756","9.356","4.907","4.874","0.396","0.074","-1.524","0"
"1992/11/01","00:00","11.754","9.687","9.254","4.815","4.795","0.327","-0.014","-1.104","0"
"1992/12/01","00:00","12.144","9.756","9.316","4.864","4.835","0.356","-0.014","-2.134","0"
"1993/01/01","00:00","11.166","9.785","9.236","4.726","4.686","0.135","-0.144","-2.055","0"
"1993/02/01","00:00","11.495","9.995","9.635","4.986","4.896","0.166","-0.055","-2.434","0"
"1993/03/01","00:00","11.964","9.703","9.342","4.695","4.641","-0.06","-0.372","-2.216","0"
"1993/04/01","00:00","11.765","10.285","9.936","5.155","5.106","0.265","-0.034","-2.325","0"
"1993/05/01","00:00","11.666","10.265","9.845","5.035","4.986","0.135","-0.204","-1.885","0"
"1993/06/01","00:00","11.405","10.186","9.716","4.925","4.885","0.066","-0.365","-1.445","0"
"1993/07/01","00:00","11.376","10.285","9.805","5.086","5.055","0.296","-0.064","-1.244","0"
"1993/08/01","00:00","11.365","10.035","9.646","5.015","4.986","0.325","0.055","-1.354","0"
"1993/09/01","00:00","11.716","9.905","9.586","4.995","4.945","0.305","0.035","-1.744","0"
"1993/10/01","00:00","11.777","9.844","9.444","4.887","4.864","0.274","-0.044","-2.173","0"
"1993/11/01","00:00","11.777","9.726","9.297","4.746","4.707","0.117","-0.293","-2.016","0"
"1993/12/01","00:00","11.977","10.107","9.605","4.986","4.956","0.317","-0.093","-1.196","0"
"1994/01/01","00:00","11.265","9.651","9.139","4.457","4.41","-0.32","-0.661","-2.124","0"
"1994/02/01","00:00","11.324","9.7","9.27","4.615","4.585","-0.1","-0.382","-2.134","0"
"1994/03/01","00:00","11.685","10.005","9.648","4.821","4.784","-0.08","-0.306","-2.295","0"
"1994/04/01","00:00","11.797","9.746","9.359","4.657","4.62","-0.119","-0.49","-2.436","0"
"1994/05/01","00:00","12.456","10.11","9.746","5.11","5.071","0.396","-0.008","-1.534","0"
"1994/06/01","00:00","11.655","9.992","9.562","4.903","4.867","0.173","-0.215","-1.543","0"
"1994/07/01","00:00","11.245","9.949","9.49","4.949","4.907","0.323","0.035","-1.255","0"
"1994/08/01","00:00","10.747","9.864","9.411","4.91","4.864","0.317","0.054","-0.933","0"
"1994/09/01","00:00","11.147","9.963","9.605","5.018","4.99","0.376","0.179","-1.215","0"
"1994/10/01","00:00","11.094","9.812","9.497","4.923","4.892","0.287","0.018","-2.085","0"
"1994/11/01","00:00","11.964","9.756","9.375","4.749","4.71","0.045","-0.343","-2.193","0"
"1994/12/01","00:00","11.665","9.986","9.467","4.779","4.749","0.031","-0.343","-2.104","0"
"1995/01/01","00:00","12.335","10.084","9.562","4.808","4.774","-0.014","-0.32","-1.996","0"
"1995/02/01","00:00","11.157","9.743","9.411","4.818","4.772","0.133","-0.136","-1.353","0"
"1995/03/01","00:00","10.986","9.841","9.539","4.835","4.8","0.061","-0.156","-1.573","0"
"1995/04/01","00:00","11.367","9.726","9.411","4.772","4.736","0.061","-0.234","-1.773","0"
"1995/05/01","00:00","11.997","10.061","9.657","5.074","5.038","0.419","0.031","-1.734","0"
"1995/06/01","00:00","11.997","9.949","9.464","4.881","4.851","0.238","-0.142","-2.045","0"
"1995/07/01","00:00","11.606","10.051","9.589","4.992","4.958","0.327","0.048","-1.773","0"
"1995/08/01","00:00","11.606","10.1","9.723","5.031","4.999","0.274","0.081","-1.264","0"
"1995/09/01","00:00","10.966","9.972","9.605","4.923","4.885","0.166","-0.09","-1.196","0"
"1995/10/01","00:00","11.685","10.031","9.674","5.077","5.01","0.346","0.031","-1.396","0"
"1995/11/01","00:00","12.226","10.278","9.89","5.291","5.241","0.592","0.235","-1.616","0"
"1995/12/01","00:00","12.774","10.228","9.776","5.159","5.135","0.494","0.173","-1.353","0"
"1996/01/01","00:00","11.833","10.117","9.684","5.087","5.046","0.409","0.031","-2.15","0"
"1996/02/01","00:00","11.931","9.976","9.628","4.972","4.935","0.241","0.038","-2.492","0"
"1996/03/01","00:00","11.751","9.713","9.392","4.818","4.797","0.202","-0.06","-1.721","0"
"1996/04/01","00:00","12.016","10.012","9.716","5.117","5.082","0.448","0.12","-0.959","0"
"1996/05/01","00:00","11.232","10.012","9.631","4.995","4.967","0.304","-0.07","-1.678","0"
"1996/06/01","00:00","11.544","10.071","9.628","4.963","4.931","0.235","-0.149","-2.013","0"
"1996/07/01","00:00","12.128","10.317","9.858","5.084","5.033","0.209","-0.1","-1.743","0"
"1996/08/01","00:00","11.888","10.094","9.723","4.949","4.915","0.107","-0.074","-1.625","0"
"1996/09/01","00:00","11.629","10.458","10.192","5.346","5.302","0.412","0.199","-1.835","0"
"1996/10/01","00:00","11.58","10.153","9.884","5.248","5.21","0.537","0.202","-1.238","0"
"1996/11/01","00:00","11.012","10.071","9.746","5.169","5.135","0.524","0.163","-1.34","0"
"1996/12/01","00:00","11.951","10.104","9.71","5.176","5.143","0.576","0.179","-1.159","0"
"1997/01/01","00:00","12.574","10.012","9.579","5.045","4.994","0.409","0.028","-2.104","0"
"1997/02/01","00:00","11.928","9.897","9.536","4.871","4.841","0.146","-0.116","-2.137","0"
"1997/03/01","00:00","11.924","9.867","9.572","4.926","4.899","0.225","-0.133","-2.206","0"
"1997/04/01","00:00","11.573","10.304","9.999","5.232","5.205","0.412","-0.018","-1.73","0"
