"Model","RMSE_Train","RMSE_Test","R2_Train","R2_Test"
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657
"Market Value Model",0.00377468918520131,0.00284993602704824,0.997968099405507,0.998639874070855
"Blue Economy Model",54898.5452496488,119753.01267982,0.996806755731784,0.988087383871138
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657
"Market Value Model",0.00430597700996562,0.00342960752616601,0.997487342213444,0.998032672382486
"Blue Economy Model",90595.0162728108,46147.9311098067,0.992197938166617,0.997789610541471
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657
"Market Value Model",0.00390696475735226,0.00206827893461786,0.997800523467464,0.999286549705894
"Blue Economy Model",83449.3744774669,94196.0523458169,0.992486894773683,0.992965984269583
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657
"Market Value Model",0.00390696475735226,0.00206827893461786,0.997800523467464,0.999286549705894
"Blue Economy Model",91451.2257291487,111357.990012573,0.991100660183117,0.99016317906004
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657
"Market Value Model",0.00390696475735226,0.00206827893461786,0.997800523467464,0.999286549705894
"Blue Economy Model",82379.5241487494,91730.4957341269,0.992624520395038,0.993316939903586
"Landings Model",1214172.32452601,3400279.18113136,0.980913201223959,0.778772999205527
"Consumption Model",0.0790892368839786,0.102850909162961,0.999129715186465,0.998463576720476
"Exports Model",67232.2237496422,59976.6254095285,0.998759811064914,0.998871392385657
"Market Value Model",0.0037853744945047,0.00211383773521065,0.997941110906549,0.999255636174233
"Blue Economy Model",82272.0682716528,124535.149787719,0.992979724249705,0.986862638122469
